onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	2	0.0	41	-1	F	0	1.0	1	True	3	4	4	1	1/4	True	-1	1	1	1	1a	2	0	True	True				False	0	F.I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
0	6	0.0	57	3	A	0	1.0	1	True	3	4	3	1	3/4	True	-1	1	1	1	1a	3	0	True	True				False	0	F.I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	False	True	True	True	4	4	4	3	True	False	False
0	6	0.0	60	0	C	0	1.0	1	True	3	4	2	1	3/4	True	-1	1	1	1	1a	4	0	True	True				False	0	F.I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	False	True	True	True	1	1	1	5	True	False	False
0	6	0.0	65	-1	F	0	1.0	1	True	3	4	1	1	3/4	True	-1	1	1	1	1a	4	0	True	True				False	0	F.I	F	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
2	2	1.0	45	3	A	0	2.0	2	True	3	4	4	1	1/4	True	-1	1	1	1	1a	2	1	False	True				False	1	I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-1	-1	-1	-1	3	F	A	F	F	major triad	1	True	False	True	True	True	4	4	4	3	True	False	True
4	2	2.0	46	-2	B	-1	3.0	3	True	3	4	4	1	1/4	True	-1	1	1	1	1a	2	2	False	False				False	1	I6	F	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-1	-1	-1	-1	3	F	A	F	F	major triad	1	True	False	True	True	True	-1	-1	-1	4	False	False	False
6	4	3.0	48	0	C	0	1.0	1	True	3	4	4	1	1/2	True	-1	2	2	2	2a	3	3	False	True				False	2	V(4)	F	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	False	True	True	True	1	1	1	5	True	True	True
6	4	3.0	55	1	G	0	1.0	1	True	3	4	3	1	1/2	True	-1	2	2	2	2a	3	3	False	True				False	2	V(4)	F	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	False	True	True	True	2	2	2	2	True	False	False
6	4	3.0	60	0	C	0	1.0	1	True	3	4	2	1	1/2	False	-1	2	2	2	2a	4	3	False	True				False	2	V(4)	F	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	False	True	True	True	1	1	1	5	True	True	True
6	2	3.0	65	-1	F	0	1.0	1	True	3	4	1	1	1/4	False	-1	2	2	2	2a	4	3	False	True				False	2	V(4)	F	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	False	True	True	True	0	0	0	1	True	False	False
8	2	4.0	64	4	E	0	2.0	2	True	3	4	1	1	1/4	True	-1	2	2	2	2a	4	4	False	True				False	3	V	F	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	False	True	True	True	5	5	5	7	True	False	False
10	1	5.0	46	-2	B	-1	3.0	3	True	3	4	4	1	1/8	True	-1	2	2	2	2a	2	5	False	True				False	4	V43/ii	F	I		V43/ii	V		43		ii	Mm7	False	False	(4, 1, 3, 7)	()	3	4	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V43/ii	V43/ii, major		V43/ii, major	ii	ii	V7	5	2	-1	-1	1	2	3	D	A	F	G	dominant seventh chord	2	True	False	True	True	True	-1	-1	-3	4	False	False	False
10	2	5.0	60	0	C	0	3.0	3	True	3	4	3	1	1/4	True	-1	2	2	2	2a	4	5	False	True				False	4	V43/ii	F	I		V43/ii	V		43		ii	Mm7	False	False	(4, 1, 3, 7)	()	3	4	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V43/ii	V43/ii, major		V43/ii, major	ii	ii	V7	5	2	-1	-1	1	2	3	D	A	F	G	dominant seventh chord	2	True	False	True	True	True	1	1	-1	5	True	False	False
10	2	5.0	62	2	D	0	3.0	3	True	3	4	2	1	1/4	True	-1	2	2	2	2a	4	5	False	True				False	4	V43/ii	F	I		V43/ii	V		43		ii	Mm7	False	False	(4, 1, 3, 7)	()	3	4	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V43/ii	V43/ii, major		V43/ii, major	ii	ii	V7	5	2	-1	-1	1	2	3	D	A	F	G	dominant seventh chord	2	True	False	True	True	True	3	3	1	6	True	True	False
10	2	5.0	66	6	F	1	3.0	3	True	3	4	1	1	1/4	True	-1	2	2	2	2a	4	5	False	True				False	4	V43/ii	F	I		V43/ii	V		43		ii	Mm7	False	False	(4, 1, 3, 7)	()	3	4	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V43/ii	V43/ii, major		V43/ii, major	ii	ii	V7	5	2	-1	-1	1	2	3	D	A	F	G	dominant seventh chord	2	True	False	True	True	True	7	7	5	#1	True	False	False
11	1	5.5	45	3	A	0	3.5	0	False	3	4	4	1	1/8	True	-1	2	2	2	2a	2	11/2	False	False				False	4	V43/ii	F	I		V43/ii	V		43		ii	Mm7	False	False	(4, 1, 3, 7)	()	3	4	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V43/ii	V43/ii, major		V43/ii, major	ii	ii	V7	5	2	-1	-1	1	2	3	D	A	F	G	dominant seventh chord	2	True	False	True	True	True	4	4	2	3	True	False	True
12	2	6.0	43	1	G	0	1.0	1	True	3	4	4	1	1/4	True	-1	3	3	3	3a	2	6	False	True				False	5	ii	F	I		ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		-1	-1	-1	1	1	G	G	F	F	minor triad	0	True	False	True	True	True	2	2	2	2	True	True	True
12	6	6.0	58	-2	B	-1	1.0	1	True	3	4	3	1	3/4	True	-1	3	3	3	3a	3	6	False	True				False	5	ii	F	I		ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		-1	-1	-1	1	1	G	G	F	F	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	False	False
12	6	6.0	62	2	D	0	1.0	1	True	3	4	2	1	3/4	True	-1	3	3	3	3a	4	6	False	True				False	5	ii	F	I		ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		-1	-1	-1	1	1	G	G	F	F	minor triad	0	True	False	True	True	True	3	3	3	6	True	False	False
12	6	6.0	67	1	G	0	1.0	1	True	3	4	1	1	3/4	True	-1	3	3	3	3a	4	6	False	True				False	5	ii	F	I		ii	ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		-1	-1	-1	1	1	G	G	F	F	minor triad	0	True	False	True	True	True	2	2	2	2	True	True	True
14	2	7.0	46	-2	B	-1	2.0	2	True	3	4	4	1	1/4	True	-1	3	3	3	3a	2	7	False	True				False	6	ii6	F	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	False	True	True	True	-1	-1	-1	4	True	False	True
16	2	8.0	48	0	C	0	3.0	3	True	3	4	4	1	1/4	True	-1	3	3	3	3a	3	8	False	False				False	6	ii6	F	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	False	True	True	True	1	1	1	5	False	False	False
18	4	9.0	50	2	D	0	1.0	1	True	3	4	4	1	1/2	True	-1	4	4	4	4a	3	9	False	True				False	7	V(4)/ii	F	I		V(4)/ii	V			4	ii	M	False	False	(3, 2, 4)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V/ii	V/ii, major		V(4)/ii, major	ii	ii	V	5	2	-1	-1	1	2	2	D	D	F	G	major triad	0	True	False	True	True	True	3	3	1	6	True	True	True
18	4	9.0	57	3	A	0	1.0	1	True	3	4	3	1	1/2	True	-1	4	4	4	4a	3	9	False	True				False	7	V(4)/ii	F	I		V(4)/ii	V			4	ii	M	False	False	(3, 2, 4)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V/ii	V/ii, major		V(4)/ii, major	ii	ii	V	5	2	-1	-1	1	2	2	D	D	F	G	major triad	0	True	False	True	True	True	4	4	2	3	True	False	False
18	4	9.0	62	2	D	0	1.0	1	True	3	4	2	1	1/2	False	-1	4	4	4	4a	4	9	False	True				False	7	V(4)/ii	F	I		V(4)/ii	V			4	ii	M	False	False	(3, 2, 4)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V/ii	V/ii, major		V(4)/ii, major	ii	ii	V	5	2	-1	-1	1	2	2	D	D	F	G	major triad	0	True	False	True	True	True	3	3	1	6	True	True	True
18	2	9.0	67	1	G	0	1.0	1	True	3	4	1	1	1/4	False	-1	4	4	4	4a	4	9	False	True				False	7	V(4)/ii	F	I		V(4)/ii	V			4	ii	M	False	False	(3, 2, 4)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V/ii	V/ii, major		V(4)/ii, major	ii	ii	V	5	2	-1	-1	1	2	2	D	D	F	G	major triad	0	True	False	True	True	True	2	2	0	2	True	False	False
20	2	10.0	66	6	F	1	2.0	2	True	3	4	1	1	1/4	True	-1	4	4	4	4a	4	10	False	True				False	8	V/ii	F	I		V/ii	V				ii	M	False	False	(3, 7, 4)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V/ii	V/ii, major		V/ii, major	ii	ii	V	5	2	-1	-1	1	2	2	D	D	F	G	major triad	0	True	False	True	True	True	7	7	5	#1	True	False	False
22	1	11.0	48	0	C	0	3.0	3	True	3	4	4	1	1/8	True	-1	4	4	4	4a	3	11	False	True				False	9	V43/iii	F	I		V43/iii	V		43		iii	Mm7	False	False	(6, 3, 5, 9)	()	5	6	major	major	I	I, major	V/iii	iii	iii/I	iii	True	V43/iii	V43/iii, major		V43/iii, major	iii	iii	V7	5	3	-1	-1	3	4	5	E	B	F	A	dominant seventh chord	2	True	False	True	True	True	1	1	-3	5	False	False	False
22	2	11.0	62	2	D	0	3.0	3	True	3	4	3	1	1/4	True	-1	4	4	4	4a	4	11	False	True				False	9	V43/iii	F	I		V43/iii	V		43		iii	Mm7	False	False	(6, 3, 5, 9)	()	5	6	major	major	I	I, major	V/iii	iii	iii/I	iii	True	V43/iii	V43/iii, major		V43/iii, major	iii	iii	V7	5	3	-1	-1	3	4	5	E	B	F	A	dominant seventh chord	2	True	False	True	True	True	3	3	-1	6	True	False	False
22	2	11.0	64	4	E	0	3.0	3	True	3	4	2	1	1/4	True	-1	4	4	4	4a	4	11	False	True				False	9	V43/iii	F	I		V43/iii	V		43		iii	Mm7	False	False	(6, 3, 5, 9)	()	5	6	major	major	I	I, major	V/iii	iii	iii/I	iii	True	V43/iii	V43/iii, major		V43/iii, major	iii	iii	V7	5	3	-1	-1	3	4	5	E	B	F	A	dominant seventh chord	2	True	False	True	True	True	5	5	1	7	True	True	False
22	2	11.0	68	8	G	1	3.0	3	True	3	4	1	1	1/4	True	-1	4	4	4	4a	4	11	False	True				False	9	V43/iii	F	I		V43/iii	V		43		iii	Mm7	False	False	(6, 3, 5, 9)	()	5	6	major	major	I	I, major	V/iii	iii	iii/I	iii	True	V43/iii	V43/iii, major		V43/iii, major	iii	iii	V7	5	3	-1	-1	3	4	5	E	B	F	A	dominant seventh chord	2	True	False	True	True	True	9	9	5	#2	True	False	False
23	1	11.5	47	5	B	0	3.5	0	False	3	4	4	1	1/8	True	-1	4	4	4	4a	2	23/2	False	False				False	9	V43/iii	F	I		V43/iii	V		43		iii	Mm7	False	False	(6, 3, 5, 9)	()	5	6	major	major	I	I, major	V/iii	iii	iii/I	iii	True	V43/iii	V43/iii, major		V43/iii, major	iii	iii	V7	5	3	-1	-1	3	4	5	E	B	F	A	dominant seventh chord	2	True	False	True	True	True	6	6	2	#4	True	False	True
24	2	12.0	45	3	A	0	1.0	1	True	3	4	4	1	1/4	True	-1	5	5	5	5a	2	12	False	True				False	10	iii	F	I		iii	iii					m	False	False	(4, 1, 5)	()	4	4	major	major	I	I, major	iii		I	I	False	iii	iii, major		iii, major		iii	iii	3		-1	-1	-1	3	3	A	A	F	F	minor triad	0	True	False	True	True	True	4	4	4	3	True	True	True
24	4	12.0	60	0	C	0	1.0	1	True	3	4	3	1	1/2	True	-1	5	5	5	5a	4	12	False	True				False	10	iii	F	I		iii	iii					m	False	False	(4, 1, 5)	()	4	4	major	major	I	I, major	iii		I	I	False	iii	iii, major		iii, major		iii	iii	3		-1	-1	-1	3	3	A	A	F	F	minor triad	0	True	False	True	True	True	1	1	1	5	True	False	False
24	4	12.0	64	4	E	0	1.0	1	True	3	4	2	1	1/2	True	-1	5	5	5	5a	4	12	False	True				False	10	iii	F	I		iii	iii					m	False	False	(4, 1, 5)	()	4	4	major	major	I	I, major	iii		I	I	False	iii	iii, major		iii, major		iii	iii	3		-1	-1	-1	3	3	A	A	F	F	minor triad	0	True	False	True	True	True	5	5	5	7	True	False	False
