s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	0	['B-3']	[]	[True]
1.0	0.5	1	['E-2', 'B-3']	['P5']	[True, True]
1.5	0.5	1	['B-2', 'B-3']	['P1']	[True, False]
2.0	0.5	1	['B-2', 'B-3', 'G4']	['P1', 'M6']	[False, False, True]
2.5	0.5	1	['B-2', 'B-3', 'G4']	['P1', 'M6']	[True, False, False]
3.0	0.5	1	['E-3', 'A3', 'F#4']	['A4', 'A2']	[True, True, True]
3.5	0.5	1	['B-2', 'A3', 'F#4']	['M7', 'A5']	[True, False, False]
4.0	0.5	1	['B-2', 'B-3', 'G4']	['P1', 'M6']	[False, True, True]
4.5	0.5	1	['B-2', 'B-3', 'G4']	['P1', 'M6']	[True, False, False]
5.0	0.5	2	['B-2', 'A3', 'F#4']	['M7', 'A5']	[False, True, True]
5.5	0.5	2	['B-2', 'A3', 'F#4']	['M7', 'A5']	[True, False, False]
6.0	0.5	2	['E-3', 'B-3', 'G4']	['P5', 'M3']	[True, True, True]
6.5	0.5	2	['B-2', 'E-3', 'B-3', 'G4']	['P4', 'P1', 'M6']	[True, False, False, False]
7.0	1.0	2	['A-2', 'E-3', 'C4', 'A-4', 'B-4']	['P5', 'M3', 'P1', 'M2']	[True, False, True, True, True]
8.0	1.0	2	['A-2', 'E-3', 'B-3', 'G4']	['P5', 'M2', 'M7']	[False, False, True, True]
9.0	0.5	3	['B-1', 'G3', 'E4']	['M6', 'A4']	[True, True, True]
9.5	0.5	3	['B-2', 'G3', 'E4']	['M6', 'A4']	[True, False, False]
10.0	0.5	3	['B-2', 'A-3', 'F4']	['m7', 'P5']	[False, True, True]
10.5	0.5	3	['B-2', 'A-3', 'F4']	['m7', 'P5']	[True, False, False]
11.0	1.5	3	['D3', 'C-4', 'A-4']	['d7', 'd5']	[True, True, True]
12.5	0.5	3	['B-2', 'C-4', 'A-4']	['m2', 'm7']	[True, False, False]
13.0	0.5	4	['B-1', 'G3', 'E4']	['M6', 'A4']	[True, True, True]
13.5	0.5	4	['B-2', 'G3', 'E4']	['M6', 'A4']	[True, False, False]
14.0	0.5	4	['B-2', 'A-3', 'F4']	['m7', 'P5']	[False, True, True]
14.5	0.5	4	['B-2', 'A-3', 'F4']	['m7', 'P5']	[True, False, False]
15.0	1.5	4	['D3', 'C-4', 'A-4']	['d7', 'd5']	[True, True, True]
16.5	0.5	4	['B-2', 'C-4', 'A-4']	['m2', 'm7']	[True, False, False]
17.0	0.5	5	['B-2', 'C-4', 'A-4']	['m2', 'm7']	[True, False, False]
17.5	0.5	5	['B-2', 'C-4', 'A-4']	['m2', 'm7']	[True, False, False]
18.0	0.5	5	['B-3', 'G4']	['M6']	[True, True]
18.5	0.5	5	['B-2', 'B-3', 'G4']	['P1', 'M6']	[True, False, False]
19.0	0.5	5	['A3', 'F#4']	['M6']	[True, True]
19.5	0.5	5	['B-2', 'A3', 'F#4']	['M7', 'A5']	[True, False, False]
20.0	0.5	5	['A-3', 'B-3', 'F4']	['M2', 'M6']	[True, True, True]
20.5	0.5	5	['B-2', 'A-3', 'B-3', 'F4']	['m7', 'P1', 'P5']	[True, False, False, False]
21.0	0.5	6	['E-2', 'G-3', 'E-4', 'G-4']	['m3', 'P1', 'm3']	[True, True, True, True]
21.5	0.5	6	['B-2', 'G-3', 'E-4', 'G-4']	['m6', 'P4', 'm6']	[True, False, False, False]
22.0	0.5	6	['B-2', 'A-3', 'F4', 'G-4']	['m7', 'P5', 'm6']	[False, True, True, False]
22.5	0.5	6	['B-2', 'A-3', 'F4', 'G-4']	['m7', 'P5', 'm6']	[True, False, False, False]
23.0	0.5	6	['E-3', 'B-3', 'G-4']	['P5', 'm3']	[True, True, True]
23.5	1.0	6	['B-2', 'B-3', 'G-4']	['P1', 'm6']	[True, False, False]
24.5	0.5	6	['B-2', 'B-3', 'G-4']	['P1', 'm6']	[True, False, False]
25.0	0.5	7	['B-2', 'B-3', 'G-4']	['P1', 'm6']	[True, False, False]
25.5	0.5	7	['B-2', 'B-3', 'G-4']	['P1', 'm6']	[True, False, False]
26.0	0.5	7	['E-3', 'D-4', 'G-4', 'B-4']	['m7', 'm3', 'P5']	[True, True, True, True]
26.5	0.5	7	['B-2', 'D-4', 'G-4', 'B-4']	['m3', 'm6', 'P1']	[True, False, False, False]
27.0	0.5	7	['B-2', 'C-4', 'F4', 'A-4']	['m2', 'P5', 'm7']	[False, True, True, True]
27.5	0.5	7	['B-2', 'C-4', 'F4', 'A-4']	['m2', 'P5', 'm7']	[True, False, False, False]
