s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	3.0	1	['B-2', 'B-3']	['P1']	[True, True]
3.0	1.0	1			
4.0	2.0	2	['B-2', 'B-3']	['P1']	[True, True]
6.0	1.0	2	['B-2', 'B-3']	['P1']	[False, False]
7.0	1.0	2	['B-4']	[]	[True]
8.0	1.5	3	['B-2', 'B-3', 'B-4']	['P1', 'P1']	[True, True, True]
9.5	0.5	3	['D-3', 'D-4', 'D-5']	['P1', 'P1']	[True, True, True]
10.0	1.0	3	['C3', 'C4', 'C5']	['P1', 'P1']	[True, True, True]
11.0	1.0	3	['B-2', 'B-3', 'B-4']	['P1', 'P1']	[True, True, True]
12.0	2.0	4	['A2', 'A3', 'A4']	['P1', 'P1']	[True, True, True]
14.0	1.0	4	['B-2', 'B-3', 'B-4']	['P1', 'P1']	[True, True, True]
15.0	1.0	4	['C3', 'C4', 'C5']	['P1', 'P1']	[True, True, True]
16.0	1.75	5	['G-2', 'G-3', 'G-4']	['P1', 'P1']	[True, True, True]
17.75	0.25	5	['F2', 'F3', 'F4']	['P1', 'P1']	[True, True, True]
18.0	1.75	5	['G-2', 'G-3', 'G-4']	['P1', 'P1']	[True, True, True]
19.75	0.25	5	['A-2', 'A-3', 'A-4']	['P1', 'P1']	[True, True, True]
20.0	3.0	6	['F2', 'F3', 'F4']	['P1', 'P1']	[True, True, True]
23.0	1.0	6	['F1', 'F2', 'C4', 'A4', 'C5']	['P1', 'P5', 'M3', 'P5']	[True, True, True, True, True]
24.0	1.75	7	['G-1', 'G-2', 'C4', 'B-4', 'C5']	['P1', 'A4', 'M3', 'A4']	[True, True, True, True, True]
25.75	0.25	7	['F1', 'F2', 'C4', 'B-4', 'C5']	['P1', 'P5', 'P4', 'P5']	[True, True, False, False, False]
26.0	1.75	7	['G-1', 'G-2', 'C4', 'B-4', 'C5']	['P1', 'A4', 'M3', 'A4']	[True, True, False, False, False]
27.75	0.25	7	['A-1', 'A-2', 'C4', 'B-4', 'C5']	['P1', 'M3', 'M2', 'M3']	[True, True, False, False, False]
28.0	2.0	8	['F1', 'F2', 'C4', 'A4', 'C5']	['P1', 'P5', 'M3', 'P5']	[True, True, True, True, True]
30.0	1.0	8	['F1', 'F2', 'C4', 'A4', 'C5']	['P1', 'P5', 'M3', 'P5']	[False, False, False, False, False]
31.0	1.0	8	['F3', 'F4']	['P1']	[True, True]
32.0	1.5	9	['D3', 'B-3', 'F4', 'B-4']	['m6', 'm3', 'm6']	[True, True, True, True]
33.5	0.5	9	['D3', 'B-3', 'F4', 'B-4']	['m6', 'm3', 'm6']	[True, True, True, True]
34.0	1.0	9	['E-3', 'B-3', 'G4', 'C5']	['P5', 'M3', 'M6']	[True, True, True, True]
35.0	1.0	9	['D3', 'B-3', 'F4', 'B-4']	['m6', 'm3', 'm6']	[True, True, True, True]
36.0	2.0	10	['F3', 'B-3', 'F4', 'D5']	['P4', 'P1', 'M6']	[True, True, True, True]
38.0	1.0	10	['F3', 'A3', 'F4', 'C5']	['M3', 'P1', 'P5']	[False, True, False, True]
39.0	1.0	10	['F3', 'A-3', 'F4', 'C5']	['m3', 'P1', 'P5']	[False, True, False, False]
40.0	1.0	11	['C3', 'G3', 'C4', 'E-4', 'G4', 'E-5']	['P5', 'P1', 'm3', 'P5', 'm3']	[True, True, True, True, True, True]
41.0	0.5	11	['D3', 'G3', 'C4', 'E-4', 'G4', 'D5']	['P4', 'm7', 'm2', 'P4', 'P1']	[True, False, False, False, False, True]
41.5	0.5	11	['E-3', 'G3', 'C4', 'E-4', 'G4', 'C5']	['M3', 'M6', 'P1', 'M3', 'M6']	[True, False, False, False, False, True]
42.0	1.0	11	['F3', 'B-3', 'D4', 'F4', 'B-4', 'D5']	['P4', 'M6', 'P1', 'P4', 'M6']	[True, True, True, True, True, True]
43.0	0.5	11	['F3', 'A3', 'C4', 'E-4', 'F4', 'A4', 'C5']	['M3', 'P5', 'm7', 'P1', 'M3', 'P5']	[True, True, True, True, True, True, True]
43.5	0.5	11	['F3', 'A3', 'C4', 'E-4', 'F4', 'A4', 'C5']	['M3', 'P5', 'm7', 'P1', 'M3', 'P5']	[False, False, False, False, False, False, False]
