onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	8	0.0	0	4.0	4	1	-4	4	4	1	0.0	C5	72	True	C	0	0	1.0	True	1	spine_0	1	1	4.0	0	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	5
8	4	4.0	4	2.0	2	2	-4	4	4	2	4.0	F4	65	True	F	0	0	1.0	True	1	spine_0	1	2	2.0	1	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
12	4	6.0	6	2.0	2	2	-4	4	4	2	6.0	D-5	73	True	D	-1	1/2	3.0	True	3	spine_0	1	2	2.0	2	VI	True	('D-', 'F', 'A-')	D-	D-	0	major triad	(1, 5, 8)	f	f	6	None	VI	True	6
16	8	8.0	8	4.0	4	3	-4	4	4	3	8.0	E4	64	True	E	0	0	1.0	True	1	spine_0	1	3	1.0	3	viio	True	('E', 'G', 'B-')	E	E	0	diminished triad	(4, 7, 10)	f	f	#7	None	viio	True	#7
18	2	9.0	9	1.0	1	3	-4	4	4	3	9.0	B-3	58	True	B	-1	1/4	2.0	True	2	spine_0	1	3	3.0	4	viio	True	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	f	f	#7	None	viio	True	4
20	2	10.0	10	1.0	1	3	-4	4	4	3	10.0	B-3	58	True	B	-1	1/2	3.0	True	3	spine_0	1	3	3.0	4	viio	False	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	f	f	#7	None	viio	True	4
22	2	11.0	11	1.0	1	3	-4	4	4	3	11.0	B-3	58	True	B	-1	3/4	4.0	True	4	spine_0	1	3	3.0	4	viio	False	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	f	f	#7	None	viio	True	4
24	6	12.0	12	3.0	3	4	-4	4	4	4	12.0	F4	65	True	F	0	0	1.0	True	1	spine_0	1	4	2.0	5	iv	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	1
24	2	12.0	12	1.0	1	4	-4	4	4	4	12.0	B-3	58	True	B	-1	0	1.0	True	1	spine_0	1	4	2.0	5	iv	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	4
26	1	13.0	13	0.5	1/2	4	-4	4	4	4	13.0	A-3	56	True	A	-1	1/4	2.0	True	2	spine_0	1	4	2.0	5	iv	False	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	3
27	1	13.5	27/2	0.5	1/2	4	-4	4	4	4	13.5	G3	55	True	G	0	3/8	2.5	False	0	spine_0	1	4	2.0	5	iv	False	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	2
28	2	14.0	14	1.0	1	4	-4	4	4	4	14.0	A-3	56	True	A	-1	1/2	3.0	True	3	spine_0	1	4	2.0	6	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
30	1	15.0	15	0.5	1/2	4	-4	4	4	4	15.0	G4	67	True	G	0	3/4	4.0	True	4	spine_0	1	4	2.0	6	i	False	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	2
30	2	15.0	15	1.0	1	4	-4	4	4	4	15.0	F3	53	True	F	0	3/4	4.0	True	4	spine_0	1	4	2.0	6	i	False	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
31	1	15.5	31/2	0.5	1/2	4	-4	4	4	4	15.5	A-4	68	True	A	-1	7/8	4.5	False	0	spine_0	1	4	2.0	6	i	False	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
32	2	16.0	16	1.0	1	5	-4	4	4	5	16.0	B-4	70	True	B	-1	0	1.0	True	1	spine_0	1	5	1.0	7	iv	True	('D-', 'F', 'B-')	D-	B-	1	minor triad	(1, 5, 10)	f	f	4	None	iv	True	4
32	2	16.0	16	1.0	1	5	-4	4	4	5	16.0	D-4	61	True	D	-1	0	1.0	True	1	spine_0	1	5	1.0	7	iv	True	('D-', 'F', 'B-')	D-	B-	1	minor triad	(1, 5, 10)	f	f	4	None	iv	True	6
34	2	17.0	17	1.0	1	5	-4	4	4	5	17.0	C5	72	True	C	0	1/4	2.0	True	2	spine_0	1	5	1.0	8	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	5
34	2	17.0	17	1.0	1	5	-4	4	4	5	17.0	C4	60	True	C	0	1/4	2.0	True	2	spine_0	1	5	1.0	8	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	5
36	4	18.0	18	2.0	2	5	-4	4	4	5	18.0	D-5	73	True	D	-1	1/2	3.0	True	3	spine_0	1	5	2.0	9	iv	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	6
36	1	18.0	18	0.5	1/2	5	-4	4	4	5	18.0	B-3	58	True	B	-1	1/2	3.0	True	3	spine_0	1	5	2.0	9	iv	True	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	4
37	1	18.5	37/2	0.5	1/2	5	-4	4	4	5	18.5	A-3	56	True	A	-1	5/8	3.5	False	0	spine_0	1	5	2.0	9	iv	False	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	3
38	1	19.0	19	0.5	1/2	5	-4	4	4	5	19.0	G3	55	True	G	0	3/4	4.0	True	4	spine_0	1	5	2.0	9	iv	False	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	2
39	1	19.5	39/2	0.5	1/2	5	-4	4	4	5	19.5	F3	53	True	F	0	7/8	4.5	False	0	spine_0	1	5	2.0	9	iv	False	('B-', 'D-', 'F')	B-	B-	0	minor triad	(1, 5, 10)	f	f	4	None	iv	True	1
40	2	20.0	20	1.0	1	6	-4	4	4	6	20.0	D-5	73	False	D	-1	0	1.0	True	1	spine_0	1	6	3.0	10	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True	6
40	8	20.0	20	4.0	4	6	-4	4	4	6	20.0	E3	52	True	E	0	0	1.0	True	1	spine_0	1	6	3.0	10	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True	#7
42	1	21.0	21	0.5	1/2	6	-4	4	4	6	21.0	C5	72	True	C	0	1/4	2.0	True	2	spine_0	1	6	3.0	10	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True	5
43	1	21.5	43/2	0.5	1/2	6	-4	4	4	6	21.5	B-4	70	True	B	-1	3/8	2.5	False	0	spine_0	1	6	3.0	10	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True	4
44	2	22.0	22	1.0	1	6	-4	4	4	6	22.0	A-4	68	True	A	-1	1/2	3.0	True	3	spine_0	1	6	3.0	10	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True	3
46	2	23.0	23	1.0	1	6	-4	4	4	6	23.0	G4	67	True	G	0	3/4	4.0	True	4	spine_0	1	6	1.0	11	viio	True	('E', 'G', 'B-')	E	E	0	diminished triad	(4, 7, 10)	f	f	#7	None	viio	True	2
48	8	24.0	24	4.0	4	7	-4	4	4	7	24.0	F5	77	True	F	0	0	1.0	True	1	spine_0	1	7	4.0	12	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
48	4	24.0	24	2.0	2	7	-4	4	4	7	24.0	A-4	68	True	A	-1	0	1.0	True	1	spine_0	1	7	4.0	12	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
48	2	24.0	24	1.0	1	7	-4	4	4	7	24.0	F3	53	True	F	0	0	1.0	True	1	spine_0	1	7	4.0	12	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
50	2	25.0	25	1.0	1	7	-4	4	4	7	25.0	F4	65	True	F	0	1/4	2.0	True	2	spine_0	1	7	4.0	12	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
52	2	26.0	26	1.0	1	7	-4	4	4	7	26.0	F4	65	True	F	0	1/2	3.0	True	3	spine_0	1	7	4.0	12	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
54	2	27.0	27	1.0	1	7	-4	4	4	7	27.0	F4	65	True	F	0	3/4	4.0	True	4	spine_0	1	7	4.0	12	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
56	4	28.0	28	2.0	2	8	-4	4	4	8	28.0	C5	72	True	C	0	0	1.0	True	1	spine_0	1	8	2.0	13	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	5
56	2	28.0	28	1.0	1	8	-4	4	4	8	28.0	A-4	68	True	A	-1	0	1.0	True	1	spine_0	1	8	2.0	13	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
58	1	29.0	29	0.5	1/2	8	-4	4	4	8	29.0	G4	67	True	G	0	1/4	2.0	True	2	spine_0	1	8	2.0	13	i	False	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	2
59	1	29.5	59/2	0.5	1/2	8	-4	4	4	8	29.5	A-4	68	True	A	-1	3/8	2.5	False	0	spine_0	1	8	2.0	13	i	False	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
60	4	30.0	30	2.0	2	8	-4	4	4	8	30.0	A-5	80	True	A	-1	1/2	3.0	True	3	spine_0	1	8	2.0	14	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
60	2	30.0	30	1.0	1	8	-4	4	4	8	30.0	F4	65	True	F	0	1/2	3.0	True	3	spine_0	1	8	2.0	14	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
62	1	31.0	31	0.5	1/2	8	-4	4	4	8	31.0	E-4	63	True	E	-1	3/4	4.0	True	4	spine_0	1	8	2.0	14	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	7
63	1	31.5	63/2	0.5	1/2	8	-4	4	4	8	31.5	F4	65	True	F	0	7/8	4.5	False	0	spine_0	1	8	2.0	14	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
64	8	32.0	32	4.0	4	9	-4	4	4	9	32.0	B4	71	True	B	0	0	1.0	True	1	spine_0	1	9	4.0	15	V7/V	True	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	#4
64	4	32.0	32	2.0	2	9	-4	4	4	9	32.0	D4	62	True	D	0	0	1.0	True	1	spine_0	1	9	4.0	15	V7/V	True	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	#6
66	2	33.0	33	1.0	1	9	-4	4	4	9	33.0	F4	65	True	F	0	1/4	2.0	True	2	spine_0	1	9	4.0	15	V7/V	False	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	1
68	2	34.0	34	1.0	1	9	-4	4	4	9	34.0	F4	65	True	F	0	1/2	3.0	True	3	spine_0	1	9	4.0	15	V7/V	False	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	1
68	4	34.0	34	2.0	2	9	-4	4	4	9	34.0	G3	55	True	G	0	1/2	3.0	True	3	spine_0	1	9	4.0	15	V7/V	False	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	2
70	2	35.0	35	1.0	1	9	-4	4	4	9	35.0	F4	65	True	F	0	3/4	4.0	True	4	spine_0	1	9	4.0	15	V7/V	False	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	1
72	6	36.0	36	3.0	3	10	-4	4	4	10	36.0	C5	72	True	C	0	0	1.0	True	1	spine_0	1	10	4.0	16	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	5
72	2	36.0	36	1.0	1	10	-4	4	4	10	36.0	F4	65	True	F	0	0	1.0	True	1	spine_0	1	10	4.0	16	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	1
72	4	36.0	36	2.0	2	10	-4	4	4	10	36.0	C3	48	True	C	0	0	1.0	True	1	spine_0	1	10	4.0	16	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	5
74	1	37.0	37	0.5	1/2	10	-4	4	4	10	37.0	E-4	63	True	E	-1	1/4	2.0	True	2	spine_0	1	10	4.0	16	V	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	7
75	1	37.5	75/2	0.5	1/2	10	-4	4	4	10	37.5	D4	62	True	D	0	3/8	2.5	False	0	spine_0	1	10	4.0	16	V	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	#6
76	2	38.0	38	1.0	1	10	-4	4	4	10	38.0	E-4	63	True	E	-1	1/2	3.0	True	3	spine_0	1	10	4.0	16	V	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	7
78	1	39.0	39	0.5	1/2	10	-4	4	4	10	39.0	D5	74	True	D	0	3/4	4.0	True	4	spine_0	1	10	4.0	16	V	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	#6
78	2	39.0	39	1.0	1	10	-4	4	4	10	39.0	C4	60	True	C	0	3/4	4.0	True	4	spine_0	1	10	4.0	16	V	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	5
79	1	39.5	79/2	0.5	1/2	10	-4	4	4	10	39.5	E-5	75	True	E	-1	7/8	4.5	False	0	spine_0	1	10	4.0	16	V	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	f	f	5	None	V	True	7
80	2	40.0	40	1.0	1	11	-4	4	4	11	40.0	F5	77	True	F	0	0	1.0	True	1	spine_0	1	11	1.0	17	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
80	2	40.0	40	1.0	1	11	-4	4	4	11	40.0	A-4	68	True	A	-1	0	1.0	True	1	spine_0	1	11	1.0	17	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
82	2	41.0	41	1.0	1	11	-4	4	4	11	41.0	G5	79	True	G	0	1/4	2.0	True	2	spine_0	1	11	1.0	18	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	f	f	2	None	ii	True	2
82	2	41.0	41	1.0	1	11	-4	4	4	11	41.0	G4	67	True	G	0	1/4	2.0	True	2	spine_0	1	11	1.0	18	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	f	f	2	None	ii	True	2
84	4	42.0	42	2.0	2	11	-4	4	4	11	42.0	A-5	80	True	A	-1	1/2	3.0	True	3	spine_0	1	11	2.0	19	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
84	1	42.0	42	0.5	1/2	11	-4	4	4	11	42.0	F4	65	True	F	0	1/2	3.0	True	3	spine_0	1	11	2.0	19	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
85	1	42.5	85/2	0.5	1/2	11	-4	4	4	11	42.5	E-4	63	True	E	-1	5/8	3.5	False	0	spine_0	1	11	2.0	19	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	7
86	1	43.0	43	0.5	1/2	11	-4	4	4	11	43.0	D4	62	True	D	0	3/4	4.0	True	4	spine_0	1	11	2.0	19	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	#6
87	1	43.5	87/2	0.5	1/2	11	-4	4	4	11	43.5	C4	60	True	C	0	7/8	4.5	False	0	spine_0	1	11	2.0	19	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	5
88	2	44.0	44	1.0	1	12	-4	4	4	12	44.0	A-5	80	False	A	-1	0	1.0	True	1	spine_0	1	12	4.0	20	V7/V	True	('B', 'D', 'F', 'G')	B	G	1	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	3
88	8	44.0	44	4.0	4	12	-4	4	4	12	44.0	B3	59	True	B	0	0	1.0	True	1	spine_0	1	12	4.0	20	V7/V	True	('B', 'D', 'F', 'G')	B	G	1	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	#4
90	1	45.0	45	0.5	1/2	12	-4	4	4	12	45.0	G5	79	True	G	0	1/4	2.0	True	2	spine_0	1	12	4.0	20	V7/V	False	('B', 'D', 'F', 'G')	B	G	1	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	2
91	1	45.5	91/2	0.5	1/2	12	-4	4	4	12	45.5	F5	77	True	F	0	3/8	2.5	False	0	spine_0	1	12	4.0	20	V7/V	False	('B', 'D', 'F', 'G')	B	G	1	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	1
92	2	46.0	46	1.0	1	12	-4	4	4	12	46.0	E-5	75	True	E	-1	1/2	3.0	True	3	spine_0	1	12	4.0	20	V7/V	False	('B', 'D', 'F', 'G')	B	G	1	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	7
94	2	47.0	47	1.0	1	12	-4	4	4	12	47.0	D5	74	True	D	0	3/4	4.0	True	4	spine_0	1	12	4.0	20	V7/V	False	('B', 'D', 'F', 'G')	B	G	1	dominant seventh chord	(2, 5, 7, 11)	f	C	5	5	V7	True	#6
96	4	48.0	48	2.0	2	13	-4	4	4	13	48.0	C5	72	True	C	0	0	1.0	True	1	spine_0	1	13	4.0	21	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	5
96	2	48.0	48	1.0	1	13	-4	4	4	13	48.0	C4	60	True	C	0	0	1.0	True	1	spine_0	1	13	4.0	21	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	5
96	8	48.0	48	4.0	4	13	-4	4	4	13	48.0	C4	60	True	C	0	0	1.0	True	1	spine_0	1	13	4.0	21	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	5
98	1	49.0	49	0.5	1/2	13	-4	4	4	13	49.0	C4	60	True	C	0	1/4	2.0	True	2	spine_0	1	13	4.0	21	V7	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	5
99	1	49.5	99/2	0.5	1/2	13	-4	4	4	13	49.5	D4	62	True	D	0	3/8	2.5	False	0	spine_0	1	13	4.0	21	V7	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	#6
100	4	50.0	50	2.0	2	13	-4	4	4	13	50.0	B-4	70	True	B	-1	1/2	3.0	True	3	spine_0	1	13	4.0	21	V7	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	4
100	2	50.0	50	1.0	1	13	-4	4	4	13	50.0	E4	64	True	E	0	1/2	3.0	True	3	spine_0	1	13	4.0	21	V7	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	#7
102	1	51.0	51	0.5	1/2	13	-4	4	4	13	51.0	D4	62	True	D	0	3/4	4.0	True	4	spine_0	1	13	4.0	21	V7	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	#6
103	1	51.5	103/2	0.5	1/2	13	-4	4	4	13	51.5	E4	64	True	E	0	7/8	4.5	False	0	spine_0	1	13	4.0	21	V7	False	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	#7
104	2	52.0	52	1.0	1	14	-4	4	4	14	52.0	A-4	68	True	A	-1	0	1.0	True	1	spine_0	1	14	2.0	22	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
104	2	52.0	52	1.0	1	14	-4	4	4	14	52.0	F4	65	True	F	0	0	1.0	True	1	spine_0	1	14	2.0	22	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
104	4	52.0	52	2.0	2	14	-4	4	4	14	52.0	F3	53	True	F	0	0	1.0	True	1	spine_0	1	14	2.0	22	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	1
106	2	53.0	53	1.0	1	14	-4	4	4	14	53.0	G4	67	True	G	0	1/4	2.0	True	2	spine_0	1	14	2.0	22	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	2
106	1	53.0	53	0.5	1/2	14	-4	4	4	14	53.0	G4	67	True	G	0	1/4	2.0	True	2	spine_0	1	14	2.0	22	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	2
107	1	53.5	107/2	0.5	1/2	14	-4	4	4	14	53.5	A-4	68	True	A	-1	3/8	2.5	False	0	spine_0	1	14	2.0	22	i	False	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True	3
108	4	54.0	54	2.0	2	14	-4	4	4	14	54.0	F4	65	True	F	0	1/2	3.0	True	3	spine_0	1	14	2.0	23	iv	True	('D-', 'F', 'B-')	D-	B-	1	minor triad	(1, 5, 10)	f	f	4	None	iv	True	1
108	2	54.0	54	1.0	1	14	-4	4	4	14	54.0	B-4	70	True	B	-1	1/2	3.0	True	3	spine_0	1	14	2.0	23	iv	True	('D-', 'F', 'B-')	D-	B-	1	minor triad	(1, 5, 10)	f	f	4	None	iv	True	4
108	4	54.0	54	2.0	2	14	-4	4	4	14	54.0	D-4	61	True	D	-1	1/2	3.0	True	3	spine_0	1	14	2.0	23	iv	True	('D-', 'F', 'B-')	D-	B-	1	minor triad	(1, 5, 10)	f	f	4	None	iv	True	6
110	2	55.0	55	1.0	1	14	-4	4	4	14	55.0	A-4	68	True	A	-1	3/4	4.0	True	4	spine_0	1	14	2.0	23	iv	False	('D-', 'F', 'B-')	D-	B-	1	minor triad	(1, 5, 10)	f	f	4	None	iv	True	3
112	4	56.0	56	2.0	2	15	-4	4	4	15	56.0	G4	67	True	G	0	0	1.0	True	1	spine_0	1	15	4.0	24	V7	True	('E', 'G', 'B-', 'C')	E	C	1	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	2
112	8	56.0	56	4.0	4	15	-4	4	4	15	56.0	E3	52	True	E	0	0	1.0	True	1	spine_0	1	15	4.0	24	V7	True	('E', 'G', 'B-', 'C')	E	C	1	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	#7
114	2	57.0	57	1.0	1	15	-4	4	4	15	57.0	B-4	70	True	B	-1	1/4	2.0	True	2	spine_0	1	15	4.0	24	V7	False	('E', 'G', 'B-', 'C')	E	C	1	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	4
116	2	58.0	58	1.0	1	15	-4	4	4	15	58.0	B-4	70	True	B	-1	1/2	3.0	True	3	spine_0	1	15	4.0	24	V7	False	('E', 'G', 'B-', 'C')	E	C	1	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True	4
