s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	0	['E4']	[]	[True]
0.5	1.0	1	['E2', 'E3', 'E4']	['P1', 'P1']	[True, True, True]
1.5	0.5	1	['E2', 'E3', 'E4']	['P1', 'P1']	[False, False, False]
2.0	0.5	1	['E2', 'E3', 'E4', 'B4']	['P1', 'P1', 'P5']	[False, False, False, True]
2.5	1.5	1	['E2', 'E3', 'E4', 'A4']	['P1', 'P1', 'P4']	[False, False, False, True]
4.0	0.5	1	['E2', 'E3', 'E4']	['P1', 'P1']	[False, False, True]
4.5	1.0	2	['F#2', 'F#3', 'D#4', 'F#4']	['P1', 'M6', 'P1']	[True, True, True, True]
5.5	0.5	2	['F#2', 'F#3', 'C4', 'F#4']	['P1', 'd5', 'P1']	[False, False, True, False]
6.0	0.5	2	['F#2', 'F#3', 'A3', 'F#4']	['P1', 'm3', 'P1']	[False, False, True, False]
6.5	1.0	2	['F#2', 'F#3', 'A3', 'F#4']	['P1', 'm3', 'P1']	[False, False, False, True]
7.5	0.5	2	['F#2', 'F#3', 'F#4']	['P1', 'P1']	[False, False, False]
8.0	0.5	2	['F#2', 'F#3', 'F#4']	['P1', 'P1']	[False, False, True]
8.5	1.0	3	['G2', 'G3', 'G4']	['P1', 'P1']	[True, True, True]
9.5	0.5	3	['G2', 'G3', 'G4']	['P1', 'P1']	[False, False, False]
10.0	0.5	3	['G2', 'G3', 'G4', 'E5']	['P1', 'P1', 'M6']	[False, False, False, True]
10.5	1.5	3	['G2', 'G3', 'G4', 'B4']	['P1', 'P1', 'M3']	[False, False, False, True]
12.0	0.5	3	['G2', 'G3', 'G4']	['P1', 'P1']	[False, False, False]
12.5	1.0	4	['G2', 'G3', 'E4', 'G4']	['P1', 'M6', 'P1']	[False, False, True, True]
13.5	0.5	4	['G2', 'G3', 'E4']	['P1', 'M6']	[False, False, False]
14.0	0.5	4	['G2', 'G3', 'B3']	['P1', 'M3']	[False, False, True]
14.5	1.5	4	['C3', 'A3', 'C4', 'C5']	['M6', 'P1', 'P1']	[True, True, True, True]
16.0	0.5	4	['C3', 'F#3', 'C4', 'C5']	['A4', 'P1', 'P1']	[False, True, False, False]
16.5	1.0	5	['B2', 'B3', 'B4']	['P1', 'P1']	[True, True, True]
17.5	0.5	5	['B2', 'B3', 'B4']	['P1', 'P1']	[False, False, False]
18.0	0.5	5	['B2', 'G3', 'B3', 'B4']	['m6', 'P1', 'P1']	[False, True, False, False]
18.5	1.5	5	['A2', 'F#3', 'A3', 'A4']	['M6', 'P1', 'P1']	[True, True, True, True]
20.0	0.5	5	['A2', 'A3', 'C4', 'A4']	['P1', 'm3', 'P1']	[False, False, True, False]
20.5	1.5	6	['G2', 'G3', 'B3', 'G4']	['P1', 'M3', 'P1']	[True, True, True, True]
22.0	0.5	6	['G2', 'G3', 'E4', 'G4']	['P1', 'M6', 'P1']	[False, False, True, False]
22.5	1.0	6	['F#2', 'F#3', 'D#4', 'F#4']	['P1', 'M6', 'P1']	[True, True, True, True]
23.5	0.5	6	['F#2', 'F#3', 'D#4', 'F#4']	['P1', 'M6', 'P1']	[False, False, False, True]
24.0	0.5	6	['F#2', 'F#3', 'F#4', 'A4']	['P1', 'P1', 'm3']	[False, False, False, True]
24.5	1.0	7	['E2', 'E3', 'E4']	['P1', 'P1']	[True, True, True]
25.5	0.5	7	['E2', 'E3', 'E4']	['P1', 'P1']	[False, False, False]
26.0	0.5	7	['E2', 'E3', 'E4', 'G4']	['P1', 'P1', 'm3']	[False, False, False, True]
26.5	1.5	7	['E2', 'E3', 'B3', 'E4']	['P1', 'P5', 'P1']	[False, False, True, False]
28.0	0.5	7	['E2', 'E3', 'A3', 'E4', 'F#4']	['P1', 'P4', 'P1', 'M2']	[False, False, True, False, True]
28.5	1.5	8	['E2', 'E3', 'G3', 'E4']	['P1', 'm3', 'P1']	[False, False, True, True]
30.0	0.5	8	['D2', 'D3', 'G#3', 'E4']	['P1', 'A4', 'M2']	[True, True, True, False]
30.5	1.5	8	['C2', 'C3', 'A3', 'E4']	['P1', 'M6', 'M3']	[True, True, True, True]
32.0	0.5	8	['B1', 'B2', 'B3', 'E4']	['P1', 'P1', 'P4']	[True, True, True, False]
32.5	1.0	9	['A1', 'A2', 'E4']	['P1', 'P5']	[True, True, True]
33.5	0.5	9	['A1', 'A2', 'E4']	['P1', 'P5']	[False, False, False]
34.0	0.5	9	['A1', 'A2', 'E4']	['P1', 'P5']	[False, False, False]
34.5	1.5	9	['A1', 'A2', 'C4', 'E4']	['P1', 'm3', 'P5']	[False, False, True, False]
36.0	0.5	9	['A1', 'A2', 'A3', 'E4']	['P1', 'P1', 'P5']	[False, False, True, True]
36.5	1.5	10	['A1', 'A2', 'F#3', 'F#4']	['P1', 'M6', 'M6']	[False, False, True, True]
38.0	0.5	10	['A1', 'A2', 'D#3', 'F#4']	['P1', 'A4', 'M6']	[False, False, True, False]
38.5	1.0	10	['A1', 'A2', 'C3', 'F#4']	['P1', 'm3', 'M6']	[False, False, True, False]
39.5	0.5	10	['A1', 'A2', 'C3', 'F#4']	['P1', 'm3', 'M6']	[False, False, False, True]
40.0	0.5	10	['A1', 'A2', 'B2', 'F#4']	['P1', 'M2', 'M6']	[False, False, True, False]
40.5	1.0	11	['G1', 'G2', 'G4']	['P1', 'P1']	[True, True, True]
41.5	0.5	11	['G1', 'G2', 'G4']	['P1', 'P1']	[False, False, False]
42.0	0.5	11	['G1', 'G2', 'G4', 'B4']	['P1', 'P1', 'M3']	[False, False, False, True]
42.5	1.5	11	['G1', 'G2', 'G4']	['P1', 'P1']	[False, False, False]
