s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	1	['G3', 'D5']	['P5']	[True, True]
1.0	1.5	1	['G3', 'E-5']	['m6']	[False, True]
2.5	0.5	1	['G3', 'E-5']	['m6']	[False, True]
3.0	1.0	2	['F3', 'E-5']	['m7']	[True, True]
4.0	1.0	2	['F3', 'D5']	['M6']	[False, True]
5.0	1.0	2	['F3', 'G5']	['M2']	[False, True]
6.0	0.25	3	['E-3', 'G4', 'G5']	['M3', 'M3']	[True, True, True]
6.25	0.25	3	['E-3', 'G4', 'B-5']	['M3', 'P5']	[False, False, True]
6.5	0.25	3	['E-3', 'G4', 'A5']	['M3', 'A4']	[False, False, True]
6.75	0.25	3	['E-3', 'G4', 'G5']	['M3', 'M3']	[False, False, True]
7.0	1.5	3	['E-3', 'B-4', 'F#5']	['P5', 'A2']	[False, True, True]
8.5	0.5	3	['E-3', 'B-4', 'G5']	['P5', 'M3']	[False, True, True]
9.0	1.0	4	['D3', 'B-4', 'F#5']	['m6', 'M3']	[True, True, True]
10.0	0.5	4	['D3', 'A4', 'F#5']	['P5', 'M3']	[False, True, False]
10.5	0.5	4	['C3', 'A4', 'F#5']	['M6', 'A4']	[True, False, True]
11.0	1.0	4	['B-2', 'D5', 'G5']	['M3', 'M6']	[True, True, True]
12.0	0.25	5	['C3', 'D5', 'A5']	['M2', 'M6']	[True, True, True]
12.25	0.25	5	['C3', 'E-5', 'A5']	['m3', 'M6']	[False, True, False]
12.5	0.25	5	['C3', 'D5', 'G5']	['M2', 'P5']	[False, True, True]
12.75	0.25	5	['C3', 'C5', 'G5']	['P1', 'P5']	[False, True, False]
13.0	1.5	5	['D3', 'B-4', 'G5']	['m6', 'P4']	[True, True, True]
14.5	0.5	5	['D3', 'A4', 'F#5']	['P5', 'M3']	[False, True, True]
15.0	1.0	6	['G3', 'B-4', 'G5']	['m3', 'P1']	[True, True, True]
16.0	1.0	6	['G3', 'G4', 'B-5']	['P1', 'm3']	[False, True, True]
17.0	1.0	6	['G3', 'G5']	['P1']	[False, True]
18.0	1.0	7	['F3', 'D5', 'A5']	['M6', 'M3']	[True, True, True]
19.0	1.0	7	['F3', 'D5', 'F5']	['M6', 'P1']	[False, True, True]
20.0	1.0	7	['F3', 'D5']	['M6']	[False, True]
21.0	1.0	8	['E-3', 'G4', 'G5']	['M3', 'M3']	[True, True, True]
22.0	1.0	8	['E-3', 'G4', 'B-4']	['M3', 'P5']	[False, True, True]
23.0	1.0	8	['E-3', 'G4']	['M3']	[False, True]
24.0	1.0	9	['D3', 'D4', 'D5']	['P1', 'P1']	[True, True, True]
25.0	0.5	9	['D3', 'F#4', 'A4']	['M3', 'P5']	[False, True, True]
25.5	0.5	9	['C3', 'F#4', 'A4']	['A4', 'M6']	[True, False, False]
26.0	1.0	9	['B-2', 'D4', 'B-4']	['M3', 'P1']	[True, True, True]
27.0	0.5	10	['C3', 'E4', 'A4']	['M3', 'M6']	[True, True, True]
27.5	0.5	10	['C3', 'F4', 'A4']	['P4', 'M6']	[False, True, False]
28.0	1.0	10	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
29.0	0.5	10	['D3', 'F#4', 'D5']	['M3', 'P1']	[False, False, True]
29.5	0.5	10	['D3', 'G4', 'D5']	['P4', 'P1']	[False, True, False]
