s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['D3', 'A4', 'F#5']	['P5', 'M3']	[True, True, True]
0.5	0.5	1			
1.0	0.5	1	['A2', 'G4', 'E5']	['m7', 'P5']	[True, True, True]
1.5	0.5	1			
2.0	1.0	2	['B2', 'F#4', 'D5']	['P5', 'm3']	[True, True, True]
3.0	0.75	2			
3.75	0.25	2	['C#5']	[]	[True]
4.0	0.5	3	['G2', 'G4', 'B4']	['P1', 'M3']	[True, True, True]
4.5	0.5	3			
5.0	0.5	3	['B2', 'G4', 'B4']	['m6', 'P1']	[True, True, True]
5.5	0.5	3			
6.0	0.5	4	['D3', 'F#4', 'A4']	['M3', 'P5']	[True, True, True]
6.5	1.5	4			
8.0	0.5	5	['D3', 'A3', 'D4', 'F#4']	['P5', 'P1', 'M3']	[True, True, True, True]
8.5	0.5	5			
9.0	1.0	5	['D3', 'A3', 'D4', 'F#4']	['P5', 'P1', 'M3']	[True, True, True, True]
10.0	0.5	6	['C#3', 'A3', 'E4', 'G4']	['m6', 'm3', 'd5']	[True, False, True, True]
10.5	0.5	6			
11.0	1.0	6	['C#3', 'A3', 'E4', 'G4']	['m6', 'm3', 'd5']	[True, True, True, True]
12.0	0.5	7	['D3', 'A3', 'D4', 'F#4']	['P5', 'P1', 'M3']	[True, False, True, True]
12.5	0.5	7			
13.0	1.0	7	['D3', 'A3', 'D4', 'F#4']	['P5', 'P1', 'M3']	[True, True, True, True]
14.0	1.0	8	['A2', 'A3', 'C#4', 'E4']	['P1', 'M3', 'P5']	[True, True, True, True]
15.0	1.0	8			
16.0	1.0	9	['A2', 'G3', 'C#4', 'E4']	['m7', 'M3', 'P5']	[True, True, True, True]
17.0	0.5	9	['A2', 'G3', 'C#4', 'A4']	['m7', 'M3', 'P1']	[False, False, False, True]
17.5	0.5	9	['A2', 'G3', 'C#4']	['m7', 'M3']	[False, False, False]
18.0	1.0	10	['A2', 'F#3', 'D4', 'F#4']	['M6', 'P4', 'M6']	[True, True, True, True]
19.0	0.5	10	['A2', 'F#3', 'D4', 'D5']	['M6', 'P4', 'P4']	[False, False, False, True]
19.5	0.5	10	['A2', 'F#3', 'D4']	['M6', 'P4']	[False, False, False]
20.0	0.5	11	['A2', 'C#3', 'G3', 'E5']	['M3', 'm7', 'P5']	[True, True, True, True]
20.5	0.5	11	['A2', 'C#3', 'G3']	['M3', 'm7']	[False, False, False]
21.0	0.5	11	['A2', 'C#3', 'G3', 'A4']	['M3', 'm7', 'P1']	[False, False, False, True]
21.5	0.5	11	['A2', 'C#3', 'G3']	['M3', 'm7']	[False, False, False]
22.0	0.5	12	['A2', 'D3', 'F#3', 'D5']	['P4', 'M6', 'P4']	[True, True, True, True]
22.5	0.5	12	['A2', 'D3', 'F#3']	['P4', 'M6']	[False, False, False]
23.0	0.5	12	['A2', 'D3', 'F#3', 'D4']	['P4', 'M6', 'P4']	[False, False, False, True]
23.5	0.5	12	['A2', 'D3', 'F#3']	['P4', 'M6']	[False, False, False]
24.0	1.0	13	['A2', 'G3', 'C#4', 'E4']	['m7', 'M3', 'P5']	[True, True, True, True]
25.0	0.5	13	['A2', 'G3', 'C#4', 'A4']	['m7', 'M3', 'P1']	[False, False, False, True]
25.5	0.5	13	['A2', 'G3', 'C#4']	['m7', 'M3']	[False, False, False]
26.0	1.0	14	['A2', 'F#3', 'D4', 'F#4']	['M6', 'P4', 'M6']	[True, True, True, True]
27.0	0.5	14	['A2', 'F#3', 'D4', 'D5']	['M6', 'P4', 'P4']	[False, False, False, True]
27.5	0.5	14	['A2', 'F#3', 'D4']	['M6', 'P4']	[False, False, False]
28.0	1.0	15	['A2', 'A3', 'D4', 'E4', 'A4']	['P1', 'P4', 'P5', 'P1']	[True, True, True, True, True]
29.0	0.25	15	['A2', 'G3', 'C#4', 'E4', 'G#4']	['m7', 'M3', 'P5', 'M7']	[False, True, True, False, True]
29.25	0.25	15	['A2', 'G3', 'C#4', 'E4', 'A4']	['m7', 'M3', 'P5', 'P1']	[False, False, False, False, True]
29.5	0.25	15	['A2', 'G3', 'C#4', 'E4', 'B4']	['m7', 'M3', 'P5', 'M2']	[False, False, False, False, True]
29.75	0.25	15	['A2', 'G3', 'C#4', 'E4', 'A4']	['m7', 'M3', 'P5', 'P1']	[False, False, False, False, True]
30.0	1.0	16	['D3', 'F#3', 'D4']	['M3', 'P1']	[True, True, True]
31.0	1.0	16			
32.0	1.0	17	['D3', 'F#3', 'A4', 'F#5']	['M3', 'P5', 'M3']	[True, True, True, True]
33.0	0.5	17	['D3', 'E3', 'G3', 'G4', 'C#5']	['M2', 'P4', 'P4', 'M7']	[False, True, True, True, True]
33.5	0.5	17	['D3', 'E3', 'G3', 'G4', 'E5']	['M2', 'P4', 'P4', 'M2']	[False, False, False, False, True]
34.0	1.0	18	['D3', 'F#3', 'A3', 'A4', 'D5']	['M3', 'P5', 'P5', 'P1']	[False, True, True, True, True]
35.0	0.5	18	['D3', 'F#3', 'A#3', 'D4', 'A#4']	['M3', 'A5', 'P1', 'A5']	[False, True, True, True, True]
35.5	0.5	18	['D3', 'F#3', 'A#3', 'D4', 'C#5']	['M3', 'A5', 'P1', 'M7']	[False, False, False, False, True]
36.0	1.0	19	['D3', 'G3', 'B3', 'D4', 'B4']	['P4', 'M6', 'P1', 'M6']	[False, True, True, True, True]
37.0	0.5	19	['D3', 'E#3', 'G#3', 'D4', 'G#4', 'D5']	['A2', 'A4', 'P1', 'A4', 'P1']	[False, True, True, True, True, True]
37.5	0.5	19	['D3', 'E#3', 'G#3', 'D4', 'G#4', 'B4']	['A2', 'A4', 'P1', 'A4', 'M6']	[False, False, False, False, False, True]
38.0	0.5	20	['D3', 'F#3', 'A3', 'D4', 'B4']	['M3', 'P5', 'P1', 'M6']	[False, True, True, False, False]
38.5	0.5	20	['A4']	[]	[True]
39.0	0.5	20	['F#4']	[]	[True]
39.5	0.5	20	['D4']	[]	[True]
40.0	0.5	21	['F#3', 'A3']	['m3']	[True, True]
40.5	0.5	21	['C#3', 'F#3', 'A3', 'F#4']	['P4', 'm6', 'P4']	[True, False, False, True]
41.0	0.5	21	['D3', 'F#3', 'A3', 'D4']	['M3', 'P5', 'P1']	[True, False, False, True]
41.5	0.5	21	['B2', 'G3']	['m6']	[True, True]
42.0	0.5	22	['A2', 'E3', 'A3', 'C#4', 'G4']	['P5', 'P1', 'M3', 'm7']	[True, True, True, True, True]
42.5	0.5	22	['B2', 'E3', 'A3', 'C#4', 'G4']	['P4', 'm7', 'M2', 'm6']	[True, False, False, False, False]
43.0	0.5	22	['A2', 'E3', 'E4']	['P5', 'P5']	[True, False, True]
43.5	0.5	22	['G2', 'C#3', 'E4', 'A4']	['A4', 'M6', 'M2']	[True, True, False, True]
44.0	0.5	23	['F#2', 'D3', 'D4', 'A4']	['m6', 'm6', 'm3']	[True, True, True, False]
44.5	0.5	23	['E2', 'G4', 'C#5']	['m3', 'M6']	[True, True, True]
45.0	0.5	23	['D2', 'F#4', 'D5']	['M3', 'P1']	[True, True, True]
45.5	0.5	23	['F#2', 'D4', 'F#4']	['m6', 'P1']	[True, True, True]
46.0	0.5	24	['A2', 'D4', 'F#4']	['P4', 'M6']	[True, False, False]
46.5	0.5	24	['A2', 'D4', 'G4']	['P4', 'm7']	[False, False, True]
47.0	0.5	24	['A2', 'C#4', 'E4']	['M3', 'P5']	[False, True, True]
47.5	0.5	24	['A3']	[]	[True]
48.0	0.5	25	['A2', 'G3', 'C#4', 'E4']	['m7', 'M3', 'P5']	[True, True, True, True]
48.5	0.5	25	['A2', 'G3', 'C#4', 'B4']	['m7', 'M3', 'M2']	[False, False, False, True]
49.0	0.5	25	['A2', 'G3', 'C#4', 'A4']	['m7', 'M3', 'P1']	[False, False, False, True]
49.5	0.5	25	['A2', 'C#3', 'G4', 'A4']	['M3', 'm7', 'P1']	[False, True, True, False]
50.0	0.5	26	['A2', 'D3', 'F#4', 'A4']	['P4', 'M6', 'P1']	[False, True, True, False]
50.5	0.5	26	['A2', 'D3', 'F#4', 'E5']	['P4', 'M6', 'P5']	[False, False, False, True]
51.0	0.5	26	['A2', 'D3', 'F#4', 'D5']	['P4', 'M6', 'P4']	[False, False, False, True]
51.5	0.5	26	['A2', 'F#3', 'A4', 'D5']	['M6', 'P1', 'P4']	[False, True, True, False]
52.0	0.5	27	['A2', 'E3', 'G4', 'D5']	['P5', 'm7', 'P4']	[False, True, True, False]
52.5	0.5	27	['C#5']	[]	[True]
53.0	0.5	27	['A2', 'G3', 'C#4', 'E4', 'B4']	['m7', 'M3', 'P5', 'M2']	[True, True, True, True, True]
53.5	0.5	27	['A2', 'G3', 'C#4', 'E4', 'A4']	['m7', 'M3', 'P5', 'P1']	[False, False, False, False, True]
54.0	0.25	28	['A2', 'G3', 'C#4', 'A4']	['m7', 'M3', 'P1']	[False, False, False, True]
54.25	0.25	28	['A2', 'F#3', 'D4', 'A4']	['M6', 'P4', 'P1']	[False, True, True, False]
54.5	0.25	28	['A2', 'E3', 'E4']	['P5', 'P5']	[False, True, True]
54.75	0.25	28	['A2', 'D3', 'F#4']	['P4', 'M6']	[False, True, True]
55.0	0.25	28	['A2', 'C#3', 'G4']	['M3', 'm7']	[False, True, True]
55.25	0.25	28	['A2', 'D3', 'F#4']	['P4', 'M6']	[False, True, True]
55.5	0.25	28	['A2', 'E3', 'E4']	['P5', 'P5']	[False, True, True]
55.75	0.25	28	['A2', 'F#3', 'D4']	['M6', 'P4']	[False, True, True]
56.0	0.5	29	['A2', 'G3', 'C#4', 'E4']	['m7', 'M3', 'P5']	[False, True, True, True]
56.5	0.5	29	['A2', 'G3', 'C#4', 'B4']	['m7', 'M3', 'M2']	[False, False, False, True]
57.0	0.5	29	['A2', 'G3', 'C#4', 'A4']	['m7', 'M3', 'P1']	[False, False, False, True]
57.5	0.5	29	['A2', 'G3', 'C#4', 'A4']	['m7', 'M3', 'P1']	[False, True, True, False]
58.0	0.5	30	['A2', 'F#3', 'D4', 'A4']	['M6', 'P4', 'P1']	[False, True, True, False]
58.5	0.5	30	['A2', 'F#3', 'D4', 'E5']	['M6', 'P4', 'P5']	[False, False, False, True]
59.0	0.5	30	['A2', 'F#3', 'D4', 'D5']	['M6', 'P4', 'P4']	[False, False, False, True]
59.5	0.5	30	['A2', 'D3', 'F#4', 'D5']	['P4', 'M6', 'P4']	[False, True, True, False]
60.0	0.5	31	['A2', 'E3', 'G4', 'D5']	['P5', 'm7', 'P4']	[False, True, True, False]
60.5	0.5	31	['C#5']	[]	[True]
61.0	0.5	31	['A2', 'G3', 'C#4', 'E4', 'B4']	['m7', 'M3', 'P5', 'M2']	[True, True, True, True, True]
61.5	0.5	31	['A4']	[]	[True]
62.0	0.5	32	['D3', 'F#3', 'D4', 'A4']	['M3', 'P1', 'P5']	[True, True, True, True]
62.5	1.5	32			
64.0	0.5	33	['F#5']	[]	[True]
64.5	0.125	33	['D3', 'F#3', 'A3', 'D4', 'F#5']	['M3', 'P5', 'P1', 'M3']	[True, True, True, True, True]
64.625	0.25	33	['D3', 'F#3', 'A3', 'D4', 'A5']	['M3', 'P5', 'P1', 'P5']	[False, False, False, False, True]
64.875	0.125	33	['D3', 'F#3', 'A3', 'D4']	['M3', 'P5', 'P1']	[False, False, False, False]
65.0	0.5	33	['E5']	[]	[True]
65.5	0.125	33	['G3', 'A3', 'C#4', 'E5']	['M2', 'A4', 'M6']	[True, True, True, True]
65.625	0.25	33	['G3', 'A3', 'C#4', 'A5']	['M2', 'A4', 'M2']	[False, False, False, True]
65.875	0.125	33	['G3', 'A3', 'C#4']	['M2', 'A4']	[False, False, False]
66.0	0.5	34	['D5']	[]	[True]
66.5	0.125	34	['F#3', 'A3', 'D4', 'D5']	['m3', 'm6', 'm6']	[True, True, True, True]
66.625	0.25	34	['F#3', 'A3', 'D4', 'D6']	['m3', 'm6', 'm6']	[False, False, False, True]
66.875	0.125	34	['F#3', 'A3', 'D4']	['m3', 'm6']	[False, False, False]
67.0	0.5	34	['C5']	[]	[True]
67.5	0.125	34	['F#3', 'A3', 'C4', 'D4', 'C5']	['m3', 'd5', 'm6', 'd5']	[True, True, True, True, True]
67.625	0.25	34	['F#3', 'A3', 'C4', 'D4', 'C6']	['m3', 'd5', 'm6', 'd5']	[False, False, False, False, True]
67.875	0.125	34	['F#3', 'A3', 'C4', 'D4']	['m3', 'd5', 'm6']	[False, False, False, False]
68.0	0.5	35	['B4']	[]	[True]
68.5	0.125	35	['G3', 'B3', 'D4', 'B4']	['M3', 'P5', 'M3']	[True, True, True, True]
68.625	0.25	35	['G3', 'B3', 'D4', 'B5']	['M3', 'P5', 'M3']	[False, False, False, True]
68.875	0.125	35	['G3', 'B3', 'D4']	['M3', 'P5']	[False, False, False]
69.0	0.5	35	['C#5']	[]	[True]
