onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	2	0.0	0	0.5	1/2	0	-4	6	8	0	0.0	E-4	63	True	E	-1	0	1.0	True	1	P2-Staff2	1	0	0.5	0	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	5
2	2	0.5	1/2	0.5	1/2	1	-4	6	8	1	0.33299999999999996	C5	72	True	C	0	0	1.0	True	1	P2-Staff2	2	1	1.5	1	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	3
2	4	0.5	1/2	1.0	1	1	-4	6	8	1	0.33299999999999996	C5	72	True	C	0	0	1.0	True	1	P2-Staff2	2	1	1.5	1	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	3
2	2	0.5	1/2	0.5	1/2	1	-4	6	8	1	0.33299999999999996	C4	60	True	C	0	0	1.0	True	1	P2-Staff2	2	1	1.5	1	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	3
2	6	0.5	1/2	1.5	3/2	1	-4	6	8	1	0.33299999999999996	A-2	44	True	A	-1	0	1.0	True	1	P2-Staff2	1	1	1.5	1	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	1
2	6	0.5	1/2	1.5	3/2	1	-4	6	8	1	0.33299999999999996	A-3	56	True	A	-1	0	1.0	True	1	P2-Staff2	1	1	1.5	1	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	1
4	2	1.0	1	0.5	1/2	1	-4	6	8	1	0.6659999999999999	D-5	73	True	D	-1	1/8	1.333	False	0	P2-Staff2	2	1	1.5	1	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	4
4	2	1.0	1	0.5	1/2	1	-4	6	8	1	0.6659999999999999	E-4	63	True	E	-1	1/8	1.333	False	0	P2-Staff2	2	1	1.5	1	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	5
6	2	1.5	3/2	0.5	1/2	1	-4	6	8	1	1.0	C5	72	True	C	0	1/4	1.667	False	0	P2-Staff2	2	1	1.5	1	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	3
6	2	1.5	3/2	0.5	1/2	1	-4	6	8	1	1.0	A-4	68	True	A	-1	1/4	1.667	False	0	P2-Staff2	2	1	1.5	1	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True	1
8	2	2.0	2	0.5	1/2	1	-4	6	8	1	1.3330000000000002	B-4	70	True	B	-1	3/8	2.0	True	2	P2-Staff2	2	1	1.5	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	2
8	2	2.0	2	0.5	1/2	1	-4	6	8	1	1.3330000000000002	D-4	61	True	D	-1	3/8	2.0	True	2	P2-Staff2	2	1	1.5	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	4
8	6	2.0	2	1.5	3/2	1	-4	6	8	1	1.3330000000000002	E-3	51	True	E	-1	3/8	2.0	True	2	P2-Staff2	1	1	1.5	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	5
8	6	2.0	2	1.5	3/2	1	-4	6	8	1	1.3330000000000002	B-3	58	True	B	-1	3/8	2.0	True	2	P2-Staff2	1	1	1.5	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	2
10	2	2.5	5/2	0.5	1/2	1	-4	6	8	1	1.6660000000000004	A-4	68	True	A	-1	1/2	2.333	False	0	P2-Staff2	2	1	1.5	2	V7	False	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	1
10	2	2.5	5/2	0.5	1/2	1	-4	6	8	1	1.6660000000000004	E-4	63	True	E	-1	1/2	2.333	False	0	P2-Staff2	2	1	1.5	2	V7	False	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	5
12	2	3.0	3	0.5	1/2	1	-4	6	8	1	2.0	B-4	70	True	B	-1	5/8	2.667	False	0	P2-Staff2	2	1	1.5	2	V7	False	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	2
12	2	3.0	3	0.5	1/2	1	-4	6	8	1	2.0	G4	67	True	G	0	5/8	2.667	False	0	P2-Staff2	2	1	1.5	2	V7	False	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True	7
