s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['C3', 'E-3']	['m3']	[True, True]
0.5	0.5	1	['C3', 'E-3', 'G3']	['m3', 'P5']	[False, False, True]
1.0	0.5	1	['G3', 'E-4']	['m6']	[True, True]
1.5	0.5	1	['C3', 'E-3', 'G3', 'E-4']	['m3', 'P5', 'm3']	[True, True, False, False]
2.0	0.5	2	['C3', 'E3']	['M3']	[True, True]
2.5	0.5	2	['C3', 'E3', 'G3']	['M3', 'P5']	[False, False, True]
3.0	0.5	2	['G3', 'B-3', 'C4']	['m3', 'P4']	[True, True, True]
3.5	0.5	2	['C3', 'E3', 'G3', 'B-3', 'C4']	['M3', 'P5', 'm7', 'P1']	[True, True, False, False, False]
4.0	0.5	3	['C3', 'F3']	['P4']	[True, True]
4.5	0.5	3	['C3', 'F3', 'A3']	['P4', 'M6']	[False, False, True]
5.0	0.5	3	['A3', 'C4', 'F4']	['m3', 'm6']	[True, True, True]
5.5	0.5	3	['C3', 'F3', 'A3', 'C4', 'F4']	['P4', 'M6', 'P1', 'P4']	[True, True, False, False, False]
6.0	0.5	4	['C3', 'F3']	['P4']	[True, True]
6.5	0.5	4	['C3', 'F3', 'A-3']	['P4', 'm6']	[False, False, True]
7.0	0.5	4	['A-3', 'C4']	['M3']	[True, True]
7.5	0.5	4	['C3', 'F3', 'A-3', 'C4']	['P4', 'm6', 'P1']	[True, True, False, False]
8.0	0.5	5	['C3', 'E3']	['M3']	[True, True]
8.5	0.5	5	['C3', 'E3', 'G3']	['M3', 'P5']	[False, False, True]
9.0	0.5	5	['G3', 'C4', 'G4']	['P4', 'P1']	[True, True, True]
9.5	0.5	5	['C3', 'E-3', 'G3', 'C4', 'G4']	['m3', 'P5', 'P1', 'P5']	[True, True, False, False, False]
10.0	0.5	6	['G2', 'D3']	['P5']	[True, True]
10.5	0.5	6	['G2', 'D3', 'G3']	['P5', 'P1']	[False, False, True]
11.0	0.5	6	['G2', 'D3', 'G3', 'B3', 'G4']	['P5', 'P1', 'M3', 'P1']	[False, False, True, True, True]
11.5	0.5	6	['G4']	[]	[True]
12.0	0.5	7	['C3', 'E-3', 'G4']	['m3', 'P5']	[True, True, True]
12.5	0.5	7	['C3', 'E-3', 'C4', 'A-4']	['m3', 'P1', 'm6']	[False, False, True, True]
13.0	0.5	7	['C4', 'G4', 'C5']	['P5', 'P1']	[True, True, True]
13.5	0.5	7	['C3', 'E3', 'C4', 'G4', 'C5']	['M3', 'P1', 'P5', 'P1']	[True, True, False, True, False]
14.0	0.5	8	['C3', 'F3', 'B-4']	['P4', 'm7']	[True, True, True]
14.5	0.25	8	['C3', 'F3', 'C4', 'B-4']	['P4', 'P1', 'm7']	[False, False, True, False]
14.75	0.25	8	['C3', 'F3', 'C4', 'A-4']	['P4', 'P1', 'm6']	[False, False, False, True]
15.0	0.5	8	['C4', 'A-4', 'C5']	['m6', 'P1']	[True, True, True]
15.5	0.5	8	['C3', 'F3', 'C4', 'A-4', 'C5']	['P4', 'P1', 'm6', 'P1']	[True, True, False, True, False]
16.0	0.5	9	['C3', 'F3', 'B4']	['P4', 'M7']	[True, True, True]
16.5	0.25	9	['C3', 'F3', 'G3', 'B4']	['P4', 'P5', 'M7']	[False, False, True, False]
16.75	0.25	9	['C3', 'F3', 'G3', 'B4']	['P4', 'P5', 'M7']	[False, False, False, True]
17.0	0.5	9	['G3', 'G4', 'D5']	['P1', 'P5']	[True, True, True]
17.5	0.25	9	['C3', 'F3', 'G3', 'G4', 'C5']	['P4', 'P5', 'P5', 'P1']	[True, True, False, False, True]
17.75	0.25	9	['C3', 'F3', 'G3', 'G4', 'B4']	['P4', 'P5', 'P5', 'M7']	[False, False, False, False, True]
18.0	0.5	10	['C3', 'E-3', 'C5']	['m3', 'P1']	[True, True, True]
18.5	0.5	10	['C3', 'E-3', 'G3', 'C5']	['m3', 'P5', 'P1']	[False, False, True, False]
19.0	0.5	10	['G3', 'C4', 'G4']	['P4', 'P1']	[True, True, True]
19.5	0.5	10	['C3', 'E-3', 'G3', 'G4']	['m3', 'P5', 'P5']	[True, True, False, False]
20.0	0.5	11	['C3', 'F3', 'A-3']	['P4', 'm6']	[True, True, True]
20.5	0.5	11	['C3', 'F3', 'A-3', 'C4']	['P4', 'm6', 'P1']	[False, False, False, True]
21.0	0.5	11	['C4', 'C5']	['P1']	[True, True]
21.5	0.5	11	['C3', 'F3', 'A-3', 'C4', 'C5']	['P4', 'm6', 'P1', 'P1']	[True, True, True, False, False]
22.0	0.5	12	['C3', 'E-3', 'G3', 'C5']	['m3', 'P5', 'P1']	[True, True, True, True]
22.5	0.25	12	['C3', 'E-3', 'G3', 'C4', 'C5']	['m3', 'P5', 'P1', 'P1']	[False, False, False, True, False]
22.75	0.25	12	['C3', 'E-3', 'G3', 'C4']	['m3', 'P5', 'P1']	[False, False, False, False]
23.0	0.5	12	['C4', 'E-4', 'G4']	['m3', 'P5']	[True, True, True]
23.5	0.5	12	['C3', 'E-3', 'G3', 'C4', 'D4', 'E-4', 'G4']	['m3', 'P5', 'P1', 'M2', 'm3', 'P5']	[True, True, True, False, True, False, False]
24.0	0.5	13	['B-2', 'E-3', 'G3', 'E-4']	['P4', 'M6', 'P4']	[True, True, True, True]
24.5	0.25	13	['B-2', 'E-3', 'G3', 'B-3', 'E-4']	['P4', 'M6', 'P1', 'P4']	[False, False, False, True, False]
24.75	0.25	13	['B-2', 'E-3', 'G3', 'B-3', 'F4']	['P4', 'M6', 'P1', 'P5']	[False, False, False, False, True]
25.0	0.5	13	['B-3', 'G4', 'B-4']	['M6', 'P1']	[True, True, True]
25.5	0.5	13	['A-2', 'E-3', 'F3', 'C4', 'A-4', 'C5']	['P5', 'M6', 'M3', 'P1', 'M3']	[True, True, True, True, True, True]
26.0	0.5	14	['G2', 'E-3', 'G3', 'B-3', 'B-4']	['m6', 'P1', 'm3', 'm3']	[True, True, True, True, True]
26.5	0.5	14	['A-2', 'E-3', 'F3', 'A-3', 'A-4', 'C5']	['P5', 'M6', 'P1', 'P1', 'M3']	[True, True, True, True, True, True]
27.0	0.5	14	['B-2', 'E-3', 'G3', 'G4', 'B-4']	['P4', 'M6', 'M6', 'P1']	[True, True, True, True, True]
27.5	0.25	14	['B-2', 'F3', 'A-3', 'B-3', 'B-4', 'C5']	['P5', 'm7', 'P1', 'P1', 'M2']	[True, True, True, True, True, True]
27.75	0.25	14	['B-2', 'F3', 'A-3', 'B-3', 'B-4', 'D5']	['P5', 'm7', 'P1', 'P1', 'M3']	[False, False, False, False, False, True]
28.0	0.5	15	['E-3', 'G3', 'E-5']	['M3', 'P1']	[True, True, True]
28.5	0.5	15	['E-3', 'G3', 'E-4', 'E-5']	['M3', 'P1', 'P1']	[False, False, True, False]
29.0	0.5	15	['E-4', 'E-5']	['P1']	[True, True]
29.5	0.5	15	['E-3', 'G3', 'E-4', 'E-5']	['M3', 'P1', 'P1']	[True, True, False, False]
30.0	0.5	16	['C3', 'E-3', 'G3']	['m3', 'P5']	[True, True, True]
30.5	0.5	16	['C3', 'E-3', 'G3', 'G4']	['m3', 'P5', 'P5']	[False, False, False, True]
31.0	0.5	16	['G4', 'G5']	['P1']	[True, True]
31.5	0.5	16	['C3', 'E-3', 'G3', 'G4', 'G5']	['m3', 'P5', 'P5', 'P5']	[True, True, True, False, False]
32.0	0.5	17	['B-2', 'E3', 'G3', 'G4']	['A4', 'M6', 'M6']	[True, True, True, True]
32.5	0.25	17	['B-2', 'E3', 'G3', 'D-4', 'G4', 'D-5']	['A4', 'M6', 'm3', 'M6', 'm3']	[False, False, False, True, False, True]
