onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	96	0.0	0	2.0	2	1	-3	2	4	1	0.0	G3	55	True	G	0	0	1.0	True	1	Violoncello	1	1	2.0	0	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
0	96	0.0	0	2.0	2	1	-3	2	4	1	0.0	E-4	63	True	E	-1	0	1.0	True	1	Violoncello	1	1	2.0	0	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
0	96	0.0	0	2.0	2	1	-3	2	4	1	0.0	G3	55	True	G	0	0	1.0	True	1	Violoncello	1	1	2.0	0	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
0	96	0.0	0	2.0	2	1	-3	2	4	1	0.0	E-3	51	True	E	-1	0	1.0	True	1	Violoncello	1	1	2.0	0	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
0	96	0.0	0	2.0	2	1	-3	2	4	1	0.0	B-3	58	True	B	-1	0	1.0	True	1	Violoncello	1	1	2.0	0	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	5
0	96	0.0	0	2.0	2	1	-3	2	4	1	0.0	E-2	39	True	E	-1	0	1.0	True	1	Violoncello	1	1	2.0	0	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
0	96	0.0	0	2.0	2	1	-3	2	4	1	0.0	B-2	46	True	B	-1	0	1.0	True	1	Violoncello	1	1	2.0	0	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	5
96	24	2.0	2	0.5	1/2	2	-3	2	4	2	2.0	G3	55	True	G	0	0	1.0	True	1	Violoncello	1	2	0.5	1	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
96	24	2.0	2	0.5	1/2	2	-3	2	4	2	2.0	E-4	63	True	E	-1	0	1.0	True	1	Violoncello	1	2	0.5	1	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
96	24	2.0	2	0.5	1/2	2	-3	2	4	2	2.0	G3	55	True	G	0	0	1.0	True	1	Violoncello	1	2	0.5	1	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
96	24	2.0	2	0.5	1/2	2	-3	2	4	2	2.0	E-3	51	True	E	-1	0	1.0	True	1	Violoncello	1	2	0.5	1	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
96	24	2.0	2	0.5	1/2	2	-3	2	4	2	2.0	B-3	58	True	B	-1	0	1.0	True	1	Violoncello	1	2	0.5	1	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	5
96	24	2.0	2	0.5	1/2	2	-3	2	4	2	2.0	E-2	39	True	E	-1	0	1.0	True	1	Violoncello	1	2	0.5	1	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
96	24	2.0	2	0.5	1/2	2	-3	2	4	2	2.0	B-2	46	True	B	-1	0	1.0	True	1	Violoncello	1	2	0.5	1	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	5
120	48	2.5	5/2	1.0	1	2	-3	2	4	2	2.5	B-3	58	True	B	-1	1/8	1.5	False	0	Violoncello	1	2	1.5	2	V7	True	('F', 'A-', 'B-', 'D')	F	B-	2	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True	5
120	48	2.5	5/2	1.0	1	2	-3	2	4	2	2.5	A-3	56	True	A	-1	1/8	1.5	False	0	Violoncello	1	2	1.5	2	V7	True	('F', 'A-', 'B-', 'D')	F	B-	2	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True	4
120	48	2.5	5/2	1.0	1	2	-3	2	4	2	2.5	D3	50	True	D	0	1/8	1.5	False	0	Violoncello	1	2	1.5	2	V7	True	('F', 'A-', 'B-', 'D')	F	B-	2	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True	7
120	48	2.5	5/2	1.0	1	2	-3	2	4	2	2.5	F2	41	True	F	0	1/8	1.5	False	0	Violoncello	1	2	1.5	2	V7	True	('F', 'A-', 'B-', 'D')	F	B-	2	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True	2
168	24	3.5	7/2	0.5	1/2	2	-3	2	4	2	3.5	B-3	58	True	B	-1	3/8	2.5	False	0	Violoncello	1	2	1.5	2	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True	5
168	24	3.5	7/2	0.5	1/2	2	-3	2	4	2	3.5	A-3	56	True	A	-1	3/8	2.5	False	0	Violoncello	1	2	1.5	2	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True	4
168	24	3.5	7/2	0.5	1/2	2	-3	2	4	2	3.5	D3	50	True	D	0	3/8	2.5	False	0	Violoncello	1	2	1.5	2	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True	7
168	24	3.5	7/2	0.5	1/2	2	-3	2	4	2	3.5	F2	41	True	F	0	3/8	2.5	False	0	Violoncello	1	2	1.5	2	V7	False	('F', 'A-', 'B-', 'D')	F	B-	2	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None	V7	True	2
192	96	4.0	4	2.0	2	3	-3	2	4	3	4.0	G3	55	True	G	0	0	1.0	True	1	Violoncello	1	3	2.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
192	96	4.0	4	2.0	2	3	-3	2	4	3	4.0	G4	67	True	G	0	0	1.0	True	1	Violoncello	1	3	2.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
192	96	4.0	4	2.0	2	3	-3	2	4	3	4.0	G3	55	True	G	0	0	1.0	True	1	Violoncello	1	3	2.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
192	96	4.0	4	2.0	2	3	-3	2	4	3	4.0	E-4	63	True	E	-1	0	1.0	True	1	Violoncello	1	3	2.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
192	96	4.0	4	2.0	2	3	-3	2	4	3	4.0	E-3	51	True	E	-1	0	1.0	True	1	Violoncello	1	3	2.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
192	96	4.0	4	2.0	2	3	-3	2	4	3	4.0	B-3	58	True	B	-1	0	1.0	True	1	Violoncello	1	3	2.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	5
192	96	4.0	4	2.0	2	3	-3	2	4	3	4.0	E-2	39	True	E	-1	0	1.0	True	1	Violoncello	1	3	2.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
192	96	4.0	4	2.0	2	3	-3	2	4	3	4.0	B-2	46	True	B	-1	0	1.0	True	1	Violoncello	1	3	2.0	3	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	5
288	24	6.0	6	0.5	1/2	4	-3	2	4	4	6.0	G3	55	True	G	0	0	1.0	True	1	Violoncello	1	4	0.5	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
288	24	6.0	6	0.5	1/2	4	-3	2	4	4	6.0	G4	67	True	G	0	0	1.0	True	1	Violoncello	1	4	0.5	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
288	24	6.0	6	0.5	1/2	4	-3	2	4	4	6.0	G3	55	True	G	0	0	1.0	True	1	Violoncello	1	4	0.5	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	3
288	24	6.0	6	0.5	1/2	4	-3	2	4	4	6.0	E-4	63	True	E	-1	0	1.0	True	1	Violoncello	1	4	0.5	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
288	24	6.0	6	0.5	1/2	4	-3	2	4	4	6.0	E-3	51	True	E	-1	0	1.0	True	1	Violoncello	1	4	0.5	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
288	24	6.0	6	0.5	1/2	4	-3	2	4	4	6.0	B-3	58	True	B	-1	0	1.0	True	1	Violoncello	1	4	0.5	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	5
288	24	6.0	6	0.5	1/2	4	-3	2	4	4	6.0	E-2	39	True	E	-1	0	1.0	True	1	Violoncello	1	4	0.5	4	I	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	E-	E-	1	None	I	True	1
