s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	0	['E3']	[]	[True]
0.5	0.75	1	['A2', 'E3', 'A3', 'C#4']	['P5', 'P1', 'M3']	[True, True, True, True]
1.25	0.25	1	['E2', 'E3', 'G#3', 'B3']	['P1', 'M3', 'P5']	[True, False, True, True]
1.5	1.5	1	['E2', 'E3', 'G#3', 'B3']	['P1', 'M3', 'P5']	[True, True, True, True]
3.0	0.5	1	['A2', 'G3', 'A3', 'C#4']	['m7', 'P1', 'M3']	[True, True, True, True]
3.5	0.75	2	['D2', 'F#3', 'A3', 'D4']	['M3', 'P5', 'P1']	[True, True, True, True]
4.25	0.25	2	['A2', 'E3', 'A3', 'C#4']	['P5', 'P1', 'M3']	[True, True, True, True]
4.5	1.5	2	['A2', 'E3', 'A3', 'C#4']	['P5', 'P1', 'M3']	[True, True, True, True]
6.0	0.5	2	['A2', 'E3', 'A3', 'C#4']	['P5', 'P1', 'M3']	[True, True, True, True]
6.5	0.75	3	['E2', 'D3', 'E3', 'G#3', 'C#4']	['m7', 'P1', 'M3', 'M6']	[True, True, True, True, True]
7.25	0.25	3	['E2', 'D3', 'E3', 'G#3', 'B3']	['m7', 'P1', 'M3', 'P5']	[False, False, False, False, True]
7.5	1.5	3	['A2', 'C#3', 'E3', 'A3']	['M3', 'P5', 'P1']	[True, True, True, True]
9.0	0.25	3	['A2', 'E3', 'A3', 'B3']	['P5', 'P1', 'M2']	[True, True, True, True]
9.25	0.25	3	['A2', 'E3', 'A3', 'C#4']	['P5', 'P1', 'M3']	[False, False, False, True]
9.5	0.75	4	['E2', 'D3', 'E3', 'G#3', 'C#4']	['m7', 'P1', 'M3', 'M6']	[True, True, True, True, True]
10.25	0.25	4	['E2', 'D3', 'E3', 'G#3', 'B3']	['m7', 'P1', 'M3', 'P5']	[False, False, False, False, True]
10.5	1.0	4	['A2', 'C#3', 'E3', 'A3']	['M3', 'P5', 'P1']	[True, True, True, True]
11.5	0.5	4	['A2', 'C#3', 'E3', 'A3']	['M3', 'P5', 'P1']	[False, False, False, False]
12.0	0.5	4	['A2', 'E3', 'A3', 'C#4', 'C#5']	['P5', 'P1', 'M3', 'M3']	[True, True, True, True, True]
