s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.25	1	['A-1', 'A-2', 'A-3', 'C4']	['P1', 'P1', 'M3']	[True, True, True, True]
0.25	0.25	1	['A-1', 'A-2', 'E-3', 'A-3', 'C4']	['P1', 'P5', 'P1', 'M3']	[False, False, True, False, False]
0.5	0.25	1	['A-1', 'E-2', 'A-3', 'C4', 'E-4']	['P5', 'P1', 'M3', 'P5']	[False, True, False, False, True]
0.75	0.25	1	['A-1', 'E-2', 'E-3', 'A-3', 'C4']	['P5', 'P5', 'P1', 'M3']	[False, False, True, False, False]
1.0	0.25	1	['A-1', 'A-2', 'A-3', 'C4', 'E-4']	['P1', 'P1', 'M3', 'P5']	[False, True, False, False, True]
1.25	0.25	1	['A-1', 'A-2', 'E-3', 'A-3', 'C4']	['P1', 'P5', 'P1', 'M3']	[False, False, True, False, False]
1.5	0.5	1	['A-1', 'E-2', 'A-3', 'C4', 'E-4']	['P5', 'P1', 'M3', 'P5']	[False, True, False, False, True]
2.0	0.25	2	['A-1', 'A-2', 'A-3', 'C4']	['P1', 'P1', 'M3']	[True, True, True, True]
2.25	0.25	2	['A-1', 'A-2', 'E-3', 'A-3', 'C4']	['P1', 'P5', 'P1', 'M3']	[False, False, True, False, False]
2.5	0.25	2	['A-1', 'E-2', 'A-3', 'C4', 'E-4']	['P5', 'P1', 'M3', 'P5']	[False, True, False, False, True]
2.75	0.25	2	['A-1', 'E-2', 'E-3', 'A-3', 'C4']	['P5', 'P5', 'P1', 'M3']	[False, False, True, False, False]
3.0	0.25	2	['A-1', 'A-2', 'A-3', 'C4', 'E-4']	['P1', 'P1', 'M3', 'P5']	[False, True, False, False, True]
3.25	0.25	2	['A-1', 'A-2', 'E-3', 'A-3', 'C4']	['P1', 'P5', 'P1', 'M3']	[False, False, True, False, False]
3.5	0.5	2	['A-1', 'E-2', 'A-3', 'C4', 'A-4']	['P5', 'P1', 'M3', 'P1']	[False, True, False, False, True]
4.0	0.25	3	['A-1', 'A-2', 'E-4', 'C5']	['P1', 'P5', 'M3']	[True, True, True, True]
4.25	0.25	3	['E-3', 'E-4', 'C5']	['P1', 'M6']	[True, False, False]
4.5	0.25	3	['E-4', 'C5', 'E-5']	['M6', 'P1']	[False, False, True]
