s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	1	['G3', 'B-4', 'D5', 'G5']	['m3', 'P5', 'P1']	[True, True, True, True]
1.0	1.0	1	['G3', 'B-4', 'D5', 'G5']	['m3', 'P5', 'P1']	[False, True, True, True]
2.0	0.5	1	['G3', 'B-4', 'D5', 'G5']	['m3', 'P5', 'P1']	[True, False, False, False]
2.5	0.5	1	['G3', 'B-4', 'D5', 'G5']	['m3', 'P5', 'P1']	[False, False, False, False]
3.0	0.5	2	['F#3', 'A4', 'C5', 'G5']	['m3', 'd5', 'm2']	[True, True, True, True]
3.5	0.5	2	['F#3', 'A4', 'C5', 'D5']	['m3', 'd5', 'm6']	[False, False, False, True]
4.0	1.5	2	['F#3', 'A4', 'C5', 'D5']	['m3', 'd5', 'm6']	[True, True, True, True]
5.5	0.5	2	['F#3', 'A4', 'C5', 'D5']	['m3', 'd5', 'm6']	[False, False, False, False]
6.0	0.5	3	['G3', 'G4', 'B-4', 'D5']	['P1', 'm3', 'P5']	[True, True, True, True]
6.5	0.5	3	['G3', 'G4', 'B-4', 'E-5']	['P1', 'm3', 'm6']	[False, False, False, True]
7.0	0.5	3	['G3', 'G4', 'B-4', 'C5']	['P1', 'm3', 'P4']	[True, False, False, True]
7.5	0.5	3	['G3', 'F4', 'A4', 'C5']	['m7', 'M2', 'P4']	[False, True, True, False]
8.0	0.25	3	['G3', 'E-4', 'G4', 'C5']	['m6', 'P1', 'P4']	[False, True, True, False]
8.25	0.25	3	['G3', 'D4', 'G4', 'C5']	['P5', 'P1', 'P4']	[False, True, False, False]
8.5	0.5	3	['G3', 'C4', 'G4', 'C5']	['P4', 'P1', 'P4']	[False, True, False, False]
9.0	1.0	4	['D3', 'A3', 'F#4', 'C5']	['P5', 'M3', 'm7']	[True, True, True, True]
10.0	0.5	4	['D3', 'D4', 'F#4', 'B-4']	['P1', 'M3', 'm6']	[True, True, True, True]
10.5	0.5	4	['D3', 'D4', 'F#4', 'A4']	['P1', 'M3', 'P5']	[False, False, False, True]
11.0	0.5	4	['D3', 'D4', 'F#4']	['P1', 'M3']	[False, False, False]
11.5	0.5	4	['D3', 'D4', 'F#4', 'A4']	['P1', 'M3', 'P5']	[True, True, True, True]
12.0	0.5	5	['B2', 'D4', 'G4', 'D5']	['m3', 'm6', 'm3']	[True, True, True, True]
12.5	0.25	5	['B2', 'E-4', 'G4', 'D5']	['d4', 'm6', 'm3']	[False, True, False, False]
12.75	0.25	5	['B2', 'F4', 'G4', 'D5']	['d5', 'm6', 'm3']	[False, True, False, False]
13.0	1.5	5	['B2', 'E-4', 'G4', 'C5']	['d4', 'm6', 'm2']	[True, True, True, True]
14.5	0.5	5	['B2', 'D4', 'G4', 'D5']	['m3', 'm6', 'm3']	[False, True, False, True]
15.0	1.0	6	['C3', 'C4', 'G4', 'E-5']	['P1', 'P5', 'm3']	[True, True, True, True]
16.0	1.5	6	['C3', 'E-4', 'G4', 'A4']	['m3', 'P5', 'M6']	[True, True, True, True]
17.5	0.5	6	['C3', 'E-4', 'G4', 'A4']	['m3', 'P5', 'M6']	[False, False, False, False]
18.0	0.5	7	['D3', 'D4', 'G4', 'A4']	['P1', 'P4', 'P5']	[True, True, True, True]
18.5	0.25	7	['D3', 'D4', 'G4', 'B-4']	['P1', 'P4', 'm6']	[False, False, False, True]
18.75	0.25	7	['D3', 'D4', 'G4', 'C5']	['P1', 'P4', 'm7']	[False, False, False, True]
19.0	1.0	7	['D3', 'D4', 'G4', 'B-4']	['P1', 'P4', 'm6']	[False, True, True, True]
20.0	0.5	7	['D3', 'C4', 'F#4', 'A4']	['m7', 'M3', 'P5']	[False, True, True, True]
20.5	0.5	7	['D3', 'C4', 'F#4', 'G4']	['m7', 'M3', 'P4']	[False, False, False, True]
21.0	1.0	8	['G2', 'B-3', 'G4']	['m3', 'P1']	[True, True, True]
