s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	0	['A4']	[]	[True]
0.5	0.5	1	['D2', 'F3', 'A3', 'A4']	['m3', 'P5', 'P5']	[True, True, True, True]
1.0	0.5	1	['A2', 'F#3', 'D4', 'D5']	['M6', 'P4', 'P4']	[True, True, True, True]
1.5	0.5	1	['D2', 'G3', 'B3', 'B4']	['P4', 'M6', 'M6']	[True, True, True, True]
2.0	0.5	1	['A2', 'G3', 'E4', 'C#5']	['m7', 'P5', 'M3']	[True, True, True, True]
2.5	0.25	2	['D2', 'F3', 'A3', 'D5']	['m3', 'P5', 'P1']	[True, True, True, True]
2.75	0.25	2	['D2', 'F3', 'A3', 'C#5']	['m3', 'P5', 'M7']	[False, False, False, True]
3.0	0.25	2	['A2', 'F3', 'A3', 'F4', 'D5']	['m6', 'P1', 'm6', 'P4']	[True, True, True, True, True]
3.25	0.25	2	['A2', 'F3', 'A3', 'F4', 'E5']	['m6', 'P1', 'm6', 'P5']	[False, False, False, False, True]
3.5	0.5	2	['D2', 'F3', 'A3', 'F4', 'F5']	['m3', 'P5', 'm3', 'm3']	[True, False, False, False, True]
4.0	0.25	2	['A2', 'F3', 'A3', 'F4']	['m6', 'P1', 'm6']	[True, True, True, True]
4.25	0.25	2	['A2', 'F3', 'A3', 'F4', 'F5']	['m6', 'P1', 'm6', 'm6']	[False, False, False, False, True]
4.5	0.5	3	['B2', 'B3', 'E4', 'E5']	['P1', 'P4', 'P4']	[True, True, True, True]
5.0	0.5	3	['G3', 'B3', 'E4', 'B4']	['M3', 'M6', 'M3']	[True, True, True, True]
5.5	0.5	3	['B2', 'B3', 'E4', 'B4']	['P1', 'P4', 'P1']	[True, False, False, False]
6.0	0.5	3	['F#3', 'B3', 'D#4', 'A4', 'B4']	['P4', 'M6', 'm3', 'P4']	[True, True, True, True, True]
6.5	0.5	4	['E3', 'G#4']	['M3']	[True, True]
7.0	0.5	4	['B2', 'B3', 'F#4', 'A4', 'A#4', 'B4']	['P1', 'P5', 'm7', 'M7', 'P1']	[True, True, True, True, True, True]
7.5	0.5	4	['E3', 'B3', 'E4', 'G#4', 'D#5', 'E5']	['P5', 'P1', 'M3', 'M7', 'P1']	[True, True, True, True, True, True]
8.0	0.25	4	['A3', 'E4', 'G4', 'C#5', 'A5']	['P5', 'm7', 'M3', 'P1']	[True, True, True, True, True]
8.25	0.25	4	['A3', 'E4', 'G4', 'A4', 'C#5', 'A5']	['P5', 'm7', 'P1', 'M3', 'P1']	[False, False, False, True, False, False]
8.5	0.5	5	['D2', 'F3', 'A3', 'A4']	['m3', 'P5', 'P5']	[True, True, True, True]
9.0	0.5	5	['A2', 'F#3', 'D4', 'D5']	['M6', 'P4', 'P4']	[True, True, True, True]
9.5	0.5	5	['D2', 'G3', 'B3', 'B4']	['P4', 'M6', 'M6']	[True, True, True, True]
10.0	0.5	5	['A2', 'G3', 'E4', 'C#5']	['m7', 'P5', 'M3']	[True, True, True, True]
10.5	0.25	6	['D2', 'F3', 'A3', 'D5']	['m3', 'P5', 'P1']	[True, True, True, True]
10.75	0.25	6	['D2', 'F3', 'A3', 'C#5']	['m3', 'P5', 'M7']	[False, False, False, True]
11.0	0.25	6	['A2', 'F3', 'A3', 'F4', 'D5']	['m6', 'P1', 'm6', 'P4']	[True, True, True, True, True]
11.25	0.25	6	['A2', 'F3', 'A3', 'F4', 'E5']	['m6', 'P1', 'm6', 'P5']	[False, False, False, False, True]
11.5	0.5	6	['D2', 'F3', 'A3', 'F4', 'F5']	['m3', 'P5', 'm3', 'm3']	[True, False, False, False, True]
12.0	0.5	6	['A2', 'F3', 'A3', 'F4', 'F5']	['m6', 'P1', 'm6', 'm6']	[True, True, True, True, True]
12.5	0.5	7	['F2', 'C3', 'A3', 'C4', 'F4', 'F5']	['P5', 'M3', 'P5', 'P1', 'P1']	[True, True, True, True, True, True]
13.0	0.25	7	['B-2', 'F3', 'B-3', 'D-4', 'F4', 'F5']	['P5', 'P1', 'm3', 'P5', 'P5']	[True, True, True, True, True, False]
13.25	0.25	7	['B-2', 'F3', 'B-3', 'D-4', 'F4', 'F5']	['P5', 'P1', 'm3', 'P5', 'P5']	[False, False, False, False, False, True]
13.5	0.5	7	['F2', 'C3', 'A3', 'C4', 'F4', 'F5']	['P5', 'M3', 'P5', 'P1', 'P1']	[True, True, True, True, False, True]
