onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	4	0.0	0	1.0	1	0	1	4	4	0	0.0	D5	74	True	D	0	0	1.0	True	1	Bass	1	0	1.0	0	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	5
0	4	0.0	0	1.0	1	0	1	4	4	0	0.0	G4	67	True	G	0	0	1.0	True	1	Bass	1	0	1.0	0	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	1
0	4	0.0	0	1.0	1	0	1	4	4	0	0.0	B3	59	True	B	0	0	1.0	True	1	Bass	1	0	1.0	0	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	3
0	4	0.0	0	1.0	1	0	1	4	4	0	0.0	G3	55	True	G	0	0	1.0	True	1	Bass	1	0	1.0	0	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None	I	True	1
4	4	1.0	1	1.0	1	1	1	4	4	1	1.0	E5	76	True	E	0	0	1.0	True	1	Bass	1	1	1.0	1	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	6
4	4	1.0	1	1.0	1	1	1	4	4	1	1.0	G4	67	True	G	0	0	1.0	True	1	Bass	1	1	1.0	1	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	1
4	2	1.0	1	0.5	1/2	1	1	4	4	1	1.0	C4	60	True	C	0	0	1.0	True	1	Bass	1	1	1.0	1	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	4
4	4	1.0	1	1.0	1	1	1	4	4	1	1.0	C3	48	True	C	0	0	1.0	True	1	Bass	1	1	1.0	1	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	4
6	2	1.5	3/2	0.5	1/2	1	1	4	4	1	1.5	B3	59	True	B	0	1/8	1.5	False	0	Bass	1	1	1.0	1	IV	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	4	None	IV	True	3
8	2	2.0	2	0.5	1/2	1	1	4	4	1	2.0	D5	74	True	D	0	1/4	2.0	True	2	Bass	1	1	0.5	2	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	5
8	4	2.0	2	1.0	1	1	1	4	4	1	2.0	F#4	66	True	F	1	1/4	2.0	True	2	Bass	1	1	0.5	2	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	7
8	4	2.0	2	1.0	1	1	1	4	4	1	2.0	A3	57	True	A	0	1/4	2.0	True	2	Bass	1	1	0.5	2	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	2
8	4	2.0	2	1.0	1	1	1	4	4	1	2.0	D3	50	True	D	0	1/4	2.0	True	2	Bass	1	1	0.5	2	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	5	None	V	True	5
10	2	2.5	5/2	0.5	1/2	1	1	4	4	1	2.5	C5	72	True	C	0	3/8	2.5	False	0	Bass	1	1	0.5	3	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None	V7	True	4
12	2	3.0	3	0.5	1/2	1	1	4	4	1	3.0	B4	71	True	B	0	1/2	3.0	True	3	Bass	1	1	1.0	4	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	3
12	4	3.0	3	1.0	1	1	1	4	4	1	3.0	G4	67	True	G	0	1/2	3.0	True	3	Bass	1	1	1.0	4	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	1
12	4	3.0	3	1.0	1	1	1	4	4	1	3.0	E4	64	True	E	0	1/2	3.0	True	3	Bass	1	1	1.0	4	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	6
12	4	3.0	3	1.0	1	1	1	4	4	1	3.0	E3	52	True	E	0	1/2	3.0	True	3	Bass	1	1	1.0	4	vi	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	6
14	2	3.5	7/2	0.5	1/2	1	1	4	4	1	3.5	C5	72	True	C	0	5/8	3.5	False	0	Bass	1	1	1.0	4	vi	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	G	G	6	None	vi	True	4
16	4	4.0	4	1.0	1	1	1	4	4	1	4.0	D5	74	True	D	0	3/4	4.0	True	4	Bass	1	1	1.0	5	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	5
16	4	4.0	4	1.0	1	1	1	4	4	1	4.0	F#4	66	True	F	1	3/4	4.0	True	4	Bass	1	1	1.0	5	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	7
16	2	4.0	4	0.5	1/2	1	1	4	4	1	4.0	A3	57	True	A	0	3/4	4.0	True	4	Bass	1	1	1.0	5	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	2
16	2	4.0	4	0.5	1/2	1	1	4	4	1	4.0	F#3	54	True	F	1	3/4	4.0	True	4	Bass	1	1	1.0	5	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	7
18	2	4.5	9/2	0.5	1/2	1	1	4	4	1	4.5	B3	59	True	B	0	7/8	4.5	False	0	Bass	1	1	1.0	5	V	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	3
18	2	4.5	9/2	0.5	1/2	1	1	4	4	1	4.5	G3	55	True	G	0	7/8	4.5	False	0	Bass	1	1	1.0	5	V	False	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None	V	True	1
20	2	5.0	5	0.5	1/2	2	1	4	4	2	5.0	C5	72	True	C	0	0	1.0	True	1	Bass	1	2	0.5	6	ii	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	G	G	2	None	ii	True	4
