onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	24	0.0	0	1.0	1	1	6	2	4	1	0.0	A#3	58	True	A	1	0	1.0	True	1	P1-Staff2	1	1	2.0	0	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
0	24	0.0	0	1.0	1	1	6	2	4	1	0.0	C#4	61	True	C	1	0	1.0	True	1	P1-Staff2	1	1	2.0	0	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	5
0	48	0.0	0	2.0	2	1	6	2	4	1	0.0	F#1	30	True	F	1	0	1.0	True	1	P1-Staff2	1	1	2.0	0	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
0	48	0.0	0	2.0	2	1	6	2	4	1	0.0	F#2	42	True	F	1	0	1.0	True	1	P1-Staff2	1	1	2.0	0	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
24	18	1.0	1	0.75	3/4	1	6	2	4	1	1.0	A#3	58	True	A	1	1/4	2.0	True	2	P1-Staff2	1	1	2.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
24	18	1.0	1	0.75	3/4	1	6	2	4	1	1.0	C#4	61	True	C	1	1/4	2.0	True	2	P1-Staff2	1	1	2.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	5
24	18	1.0	1	0.75	3/4	1	6	2	4	1	1.0	F#4	66	True	F	1	1/4	2.0	True	2	P1-Staff2	1	1	2.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
42	6	1.75	7/4	0.25	1/4	1	6	2	4	1	1.75	B3	59	True	B	0	7/16	2.75	False	0	P1-Staff2	1	1	2.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	4
42	6	1.75	7/4	0.25	1/4	1	6	2	4	1	1.75	E#4	65	True	E	1	7/16	2.75	False	0	P1-Staff2	1	1	2.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	7
42	6	1.75	7/4	0.25	1/4	1	6	2	4	1	1.75	G#4	68	True	G	1	7/16	2.75	False	0	P1-Staff2	1	1	2.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	2
48	24	2.0	2	1.0	1	2	6	2	4	2	2.0	B3	59	True	B	0	0	1.0	True	1	P1-Staff2	1	2	1.0	1	viio	True	('B', 'E#', 'G#')	B	E#	2	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	4
48	24	2.0	2	1.0	1	2	6	2	4	2	2.0	E#4	65	True	E	1	0	1.0	True	1	P1-Staff2	1	2	1.0	1	viio	True	('B', 'E#', 'G#')	B	E#	2	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	7
48	24	2.0	2	1.0	1	2	6	2	4	2	2.0	G#4	68	True	G	1	0	1.0	True	1	P1-Staff2	1	2	1.0	1	viio	True	('B', 'E#', 'G#')	B	E#	2	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	2
48	48	2.0	2	2.0	2	2	6	2	4	2	2.0	F#1	30	True	F	1	0	1.0	True	1	P1-Staff2	1	2	1.0	1	viio	True	('B', 'E#', 'G#')	B	E#	2	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	1
48	48	2.0	2	2.0	2	2	6	2	4	2	2.0	F#2	42	True	F	1	0	1.0	True	1	P1-Staff2	1	2	1.0	1	viio	True	('B', 'E#', 'G#')	B	E#	2	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	1
72	12	3.0	3	0.5	1/2	2	6	2	4	2	3.0	C#4	61	True	C	1	1/4	2.0	True	2	P1-Staff2	1	2	0.5	2	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	5
72	12	3.0	3	0.5	1/2	2	6	2	4	2	3.0	F#4	66	True	F	1	1/4	2.0	True	2	P1-Staff2	1	2	0.5	2	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
72	12	3.0	3	0.5	1/2	2	6	2	4	2	3.0	A#4	70	True	A	1	1/4	2.0	True	2	P1-Staff2	1	2	0.5	2	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
84	12	3.5	7/2	0.5	1/2	2	6	2	4	2	3.5	C#4	61	True	C	1	3/8	2.5	False	0	P1-Staff2	1	2	0.5	3	V7/IV	True	('F#', 'A#', 'C#', 'E')	F#	F#	0	dominant seventh chord	(1, 4, 6, 10)	F#	B	5	4	V7	True	5
84	12	3.5	7/2	0.5	1/2	2	6	2	4	2	3.5	E4	64	True	E	0	3/8	2.5	False	0	P1-Staff2	1	2	0.5	3	V7/IV	True	('F#', 'A#', 'C#', 'E')	F#	F#	0	dominant seventh chord	(1, 4, 6, 10)	F#	B	5	4	V7	True	b7
84	12	3.5	7/2	0.5	1/2	2	6	2	4	2	3.5	A#4	70	True	A	1	3/8	2.5	False	0	P1-Staff2	1	2	0.5	3	V7/IV	True	('F#', 'A#', 'C#', 'E')	F#	F#	0	dominant seventh chord	(1, 4, 6, 10)	F#	B	5	4	V7	True	3
96	24	4.0	4	1.0	1	3	6	2	4	3	4.0	B4	71	True	B	0	0	1.0	True	1	P1-Staff2	5	3	1.0	4	IV	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	4
96	24	4.0	4	1.0	1	3	6	2	4	3	4.0	D#4	63	True	D	1	0	1.0	True	1	P1-Staff2	1	3	1.0	4	IV	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	6
96	24	4.0	4	1.0	1	3	6	2	4	3	4.0	F#4	66	True	F	1	0	1.0	True	1	P1-Staff2	1	3	1.0	4	IV	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	1
96	48	4.0	4	2.0	2	3	6	2	4	3	4.0	F#1	30	True	F	1	0	1.0	True	1	P1-Staff2	1	3	1.0	4	IV	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	1
96	48	4.0	4	2.0	2	3	6	2	4	3	4.0	F#2	42	True	F	1	0	1.0	True	1	P1-Staff2	1	3	1.0	4	IV	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	1
108	3	4.5	9/2	0.125	1/8	3	6	2	4	3	4.5	C#5	73	True	C	1	1/8	1.5	False	0	P1-Staff2	5	3	1.0	4	IV	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	5
111	3	4.625	37/8	0.125	1/8	3	6	2	4	3	4.625	B4	71	True	B	0	5/32	1.625	False	0	P1-Staff2	5	3	1.0	4	IV	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	4
114	3	4.75	19/4	0.125	1/8	3	6	2	4	3	4.75	A#4	70	True	A	1	3/16	1.75	False	0	P1-Staff2	5	3	1.0	4	IV	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	3
117	3	4.875	39/8	0.125	1/8	3	6	2	4	3	4.875	B4	71	True	B	0	7/32	1.875	False	0	P1-Staff2	5	3	1.0	4	IV	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	4
120	18	5.0	5	0.75	3/4	3	6	2	4	3	5.0	D#5	75	True	D	1	1/4	2.0	True	2	P1-Staff2	5	3	1.0	5	V	True	('E#', 'G#', 'C#')	E#	C#	1	major triad	(1, 5, 8)	F#	F#	5	None	V	True	6
120	24	5.0	5	1.0	1	3	6	2	4	3	5.0	E#4	65	True	E	1	1/4	2.0	True	2	P1-Staff2	1	3	1.0	5	V	True	('E#', 'G#', 'C#')	E#	C#	1	major triad	(1, 5, 8)	F#	F#	5	None	V	True	7
120	24	5.0	5	1.0	1	3	6	2	4	3	5.0	G#4	68	True	G	1	1/4	2.0	True	2	P1-Staff2	1	3	1.0	5	V	True	('E#', 'G#', 'C#')	E#	C#	1	major triad	(1, 5, 8)	F#	F#	5	None	V	True	2
