s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.25	0	['B-3', 'G4']	['M6']	[True, True]
0.25	0.25	0	['C4', 'A4']	['M6']	[True, True]
0.5	0.5	1	['G3', 'D4', 'G4', 'B-4']	['P5', 'P1', 'm3']	[True, True, True, True]
1.0	0.5	1	['G3', 'D4', 'G4', 'B-4']	['P5', 'P1', 'm3']	[True, True, True, True]
1.5	0.5	1	['G3', 'D4', 'G4', 'B-4']	['P5', 'P1', 'm3']	[True, True, True, True]
2.0	0.5	1	['G3', 'D4', 'G4', 'B-4']	['P5', 'P1', 'm3']	[True, True, True, True]
2.5	1.0	2	['G3', 'D4', 'G4', 'B-4']	['P5', 'P1', 'm3']	[True, True, True, True]
3.5	0.5	2	['G3', 'B-3', 'G4']	['m3', 'P1']	[False, True, True]
4.0	0.25	2	['C3']	[]	[True]
4.25	0.25	2	['D3']	[]	[True]
4.5	0.5	3	['E-3', 'C4', 'F#4', 'A4']	['M6', 'A2', 'A4']	[True, True, True, True]
5.0	0.5	3	['E-3', 'C4', 'F#4', 'A4']	['M6', 'A2', 'A4']	[True, True, True, True]
5.5	0.5	3	['E-3', 'C4', 'G4', 'A4']	['M6', 'M3', 'A4']	[True, True, True, True]
6.0	0.5	3	['E-3', 'C4', 'G4', 'A4']	['M6', 'M3', 'A4']	[True, True, True, True]
6.5	0.5	4	['D3', 'D4', 'G4', 'A4']	['P1', 'P4', 'P5']	[True, True, True, True]
7.0	0.25	4	['D3', 'D4', 'F#4', 'A4']	['P1', 'M3', 'P5']	[False, False, True, False]
7.25	0.25	4	['D3', 'D4', 'E4', 'A4']	['P1', 'M2', 'P5']	[False, False, True, False]
7.5	1.0	4	['D3', 'D4', 'F#4', 'A4']	['P1', 'M3', 'P5']	[False, False, True, False]
8.5	1.0	5	['G3', 'D4', 'G4', 'B-4']	['P5', 'P1', 'm3']	[True, True, True, True]
9.5	0.5	5			
10.0	0.25	5	['G4']	[]	[True]
10.25	0.25	5	['A4']	[]	[True]
10.5	0.5	6	['G4', 'B-4']	['m3']	[True, True]
11.0	0.5	6	['G4', 'B-4']	['m3']	[True, True]
11.5	0.5	6	['G4', 'B-4']	['m3']	[True, True]
12.0	0.25	6	['E-3', 'G4', 'B-4']	['M3', 'P5']	[True, True, True]
12.25	0.25	6	['F3', 'G4', 'B-4']	['M2', 'P4']	[True, False, False]
12.5	0.5	7	['E-3', 'G4', 'B-4']	['M3', 'P5']	[True, True, True]
13.0	0.5	7	['E-3', 'G4', 'B-4']	['M3', 'P5']	[True, False, False]
13.5	0.5	7	['E-3', 'G4', 'B-4']	['M3', 'P5']	[True, False, False]
14.0	0.25	7	['E-3', 'G4', 'A4']	['M3', 'A4']	[True, True, True]
14.25	0.25	7	['E-3', 'G4', 'B-4']	['M3', 'P5']	[False, False, True]
14.5	0.5	8	['E-3', 'G4', 'C5']	['M3', 'M6']	[True, True, True]
15.0	0.5	8	['E-3', 'G4', 'B-4']	['M3', 'P5']	[False, True, True]
15.5	0.5	8	['C3', 'E-4', 'A4']	['m3', 'M6']	[True, True, True]
16.0	0.25	8	['D3', 'C4', 'G4']	['m7', 'P4']	[True, True, True]
16.25	0.25	8	['E-3', 'C4', 'G4']	['M6', 'M3']	[True, False, False]
16.5	0.5	9	['D3', 'A3', 'D4', 'F#4', 'A4']	['P5', 'P1', 'M3', 'P5']	[True, True, True, True, True]
17.0	0.5	9	['C3', 'A3', 'D4', 'F#4', 'A4']	['M6', 'M2', 'A4', 'M6']	[True, False, False, False, False]
17.5	0.25	9	['B-2', 'B-3', 'D4', 'G4']	['P1', 'M3', 'M6']	[True, True, True, True]
17.75	0.25	9	['C3', 'A3', 'D4', 'F#4']	['M6', 'M2', 'A4']	[True, True, True, True]
18.0	0.25	9	['B-2', 'B-3', 'D4', 'G4']	['P1', 'M3', 'M6']	[True, True, True, True]
18.25	0.25	9	['A2', 'C4', 'F#4', 'A4']	['m3', 'M6', 'P1']	[True, True, True, True]
18.5	0.5	10	['G2', 'D4', 'G4', 'B-4']	['P5', 'P1', 'm3']	[True, True, True, True]
19.0	0.5	10	['G2', 'D4', 'G4', 'B-4']	['P5', 'P1', 'm3']	[False, True, True, True]
19.5	0.5	10	['D4', 'G4', 'B-4']	['P4', 'm6']	[True, True, True]
