s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.25	1	['G2']	[]	[True]
0.25	0.25	1	['D3']	[]	[True]
0.5	0.25	1	['G2', 'D3', 'B-3']	['P5', 'm3']	[True, False, True]
0.75	0.25	1	['G2', 'D3', 'D4']	['P5', 'P5']	[False, False, True]
1.0	0.25	1	['G2', 'D3', 'B-4']	['P5', 'm3']	[False, False, True]
1.25	0.25	1	['G2', 'D3', 'G4']	['P5', 'P1']	[False, False, True]
1.5	0.25	1	['G2']	[]	[True]
1.75	0.25	1	['D3']	[]	[True]
2.0	0.25	1	['G2', 'D3', 'B-3']	['P5', 'm3']	[True, False, True]
2.25	0.25	1	['G2', 'D3', 'D4']	['P5', 'P5']	[False, False, True]
2.5	0.25	1	['G2', 'D3', 'D4', 'B-4']	['P5', 'P5', 'm3']	[False, False, True, True]
2.75	0.25	1	['G2', 'D3', 'D4', 'G4']	['P5', 'P5', 'P1']	[False, False, False, True]
3.0	0.25	2	['G2', 'D5']	['P5']	[True, True]
3.25	0.25	2	['D3', 'D5']	['P1']	[True, False]
3.5	0.25	2	['G2', 'D3', 'B-3', 'D5']	['P5', 'm3', 'P5']	[True, False, True, False]
3.75	0.25	2	['G2', 'D3', 'D4', 'D5']	['P5', 'P5', 'P5']	[False, False, True, False]
4.0	0.25	2	['G2', 'D3', 'B-4']	['P5', 'm3']	[False, False, True]
4.25	0.25	2	['G2', 'D3', 'G4', 'B-4']	['P5', 'P1', 'm3']	[False, False, True, False]
4.5	0.25	2	['G2', 'G4']	['P1']	[True, True]
4.75	0.25	2	['E-3', 'G4']	['M3']	[True, False]
5.0	0.25	2	['G2', 'E-3', 'C4', 'G4']	['m6', 'P4', 'P1']	[True, False, True, False]
5.25	0.25	2	['G2', 'E-3', 'E-4', 'G4']	['m6', 'm6', 'P1']	[False, False, True, False]
5.5	0.25	2	['G2', 'E-3', 'A4', 'C5']	['m6', 'M2', 'P4']	[False, False, True, True]
5.75	0.25	2	['G2', 'E-3', 'A4']	['m6', 'M2']	[False, False, False]
6.0	0.25	3	['G2', 'B-4']	['m3']	[True, True]
6.25	0.25	3	['D3', 'B-4']	['m6']	[True, False]
6.5	0.25	3	['G2', 'D3', 'B-3', 'B-4']	['P5', 'm3', 'm3']	[True, False, True, False]
6.75	0.25	3	['G2', 'D3', 'D4', 'B-4']	['P5', 'P5', 'm3']	[False, False, True, False]
7.0	0.25	3	['G2', 'D3', 'B-4', 'C5']	['P5', 'm3', 'P4']	[False, False, True, True]
7.25	0.25	3	['G2', 'D3', 'G4', 'C5']	['P5', 'P1', 'P4']	[False, False, True, False]
7.5	0.25	3	['F2', 'D5']	['M6']	[True, True]
7.75	0.25	3	['D3', 'D5']	['P1']	[True, False]
8.0	0.25	3	['F2', 'D3', 'A3', 'D5']	['M6', 'M3', 'M6']	[True, False, True, False]
8.25	0.25	3	['F2', 'D3', 'D4', 'D5']	['M6', 'M6', 'M6']	[False, False, True, False]
8.5	0.25	3	['F2', 'D3', 'A4']	['M6', 'M3']	[False, False, True]
8.75	0.25	3	['F2', 'D3', 'F4']	['M6', 'P1']	[False, False, True]
9.0	0.25	4	['E-2', 'G4']	['M3']	[True, True]
9.25	0.25	4	['E-3', 'G4']	['M3']	[True, False]
9.5	0.25	4	['E-2', 'E-3', 'G3', 'F#4']	['P1', 'M3', 'A2']	[True, False, True, True]
9.75	0.25	4	['E-2', 'E-3', 'C4', 'F#4']	['P1', 'M6', 'A2']	[False, False, True, False]
10.0	0.25	4	['E-2', 'E-3', 'G4']	['P1', 'M3']	[False, False, True]
10.25	0.25	4	['E-2', 'E-3', 'E-4', 'G4']	['P1', 'P1', 'M3']	[False, False, True, False]
10.5	0.25	4	['C3', 'E-5']	['m3']	[True, True]
10.75	0.25	4	['A3', 'E-5']	['d5']	[True, False]
11.0	0.25	4	['C3', 'A3', 'E-4', 'C5']	['M6', 'm3', 'P1']	[True, False, True, True]
11.25	0.25	4	['C3', 'A3', 'G4', 'C5']	['M6', 'P5', 'P1']	[False, False, True, False]
11.5	0.25	4	['C3', 'A3', 'A4', 'E-5']	['M6', 'M6', 'm3']	[False, False, True, True]
11.75	0.25	4	['C3', 'A3', 'A4', 'C5']	['M6', 'M6', 'P1']	[False, False, False, True]
12.0	0.25	5	['D3', 'F#4']	['M3']	[True, True]
12.25	0.25	5	['A3', 'F#4']	['M6']	[True, False]
12.5	0.25	5	['D3', 'A3', 'D4', 'F#4']	['P5', 'P1', 'M3']	[True, False, True, False]
12.75	0.25	5	['D3', 'A3', 'F#4']	['P5', 'M3']	[False, False, False]
13.0	0.25	5	['D3', 'A3', 'F#4', 'D5']	['P5', 'M3', 'P1']	[False, False, False, True]
13.25	0.25	5	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[False, False, False, True]
13.5	0.25	5	['C3']	[]	[True]
13.75	0.25	5	['F#3']	[]	[True]
14.0	0.25	5	['C3', 'F#3', 'A3']	['A4', 'M6']	[True, False, True]
14.25	0.25	5	['C3', 'F#3', 'D4']	['A4', 'M2']	[False, False, True]
14.5	0.25	5	['C3', 'F#3', 'D4', 'A4']	['A4', 'M2', 'M6']	[False, False, True, True]
14.75	0.25	5	['C3', 'F#3', 'D4', 'F#4']	['A4', 'M2', 'A4']	[False, False, False, True]
15.0	0.25	6	['B-2', 'E-4']	['P4']	[True, True]
15.25	0.25	6	['G3', 'E-4']	['m6']	[True, False]
15.5	0.25	6	['B-2', 'G3', 'B-3', 'G4']	['M6', 'P1', 'M6']	[True, False, True, True]
15.75	0.25	6	['B-2', 'G3', 'E-4', 'G4']	['M6', 'P4', 'M6']	[False, False, True, False]
16.0	0.25	6	['B-2', 'G3', 'B-4']	['M6', 'P1']	[False, False, True]
16.25	0.25	6	['B-2', 'G3', 'E-4', 'B-4']	['M6', 'P4', 'P1']	[False, False, True, False]
16.5	0.25	6	['B-2', 'E-5']	['P4']	[True, True]
16.75	0.25	6	['G3', 'E-5']	['m6']	[True, False]
17.0	0.25	6	['B-2', 'G3', 'B-3', 'E-5']	['M6', 'P1', 'P4']	[True, False, True, False]
17.25	0.25	6	['B-2', 'G3', 'E-4', 'E-5']	['M6', 'P4', 'P4']	[False, False, True, False]
17.5	0.25	6	['B-2', 'G3', 'B-4', 'C#5']	['M6', 'P1', 'A2']	[False, False, True, True]
17.75	0.25	6	['B-2', 'G3', 'E-4', 'C#5']	['M6', 'P4', 'A2']	[False, False, True, False]
18.0	0.25	7	['B-2', 'D5']	['M3']	[True, True]
18.25	0.25	7	['F3', 'D5']	['M6']	[True, False]
18.5	0.25	7	['B-2', 'F3', 'B-3', 'D5']	['P5', 'P1', 'M3']	[True, False, True, False]
18.75	0.25	7	['B-2', 'F3', 'D4', 'D5']	['P5', 'M3', 'M3']	[False, False, True, False]
19.0	0.25	7	['B-2', 'F3', 'B-4', 'D5']	['P5', 'P1', 'M3']	[False, False, True, False]
19.25	0.25	7	['B-2', 'F3', 'F4', 'D5']	['P5', 'P5', 'M3']	[False, False, True, False]
19.5	0.25	7	['B-2', 'G#4']	['A6']	[True, True]
19.75	0.25	7	['F3', 'G#4']	['A2']	[True, False]
20.0	0.25	7	['B-2', 'F3', 'B-3', 'G#4']	['P5', 'P1', 'A6']	[True, False, True, False]
20.25	0.25	7	['B-2', 'F3', 'D4', 'G#4']	['P5', 'M3', 'A6']	[False, False, True, False]
20.5	0.25	7	['B-2', 'F3', 'G#4', 'B-4']	['P5', 'A6', 'P1']	[False, False, False, True]
20.75	0.25	7	['B-2', 'F3', 'F4', 'G#4']	['P5', 'P5', 'A6']	[False, False, True, False]
21.0	0.25	8	['A2', 'A4']	['P1']	[True, True]
21.25	0.25	8	['F3', 'A4']	['M3']	[True, False]
21.5	0.25	8	['A2', 'F3', 'D4', 'G#4']	['m6', 'P4', 'M7']	[True, False, True, True]
21.75	0.25	8	['A2', 'F3', 'F4', 'G#4']	['m6', 'm6', 'M7']	[False, False, True, False]
22.0	0.25	8	['A2', 'F3', 'A4', 'D5']	['m6', 'P1', 'P4']	[False, False, True, True]
22.25	0.25	8	['A2', 'F3', 'A4']	['m6', 'P1']	[False, False, False]
22.5	0.25	8	['A2', 'F5']	['m6']	[True, True]
22.75	0.25	8	['A3', 'F5']	['m6']	[True, False]
23.0	0.25	8	['A2', 'A3', 'C#4', 'F5']	['P1', 'M3', 'm6']	[True, False, True, False]
23.25	0.25	8	['A2', 'A3', 'G4', 'F5']	['P1', 'm7', 'm6']	[False, False, True, False]
23.5	0.25	8	['A2', 'A3', 'C#5', 'E5']	['P1', 'M3', 'P5']	[False, False, True, True]
23.75	0.25	8	['A2', 'A3', 'A4', 'E5']	['P1', 'P1', 'P5']	[False, False, True, False]
24.0	0.25	9	['D3', 'D5']	['P1']	[True, True]
24.25	0.25	9	['A3', 'D5']	['P4']	[True, False]
24.5	0.25	9	['D3', 'A3', 'D4', 'D5']	['P5', 'P1', 'P1']	[True, False, True, False]
24.75	0.25	9	['D3', 'A3', 'F#4', 'D5']	['P5', 'M3', 'P1']	[False, False, True, False]
25.0	0.25	9	['D3', 'A3', 'D5']	['P5', 'P1']	[False, False, False]
25.25	0.25	9	['D3', 'A3', 'A4', 'D5']	['P5', 'P5', 'P1']	[False, False, True, False]
25.5	0.25	9	['D2']	[]	[True]
25.75	0.25	9	['F#3']	[]	[True]
26.0	0.25	9	['F#3', 'A3']	['m3']	[False, True]
26.25	0.25	9	['F#3', 'D4']	['m6']	[False, True]
26.5	0.25	9	['F#3', 'A4', 'D5']	['m3', 'm6']	[False, True, True]
26.75	0.25	9	['F#3', 'F#4', 'D5']	['P1', 'm6']	[False, True, False]
27.0	0.25	10	['E-2', 'D5']	['M7']	[True, True]
27.25	0.25	10	['G3', 'D5']	['P5']	[True, False]
27.5	0.25	10	['G3', 'C4', 'C5']	['P4', 'P4']	[False, True, True]
27.75	0.25	10	['G3', 'E-4', 'C5']	['m6', 'P4']	[False, True, False]
