s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	1	['F#2', 'F#3', 'F#4']	['P1', 'P1']	[True, True, True]
1.0	1.0	1	['F#2', 'F#3', 'F#4']	['P1', 'P1']	[False, False, False]
2.0	0.25	1	['F#2', 'G#2', 'F#3', 'F#4']	['M2', 'P1', 'P1']	[False, True, False, False]
2.25	0.25	1	['F#2', 'A#2', 'F#3', 'F#4']	['M3', 'P1', 'P1']	[False, True, False, False]
2.5	0.25	1	['F#2', 'B2', 'F#3', 'F#4']	['P4', 'P1', 'P1']	[False, True, False, False]
2.75	0.25	1	['F#2', 'C#3', 'F#3', 'F#4']	['P5', 'P1', 'P1']	[False, True, False, False]
3.0	1.0	2	['F#2', 'B2', 'D3', 'F#3', 'B3', 'D4', 'F#4']	['P4', 'm6', 'P1', 'P4', 'm6', 'P1']	[False, True, True, False, True, True, False]
4.0	2.0	2	['F#2', 'A#2', 'C#3', 'F#3', 'A#3', 'C#4', 'F#4']	['M3', 'P5', 'P1', 'M3', 'P5', 'P1']	[False, True, True, False, True, True, False]
6.0	1.0	3	['G2', 'G3', 'G4']	['P1', 'P1']	[True, True, True]
7.0	1.0	3	['G2', 'G3', 'G4']	['P1', 'P1']	[False, False, False]
8.0	0.5	3	['G2', 'G3', 'G4']	['P1', 'P1']	[False, False, False]
8.5	0.1667	3	['G2', 'A#2', 'G3', 'G4']	['A2', 'P1', 'P1']	[False, True, False, False]
8.6667	0.1667	3	['G2', 'B2', 'G3', 'G4']	['M3', 'P1', 'P1']	[False, True, False, False]
8.8333	0.1667	3	['G2', 'C#3', 'G3', 'G4']	['A4', 'P1', 'P1']	[False, True, False, False]
9.0	1.0	4	['G2', 'B2', 'D3', 'G3', 'B3', 'D4', 'G4']	['M3', 'P5', 'P1', 'M3', 'P5', 'P1']	[False, True, True, False, True, True, False]
10.0	2.0	4	['G2', 'A#2', 'C#3', 'G3', 'A#3', 'C#4', 'G4']	['A2', 'A4', 'P1', 'A2', 'A4', 'P1']	[False, True, True, False, True, True, False]
12.0	1.0	5	['F#2', 'F#3', 'F#4']	['P1', 'P1']	[True, True, True]
13.0	1.0	5	['F#2', 'F#3', 'F#4']	['P1', 'P1']	[False, False, False]
14.0	0.25	5	['F#2', 'G#2', 'F#3', 'F#4']	['M2', 'P1', 'P1']	[False, True, False, False]
14.25	0.25	5	['F#2', 'A#2', 'F#3', 'F#4']	['M3', 'P1', 'P1']	[False, True, False, False]
14.5	0.25	5	['F#2', 'B2', 'F#3', 'F#4']	['P4', 'P1', 'P1']	[False, True, False, False]
14.75	0.25	5	['F#2', 'C#3', 'F#3', 'F#4']	['P5', 'P1', 'P1']	[False, True, False, False]
15.0	3.0	6	['F#2', 'B2', 'D3', 'F#3', 'B3', 'D4', 'F#4']	['P4', 'm6', 'P1', 'P4', 'm6', 'P1']	[False, True, True, False, True, True, False]
18.0	3.0	7	['F#2', 'A#2', 'C#3', 'F#3', 'A#3', 'C#4', 'F#4']	['M3', 'P5', 'P1', 'M3', 'P5', 'P1']	[False, True, True, False, True, True, False]
21.0	1.0	8	['B1', 'F#2', 'B2', 'F#3', 'B3', 'D4', 'F#4']	['P5', 'P1', 'P5', 'P1', 'm3', 'P5']	[True, True, True, True, True, True, True]
22.0	1.0	8	['B1', 'F#2', 'B2', 'F#3', 'B3', 'D4', 'F#4']	['P5', 'P1', 'P5', 'P1', 'm3', 'P5']	[True, True, True, True, True, True, True]
23.0	1.0	8	['B1', 'F#2', 'B2', 'F#3', 'B3', 'D4', 'F#4']	['P5', 'P1', 'P5', 'P1', 'm3', 'P5']	[True, True, True, True, True, True, True]
