s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.25	1	['G2', 'D3']	['P5']	[True, True]
0.25	0.25	1	['G2', 'D3', 'G3', 'D4']	['P5', 'P1', 'P5']	[False, False, True, True]
0.5	0.25	1	['A2', 'D3']	['P4']	[True, True]
0.75	0.25	1	['A2', 'D3', 'A3', 'D4']	['P4', 'P1', 'P4']	[False, False, True, True]
1.0	0.25	1	['B-2', 'D3']	['M3']	[True, True]
1.25	0.25	1	['B-2', 'D3', 'B-3', 'D4']	['M3', 'P1', 'M3']	[False, False, True, True]
1.5	0.25	1	['B2', 'D3']	['m3']	[True, True]
1.75	0.25	1	['B2', 'D3', 'B3', 'D4']	['m3', 'P1', 'm3']	[False, False, True, True]
2.0	0.25	1	['C3', 'D3']	['M2']	[True, True]
2.25	0.25	1	['C3', 'D3', 'C4', 'D4']	['M2', 'P1', 'M2']	[False, False, True, True]
2.5	0.25	1	['C#3', 'D3']	['m2']	[True, True]
2.75	0.25	1	['C#3', 'D3', 'C#4', 'D4']	['m2', 'P1', 'm2']	[False, False, True, True]
3.0	0.25	2	['D2', 'D3']	['P1']	[True, True]
3.25	0.25	2	['D2', 'D3', 'D5']	['P1', 'P1']	[False, False, True]
3.5	0.25	2	['D2', 'D3', 'D4']	['P1', 'P1']	[False, False, True]
3.75	0.25	2	['D2', 'D3', 'D5']	['P1', 'P1']	[False, False, True]
4.0	0.25	2	['D2', 'D3']	['P1']	[True, True]
4.25	0.25	2	['D2', 'D3', 'D5']	['P1', 'P1']	[False, False, True]
4.5	0.25	2	['D2', 'D3', 'D4']	['P1', 'P1']	[False, False, True]
4.75	0.25	2	['D2', 'D3', 'D5']	['P1', 'P1']	[False, False, True]
5.0	0.25	2	['D2', 'D3']	['P1']	[True, True]
5.25	0.25	2	['D2', 'D3', 'D5']	['P1', 'P1']	[False, False, True]
5.5	0.25	2	['D2', 'D3', 'D4']	['P1', 'P1']	[False, False, True]
5.75	0.25	2	['D2', 'D3', 'D5']	['P1', 'P1']	[False, False, True]
6.0	0.25	3	['G2', 'D3']	['P5']	[True, True]
6.25	0.25	3	['G2', 'D3', 'G3', 'D4']	['P5', 'P1', 'P5']	[False, False, True, True]
6.5	0.25	3	['A2', 'D3']	['P4']	[True, True]
6.75	0.25	3	['A2', 'D3', 'A3', 'D4']	['P4', 'P1', 'P4']	[False, False, True, True]
7.0	0.25	3	['B-2', 'D3']	['M3']	[True, True]
7.25	0.25	3	['B-2', 'D3', 'B-3', 'D4']	['M3', 'P1', 'M3']	[False, False, True, True]
7.5	0.25	3	['B2', 'D3']	['m3']	[True, True]
7.75	0.25	3	['B2', 'D3', 'B3', 'D4']	['m3', 'P1', 'm3']	[False, False, True, True]
8.0	0.25	3	['C3', 'D3']	['M2']	[True, True]
