s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.3333	1	['F#3', 'A3', 'C#4', 'F#4']	['m3', 'P5', 'P1']	[True, True, True, True]
0.3333	0.3333	1	['F#3', 'A3', 'C#4', 'C#5']	['m3', 'P5', 'P5']	[False, False, False, True]
0.6667	0.0833	1	['F#3', 'A3', 'C#4', 'F#5']	['m3', 'P5', 'P1']	[False, False, False, True]
0.75	0.25	1	['F#3', 'A3', 'C#4', 'F#5']	['m3', 'P5', 'P1']	[True, True, True, False]
1.0	1.5	1	['G#3', 'B3', 'C#4', 'C#5']	['m3', 'P4', 'P4']	[True, True, True, True]
2.5	0.5	1	['G#3', 'B3', 'C#4', 'E#4']	['m3', 'P4', 'M6']	[False, False, False, True]
3.0	0.3333	2	['F#3', 'A3', 'C#4', 'F#4']	['m3', 'P5', 'P1']	[True, True, True, True]
3.3333	0.3333	2	['F#3', 'A3', 'C#4', 'C#5']	['m3', 'P5', 'P5']	[False, False, False, True]
3.6667	0.0833	2	['F#3', 'A3', 'C#4', 'F#5']	['m3', 'P5', 'P1']	[False, False, False, True]
3.75	0.25	2	['F#3', 'A3', 'C#4', 'F#5']	['m3', 'P5', 'P1']	[True, True, True, False]
4.0	1.5	2	['G#3', 'B3', 'C#4', 'C#5']	['m3', 'P4', 'P4']	[True, True, True, True]
5.5	0.5	2	['G#3', 'B3', 'C#4', 'E#4']	['m3', 'P4', 'M6']	[False, False, False, True]
6.0	0.75	3	['F#3', 'A3', 'C#4', 'F#4']	['m3', 'P5', 'P1']	[True, True, True, True]
6.75	0.25	3	['F#3', 'A3', 'C#4', 'F#4']	['m3', 'P5', 'P1']	[True, True, True, True]
7.0	0.75	3	['C#3', 'A3', 'C#4', 'C#5']	['m6', 'P1', 'P1']	[True, True, True, True]
7.75	0.25	3	['C#3', 'A3', 'C#4', 'C#5']	['m6', 'P1', 'P1']	[True, True, True, True]
8.0	0.3333	3	['C#3', 'C#4', 'E#4', 'G#4', 'C#5']	['P1', 'M3', 'P5', 'P1']	[True, True, True, True, True]
8.3333	0.3333	3	['C#3', 'C#4', 'F#4', 'A4', 'C#5']	['P1', 'P4', 'm6', 'P1']	[False, False, True, True, False]
8.6667	0.0833	3	['C#3', 'C#4', 'G#4', 'B4', 'C#5']	['P1', 'P5', 'm7', 'P1']	[False, False, True, True, False]
8.75	0.25	3	['C#3', 'C#4', 'G#4', 'B4', 'C#5']	['P1', 'P5', 'm7', 'P1']	[True, True, False, False, True]
9.0	3.0	4	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[True, True, True, True, True]
12.0	0.3333	5	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[True, True, True, True]
12.3333	0.3333	5	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[False, False, False, False]
12.6667	0.0833	5	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[False, False, False, False, True]
12.75	0.25	5	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[True, True, True, True, False]
13.0	1.5	5	['F#3', 'C#4', 'F#4', 'A4', 'F#5']	['P5', 'P1', 'm3', 'P1']	[True, True, True, True, True]
14.5	0.5	5	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[False, False, False, False, True]
15.0	0.3333	6	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[True, True, True, True]
15.3333	0.3333	6	['F#3', 'C#4', 'F#4', 'G#4', 'A4']	['P5', 'P1', 'M2', 'm3']	[False, False, False, True, False]
15.6667	0.0833	6	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[False, False, False, False]
15.75	0.25	6	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[True, True, False, True]
16.0	1.0	6	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[True, True, True, True, True]
17.0	0.5	6	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[False, False, False, False]
17.5	0.5	6	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[False, False, False, False]
18.0	0.75	7	['C#3', 'C#4', 'E#4', 'G#4']	['P1', 'M3', 'P5']	[True, True, True, True]
18.75	0.25	7	['C#3', 'C#4', 'E#4', 'G#4', 'C#5']	['P1', 'M3', 'P5', 'P1']	[True, True, True, True, True]
19.0	0.75	7	['C#3', 'C#4', 'E#4', 'G#4']	['P1', 'M3', 'P5']	[True, True, True, True]
19.75	0.25	7	['C#3', 'C#4', 'E#4', 'G#4', 'C#5']	['P1', 'M3', 'P5', 'P1']	[True, True, True, True, True]
20.0	0.3333	7	['C#3', 'C#4', 'E#4', 'G#4']	['P1', 'M3', 'P5']	[True, True, True, True]
20.3333	0.3333	7	['C#3', 'C#4', 'E#4', 'G#4', 'C#5']	['P1', 'M3', 'P5', 'P1']	[False, False, False, False, True]
20.6667	0.0833	7	['C#3', 'C#4', 'E#4', 'G#4', 'B4']	['P1', 'M3', 'P5', 'm7']	[False, False, False, False, True]
20.75	0.25	7	['C#3', 'C#4', 'E#4', 'G#4', 'B4']	['P1', 'M3', 'P5', 'm7']	[True, True, True, True, False]
21.0	2.0	8	['F#3', 'C#4', 'E4', 'A4']	['P5', 'm7', 'm3']	[True, True, True, True]
23.0	1.0	8	['F#3', 'C#4', 'E4', 'A4']	['P5', 'm7', 'm3']	[False, False, False, False]
24.0	0.3333	9	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[True, True, True, True]
24.3333	0.3333	9	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[False, False, False, False]
24.6667	0.0833	9	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[False, False, False, False, True]
24.75	0.25	9	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[True, True, True, True, False]
25.0	1.5	9	['F#3', 'C#4', 'F#4', 'A4', 'F#5']	['P5', 'P1', 'm3', 'P1']	[True, True, True, True, True]
26.5	0.5	9	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[False, False, False, False, True]
27.0	0.3333	10	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[True, True, True, True]
27.3333	0.3333	10	['F#3', 'C#4', 'F#4', 'G#4', 'A4']	['P5', 'P1', 'M2', 'm3']	[False, False, False, True, False]
27.6667	0.0833	10	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[False, False, False, False]
27.75	0.25	10	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[True, True, False, True]
28.0	1.0	10	['F#3', 'C#4', 'F#4', 'A4', 'C#5']	['P5', 'P1', 'm3', 'P5']	[True, True, True, True, True]
29.0	0.5	10	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[False, False, False, False]
29.5	0.5	10	['F#3', 'C#4', 'F#4', 'A4']	['P5', 'P1', 'm3']	[False, False, False, False]
30.0	0.3333	11	['C#3', 'A3', 'C#4', 'F#4', 'C#5']	['m6', 'P1', 'P4', 'P1']	[True, True, True, True, True]
30.3333	0.3333	11	['C#3', 'A3', 'C#4', 'F#4', 'C#5']	['m6', 'P1', 'P4', 'P1']	[False, False, False, False, False]
30.6667	0.0833	11	['C#3', 'A3', 'C#4', 'F#4', 'G#4', 'C#5']	['m6', 'P1', 'P4', 'P5', 'P1']	[False, False, False, False, True, False]
30.75	0.25	11	['C#3', 'A3', 'C#4', 'F#4', 'G#4', 'C#5']	['m6', 'P1', 'P4', 'P5', 'P1']	[True, True, True, True, False, True]
31.0	0.75	11	['C#3', 'A3', 'C#4', 'F#4', 'A4', 'C#5']	['m6', 'P1', 'P4', 'm6', 'P1']	[True, True, True, True, True, True]
31.75	0.25	11	['C#3', 'A3', 'C#4', 'F#4', 'B4', 'C#5']	['m6', 'P1', 'P4', 'm7', 'P1']	[True, True, True, True, True, True]
32.0	0.3333	11	['C#3', 'B3', 'C#4', 'E#4', 'G#4', 'C#5']	['m7', 'P1', 'M3', 'P5', 'P1']	[True, True, True, True, True, True]
32.3333	0.3333	11	['C#3', 'B3', 'C#4', 'E#4', 'G#4', 'C#5', 'D#5']	['m7', 'P1', 'M3', 'P5', 'P1', 'M2']	[False, False, False, False, False, False, True]
32.6667	0.0833	11	['C#3', 'B3', 'C#4', 'E#4', 'G#4', 'C#5', 'E#5']	['m7', 'P1', 'M3', 'P5', 'P1', 'M3']	[False, False, False, False, False, False, True]
32.75	0.25	11	['C#3', 'B3', 'C#4', 'E#4', 'G#4', 'C#5', 'E#5']	['m7', 'P1', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, False]
33.0	1.0	12	['A#2', 'F#3', 'A#3', 'E4', 'F#4', 'C#5', 'E5', 'F#5']	['m6', 'P1', 'd5', 'm6', 'm3', 'd5', 'm6']	[True, True, True, True, True, True, True, True]
34.0	0.5	12	['A#2', 'G3', 'A#3', 'E4', 'G4', 'C#5', 'E5', 'F#5']	['d7', 'P1', 'd5', 'd7', 'm3', 'd5', 'm6']	[False, True, False, False, True, False, False, False]
34.5	0.5	12	['A#2', 'G3', 'A#3', 'E4', 'G4', 'C#5', 'E5', 'G5']	['d7', 'P1', 'd5', 'd7', 'm3', 'd5', 'd7']	[False, False, False, False, False, False, False, True]
35.0	0.5	12	['A#2', 'G3', 'A#3', 'E4', 'G4', 'C#5', 'E5']	['d7', 'P1', 'd5', 'd7', 'm3', 'd5']	[False, False, False, False, False, False, False]
35.5	0.5	12	['A#2', 'G3', 'A#3', 'E4', 'G4', 'C#5', 'E5']	['d7', 'P1', 'd5', 'd7', 'm3', 'd5']	[False, False, False, False, False, False, False]
36.0	0.3333	13	['B2', 'F#3', 'B3', 'D4', 'F#4', 'B4', 'D5']	['P5', 'P1', 'm3', 'P5', 'P1', 'm3']	[True, True, True, True, True, True, True]
36.3333	0.3333	13	['B2', 'F#3', 'B3', 'D4', 'F#4', 'B4', 'C#5', 'D5']	['P5', 'P1', 'm3', 'P5', 'P1', 'M2', 'm3']	[False, False, False, False, False, False, True, False]
36.6667	0.0833	13	['B2', 'F#3', 'B3', 'D4', 'F#4', 'B4', 'D5']	['P5', 'P1', 'm3', 'P5', 'P1', 'm3']	[False, False, False, False, False, False, False]
36.75	0.25	13	['D3', 'F#3', 'B3', 'D4', 'F#4', 'B4']	['M3', 'M6', 'P1', 'M3', 'M6']	[True, True, True, True, True, False]
37.0	0.3333	13	['C#3', 'F#3', 'A3', 'C#4', 'F#4', 'A4', 'C#5']	['P4', 'm6', 'P1', 'P4', 'm6', 'P1']	[True, True, True, True, True, True, True]
37.3333	0.3333	13	['C#3', 'F#3', 'A3', 'C#4', 'F#4', 'A4', 'B4', 'C#5']	['P4', 'm6', 'P1', 'P4', 'm6', 'm7', 'P1']	[False, False, False, False, False, False, True, False]
37.6667	0.0833	13	['C#3', 'F#3', 'A3', 'C#4', 'F#4', 'A4', 'C#5']	['P4', 'm6', 'P1', 'P4', 'm6', 'P1']	[False, False, False, False, False, False, False]
37.75	0.25	13	['C#3', 'F#3', 'A3', 'C#4', 'F#4', 'A4', 'C#5']	['P4', 'm6', 'P1', 'P4', 'm6', 'P1']	[True, True, True, True, True, False, True]
38.0	0.3333	13	['C#3', 'B3', 'C#4', 'E#4', 'G#4', 'B4', 'C#5', 'E#5']	['m7', 'P1', 'M3', 'P5', 'm7', 'P1', 'M3']	[True, True, True, True, True, True, True, True]
38.3333	0.3333	13	['C#3', 'B3', 'C#4', 'E#4', 'G#4', 'A4', 'C#5', 'E#5']	['m7', 'P1', 'M3', 'P5', 'm6', 'P1', 'M3']	[False, False, False, False, False, True, False, False]
38.6667	0.0833	13	['C#3', 'B3', 'C#4', 'E#4', 'G#4', 'C#5', 'E#5']	['m7', 'P1', 'M3', 'P5', 'P1', 'M3']	[False, False, False, False, False, False, False]
