s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['E-2', 'G-3', 'B-3', 'E-4']	['m3', 'P5', 'P1']	[True, True, True, True]
0.5	0.5	1	['E-2', 'G-3', 'B-3', 'E-4']	['m3', 'P5', 'P1']	[True, True, True, False]
1.0	0.5	1	['E-2', 'G-3', 'B-3', 'E-4']	['m3', 'P5', 'P1']	[True, True, True, True]
1.5	0.5	1	['E-2', 'G-3', 'B-3', 'E-4']	['m3', 'P5', 'P1']	[True, True, True, True]
2.0	0.5	2	['B-2', 'B-3', 'D4', 'F4']	['P1', 'M3', 'P5']	[True, True, True, True]
2.5	0.5	2	['B-2', 'B-3', 'D4', 'F4']	['P1', 'M3', 'P5']	[True, True, True, False]
3.0	0.5	2	['B-2', 'B-3', 'D4', 'F4']	['P1', 'M3', 'P5']	[True, True, True, True]
3.5	0.5	2	['B-2', 'B-3', 'D4', 'F4']	['P1', 'M3', 'P5']	[True, True, True, False]
4.0	0.5	3	['E-3', 'B-3', 'E-4', 'G-4']	['P5', 'P1', 'm3']	[True, True, True, True]
4.5	0.5	3	['E-3', 'B-3', 'E-4', 'G-4']	['P5', 'P1', 'm3']	[True, True, True, False]
5.0	0.5	3	['E-3', 'B-3', 'E-4', 'G-4']	['P5', 'P1', 'm3']	[True, True, True, True]
5.5	0.5	3	['E-3', 'B-3', 'E-4', 'G-4']	['P5', 'P1', 'm3']	[True, True, True, True]
6.0	0.5	4	['E-3', 'B-3', 'E-4', 'G-4']	['P5', 'P1', 'm3']	[True, True, True, True]
6.5	0.5	4	['E-3', 'B-3', 'E-4', 'G-4']	['P5', 'P1', 'm3']	[True, True, True, False]
7.0	0.5	4	['E-3', 'B-3', 'E-4', 'G-4']	['P5', 'P1', 'm3']	[True, True, True, True]
7.5	0.5	4	['E-3', 'B-3', 'E-4', 'G-4']	['P5', 'P1', 'm3']	[True, True, True, True]
8.0	0.5	5	['D-3', 'D-4', 'F4', 'A-4']	['P1', 'M3', 'P5']	[True, True, True, True]
8.5	0.5	5	['D-3', 'D-4', 'F4', 'A-4']	['P1', 'M3', 'P5']	[True, True, True, False]
9.0	0.5	5	['D-3', 'D-4', 'F4', 'A-4']	['P1', 'M3', 'P5']	[True, True, True, True]
9.5	0.5	5	['D-3', 'D-4', 'F4', 'A-4']	['P1', 'M3', 'P5']	[True, True, True, False]
10.0	0.5	6	['G-3', 'D-4', 'G-4', 'B-4']	['P5', 'P1', 'M3']	[True, True, True, True]
10.5	0.5	6	['G-3', 'D-4', 'G-4', 'B-4']	['P5', 'P1', 'M3']	[True, True, True, False]
11.0	0.5	6	['G-3', 'D-4', 'G-4', 'B-4']	['P5', 'P1', 'M3']	[True, True, True, True]
11.5	0.5	6	['G-3', 'D-4', 'G-4', 'B-4']	['P5', 'P1', 'M3']	[True, True, True, True]
12.0	0.5	7	['G-3', 'D-4', 'G-4', 'B-4']	['P5', 'P1', 'M3']	[True, True, True, True]
12.5	0.5	7	['G-3', 'D-4', 'G-4', 'B-4']	['P5', 'P1', 'M3']	[True, True, True, False]
13.0	0.5	7	['G-3', 'D-4', 'G-4', 'B-4']	['P5', 'P1', 'M3']	[True, True, True, True]
13.5	0.5	7	['G-3', 'C-4', 'F4', 'A-4']	['P4', 'M7', 'M2']	[True, True, True, True]
14.0	0.5	8	['G-3', 'B-3', 'D-4', 'G-4']	['M3', 'P5', 'P1']	[True, True, True, True]
14.5	0.5	8	['G-3', 'B-3', 'D-4', 'G-4']	['M3', 'P5', 'P1']	[True, True, True, False]
15.0	0.5	8	['G-3', 'B-3', 'D-4', 'F4']	['M3', 'P5', 'M7']	[True, True, True, True]
15.5	0.5	8	['G-3', 'B-3', 'D-4', 'F4']	['M3', 'P5', 'M7']	[True, True, True, False]
16.0	0.5	9	['G-3', 'B-3', 'D-4', 'E4']	['M3', 'P5', 'A6']	[True, True, True, True]
16.5	0.5	9	['G-3', 'B-3', 'D-4', 'E4']	['M3', 'P5', 'A6']	[True, True, True, False]
17.0	0.5	9	['G-3', 'B-3', 'D-4', 'E4']	['M3', 'P5', 'A6']	[True, True, True, False]
17.5	0.5	9	['G-3', 'B-3', 'D-4', 'E4']	['M3', 'P5', 'A6']	[True, True, True, False]
18.0	0.5	10	['F3', 'B-3', 'D-4', 'F4']	['P4', 'm6', 'P1']	[True, True, True, True]
18.5	0.5	10	['F3', 'B-3', 'D-4', 'F4']	['P4', 'm6', 'P1']	[True, True, True, False]
19.0	0.5	10	['D-3', 'B-3', 'D-4', 'F4', 'B-4']	['M6', 'P1', 'M3', 'M6']	[True, True, True, True, True]
19.5	0.5	10	['B-2', 'B-3', 'D-4', 'F4', 'D-5']	['P1', 'm3', 'P5', 'm3']	[True, True, True, True, True]
20.0	0.5	11	['C-3', 'A-3', 'C-4', 'F4', 'C-5']	['M6', 'P1', 'A4', 'P1']	[True, True, True, True, True]
20.5	0.5	11	['C-3', 'A-3', 'C-4', 'F4', 'C-5']	['M6', 'P1', 'A4', 'P1']	[True, True, True, True, False]
21.0	0.5	11	['C-3', 'G-3', 'B-3', 'E4']	['P5', 'M7', 'A3']	[True, True, True, True]
21.5	0.5	11	['C-3', 'G-3', 'B-3', 'E4']	['P5', 'M7', 'A3']	[True, True, True, False]
22.0	0.5	12	['F2', 'A-3', 'C-4', 'F4']	['m3', 'd5', 'P1']	[True, True, True, True]
22.5	0.5	12	['F2', 'A-3', 'C-4', 'F4']	['m3', 'd5', 'P1']	[True, True, True, False]
23.0	0.5	12	['F2', 'A-3', 'C-4', 'F4']	['m3', 'd5', 'P1']	[True, True, True, True]
23.5	0.5	12	['F2', 'A-3', 'C-4', 'F4']	['m3', 'd5', 'P1']	[True, True, True, True]
24.0	0.5	13	['E-2', 'B-3', 'D-4', 'G4']	['P5', 'm7', 'M3']	[True, True, True, True]
24.5	0.5	13	['E-2', 'B-3', 'D-4', 'G4']	['P5', 'm7', 'M3']	[True, True, True, True]
25.0	0.5	13	['E-2', 'B-3', 'D-4', 'G4']	['P5', 'm7', 'M3']	[True, True, True, True]
25.5	0.5	13	['E-2', 'B-3', 'D-4', 'G4']	['P5', 'm7', 'M3']	[True, True, True, True]
