s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	1	['B-2', 'D3', 'B-3', 'F4']	['M3', 'P1', 'P5']	[True, True, True, True]
1.0	1.0	1	['E-2', 'E-3', 'B-3', 'G4']	['P1', 'P5', 'M3']	[True, True, True, True]
2.0	0.5	1			
2.5	0.5	1	['F2', 'E-3', 'A3', 'F4']	['m7', 'M3', 'P1']	[True, True, True, True]
3.0	0.5	2	['B-2', 'D3', 'B-3', 'F4']	['M3', 'P1', 'P5']	[True, True, True, True]
3.5	0.5	2	['B-2', 'D3', 'B-3', 'F4']	['M3', 'P1', 'P5']	[False, False, False, False]
4.0	1.0	2	['E-2', 'E-3', 'B-3', 'G4']	['P1', 'P5', 'M3']	[True, True, True, True]
5.0	0.5	2	['G4']	[]	[False]
5.5	0.5	2	['F2', 'E-3', 'A3', 'F4']	['m7', 'M3', 'P1']	[True, True, True, True]
6.0	0.5	3	['B-2', 'D3', 'B-3', 'F4']	['M3', 'P1', 'P5']	[True, True, True, True]
6.5	0.5	3	['F4']	[]	[True]
7.0	1.0	3	['G2', 'D3', 'B-3', 'D4', 'B-4']	['P5', 'm3', 'P5', 'm3']	[True, True, True, True, True]
8.0	0.5	3	['G2', 'D3', 'B-3', 'D4', 'B-4']	['P5', 'm3', 'P5', 'm3']	[False, False, False, False, False]
8.5	0.5	3	['G2', 'D3', 'G3', 'B-3', 'D4', 'G4']	['P5', 'P1', 'm3', 'P5', 'P1']	[False, False, True, False, False, True]
9.0	0.75	4	['C3', 'A-3', 'B3', 'F4']	['m6', 'M7', 'P4']	[True, True, True, True]
9.75	0.25	4	['C3', 'G3', 'C4', 'E-4']	['P5', 'P1', 'm3']	[False, True, True, True]
10.0	0.5	4	['C3', 'G3', 'C4', 'E-4']	['P5', 'P1', 'm3']	[False, True, True, True]
10.5	0.5	4	['F2', 'F3', 'C4', 'E-4', 'A-4']	['P1', 'P5', 'm7', 'm3']	[True, True, True, False, True]
11.0	0.5	4	['F2', 'F3', 'C4', 'A-4']	['P1', 'P5', 'm3']	[False, False, False, False]
11.5	0.5	4	['G2', 'F3', 'B3', 'G4']	['m7', 'M3', 'P1']	[True, True, True, True]
12.0	0.5	5	['C3', 'E-3', 'C4', 'G4']	['m3', 'P1', 'P5']	[True, True, True, True]
12.5	0.5	5	['C3', 'E-3', 'C4', 'G4']	['m3', 'P1', 'P5']	[False, False, False, False]
13.0	1.0	5	['F2', 'F3', 'C4', 'A-4']	['P1', 'P5', 'm3']	[True, True, True, True]
14.0	0.5	5	['A-4']	[]	[False]
14.5	0.5	5	['G2', 'F3', 'B3', 'G4']	['m7', 'M3', 'P1']	[True, True, True, True]
15.0	0.5	6	['C3', 'E-3', 'C4', 'G4']	['m3', 'P1', 'P5']	[True, True, True, True]
15.5	0.5	6	['C3', 'E-3', 'C4', 'G4']	['m3', 'P1', 'P5']	[False, False, False, False]
16.0	1.0	6	['E-3', 'G3', 'C4', 'G4', 'C5']	['M3', 'M6', 'M3', 'M6']	[True, True, True, True, True]
17.0	0.5	6	['E-3', 'G3', 'C4', 'G4', 'C5']	['M3', 'M6', 'M3', 'M6']	[False, False, False, False, False]
17.5	0.5	6	['E-3', 'G-3', 'C4', 'G-4', 'B-4', 'C5']	['m3', 'M6', 'm3', 'P5', 'M6']	[False, True, False, True, True, False]
18.0	0.75	7	['E-3', 'F3', 'C4', 'F4', 'B-4']	['M2', 'M6', 'M2', 'P5']	[True, True, True, True, True]
18.75	0.25	7	['E-3', 'F3', 'C4', 'F4', 'A4', 'B-4']	['M2', 'M6', 'M2', 'A4', 'P5']	[False, False, False, False, True, False]
19.0	1.0	7	['E-3', 'F3', 'C4', 'F4', 'A4']	['M2', 'M6', 'M2', 'A4']	[False, False, False, False, True]
20.0	0.5	7	['E-3', 'F3', 'C4', 'F4', 'A4']	['M2', 'M6', 'M2', 'A4']	[True, True, True, True, True]
20.5	0.5	7	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, True]
21.0	1.5	8	['C3', 'F3', 'E-4', 'A4', 'E-5']	['P4', 'm3', 'M6', 'm3']	[True, True, True, True, True]
22.5	0.5	8	['B-2', 'F3', 'D4', 'B-4', 'D5']	['P5', 'M3', 'P1', 'M3']	[True, True, True, True, True]
23.0	0.5	8	['E-3', 'G3', 'C4', 'G4', 'C5']	['M3', 'M6', 'M3', 'M6']	[True, True, True, True, True]
23.5	0.5	8	['E3', 'C4', 'G4', 'B-4']	['m6', 'm3', 'd5']	[True, True, True, True]
24.0	1.0	9	['F3', 'C4', 'F4', 'B-4']	['P5', 'P1', 'P4']	[True, True, True, True]
25.0	1.0	9	['F3', 'C4', 'F4', 'A4']	['P5', 'P1', 'M3']	[False, False, False, True]
26.0	0.75	9	['E-3', 'F3', 'A3', 'C4', 'F4', 'A4']	['M2', 'A4', 'M6', 'M2', 'A4']	[True, True, True, True, True, True]
26.75	0.25	9	['D3', 'F3', 'B-3', 'D4', 'F4', 'B-4']	['m3', 'm6', 'P1', 'm3', 'm6']	[True, True, True, True, True, True]
27.0	1.5	10	['C3', 'F3', 'A3', 'E-4', 'F4', 'E-5']	['P4', 'M6', 'm3', 'P4', 'm3']	[True, True, True, True, True, True]
28.5	0.5	10	['B-2', 'F3', 'B-3', 'D4', 'F4', 'D5']	['P5', 'P1', 'M3', 'P5', 'M3']	[True, True, True, True, True, True]
29.0	0.5	10	['E-3', 'F3', 'A3', 'C4', 'F4', 'C5']	['M2', 'A4', 'M6', 'M2', 'M6']	[True, True, True, True, True, True]
29.5	0.25	10	['E-3', 'F3', 'A3', 'C4', 'F4', 'B4']	['M2', 'A4', 'M6', 'M2', 'A5']	[False, False, False, False, False, True]
29.75	0.25	10	['D3', 'F3', 'G3', 'B3', 'F4', 'B4']	['m3', 'P4', 'M6', 'm3', 'M6']	[True, True, True, True, True, False]
30.0	1.0	11	['D3', 'F3', 'G3', 'B3', 'F4', 'B4']	['m3', 'P4', 'M6', 'm3', 'M6']	[True, True, True, True, True, True]
31.0	1.0	11	['C3', 'F3', 'G3', 'C4', 'F4', 'C5']	['P4', 'P5', 'P1', 'P4', 'P1']	[True, False, False, True, False, True]
32.0	0.5	11	['B2', 'F3', 'G3', 'D4', 'F4', 'D5']	['d5', 'm6', 'm3', 'd5', 'm3']	[True, False, False, True, False, True]
32.5	0.5	11	['B2', 'F3', 'G3', 'D4', 'F4', 'D5']	['d5', 'm6', 'm3', 'd5', 'm3']	[False, False, False, False, False, True]
33.0	1.0	12	['B2', 'G3', 'D4', 'E-4', 'D5']	['m6', 'm3', 'd4', 'm3']	[False, False, False, True, True]
34.0	0.5	12	['C3', 'G3', 'D4', 'E-4', 'D5']	['P5', 'M2', 'm3', 'M2']	[True, False, False, False, False]
34.5	0.5	12	['C3', 'G3', 'C4', 'E-4']	['P5', 'P1', 'm3']	[False, False, True, False]
35.0	0.5	12	['A2', 'G3', 'C4', 'E-4', 'C5']	['m7', 'm3', 'd5', 'm3']	[True, False, False, False, True]
35.5	0.5	12	['A2', 'F3', 'C4', 'E-4', 'C5']	['m6', 'm3', 'd5', 'm3']	[False, True, False, False, True]
36.0	1.0	13	['A2', 'F3', 'C4', 'D4', 'C5']	['m6', 'm3', 'P4', 'm3']	[False, False, False, True, True]
37.0	0.5	13	['B-2', 'F3', 'C4', 'D4', 'C5']	['P5', 'M2', 'M3', 'M2']	[True, False, False, False, False]
37.5	0.5	13	['B-2', 'F3', 'B-3', 'D4', 'B-4']	['P5', 'P1', 'M3', 'P1']	[False, False, True, False, True]
38.0	0.5	13	['E-2', 'E-3', 'G3', 'B-3', 'D4', 'B-4']	['P1', 'M3', 'P5', 'M7', 'P5']	[True, True, True, False, False, True]
38.5	0.5	13	['E2', 'E3', 'G3', 'B-3', 'D4', 'G4']	['P1', 'm3', 'd5', 'm7', 'm3']	[True, True, False, False, False, True]
39.0	0.5	14	['F2', 'F3', 'B-3', 'D4', 'F4']	['P1', 'P4', 'M6', 'P1']	[True, True, True, True, True]
39.5	0.5	14	['F2', 'F3', 'B-3', 'D4', 'B-4']	['P1', 'P4', 'M6', 'P4']	[False, False, False, False, True]
40.0	1.0	14	['F2', 'E-3', 'F3', 'B-3', 'C4', 'C5']	['m7', 'P1', 'P4', 'P5', 'P5']	[False, True, False, False, True, True]
41.0	0.5	14	['F2', 'E-3', 'A3', 'C4', 'C5']	['m7', 'M3', 'P5', 'P5']	[True, False, True, False, False]
41.5	0.25	14	['F2', 'E-3', 'A3', 'C4', 'B-4']	['m7', 'M3', 'P5', 'P4']	[False, False, False, False, True]
41.75	0.25	14	['F2', 'E-3', 'A3', 'B-3', 'B-4']	['m7', 'M3', 'P4', 'P4']	[False, False, False, True, False]
42.0	1.0	15	['F#1', 'F#2', 'D3', 'B-3', 'B-4']	['P1', 'm6', 'd4', 'd4']	[True, True, True, True, True]
43.0	1.0	15	['G1', 'G2', 'D3', 'B-3', 'B-4']	['P1', 'P5', 'm3', 'm3']	[True, True, False, False, False]
44.0	0.5	15	['E-1', 'E-2', 'C3', 'B-3']	['P1', 'M6', 'P5']	[True, True, True, True]
44.5	0.5	15	['E1', 'E2', 'C#3', 'G3']	['P1', 'M6', 'm3']	[True, True, True, True]
45.0	0.5	16	['F1', 'F2', 'D3', 'F3']	['P1', 'M6', 'P1']	[True, True, True, True]
45.5	0.5	16	['F1', 'F2', 'D3', 'B-3']	['P1', 'M6', 'P4']	[False, False, False, True]
46.0	1.0	16	['F1', 'F2', 'E-3', 'B-3', 'C4']	['P1', 'm7', 'P4', 'P5']	[False, False, True, False, True]
47.0	0.75	16	['F2', 'E-3', 'F3', 'A3', 'C4']	['m7', 'P1', 'M3', 'P5']	[False, False, True, True, False]
47.75	0.25	16	['F2', 'E-3', 'F3', 'A3', 'B-3']	['m7', 'P1', 'M3', 'P4']	[False, False, False, False, True]
48.0	1.0	17	['B-2', 'D3', 'B-3', 'F4']	['M3', 'P1', 'P5']	[True, True, True, True]
49.0	1.0	17	['E-2', 'E-3', 'B-3', 'G4']	['P1', 'P5', 'M3']	[True, True, True, True]
50.0	0.5	17			
50.5	0.5	17	['F2', 'E-3', 'A3', 'F4']	['m7', 'M3', 'P1']	[True, True, True, True]
51.0	0.5	18	['B-2', 'D3', 'B-3', 'F4']	['M3', 'P1', 'P5']	[True, True, True, True]
51.5	0.5	18	['B-2', 'D3', 'B-3', 'F4']	['M3', 'P1', 'P5']	[False, False, False, False]
52.0	1.0	18	['E-2', 'E-3', 'B-3', 'G4']	['P1', 'P5', 'M3']	[True, True, True, True]
53.0	0.5	18	['G4']	[]	[False]
53.5	0.5	18	['F2', 'E-3', 'A3', 'F4']	['m7', 'M3', 'P1']	[True, True, True, True]
54.0	0.5	19	['B-2', 'D3', 'B-3', 'F4']	['M3', 'P1', 'P5']	[True, True, True, True]
54.5	0.5	19	['F4']	[]	[True]
55.0	1.5	19	['G2', 'D3', 'B-3', 'D4', 'B-4']	['P5', 'm3', 'P5', 'm3']	[True, True, True, True, True]
56.5	0.5	19	['G2', 'D3', 'G3', 'B-3', 'D4', 'G4']	['P5', 'P1', 'm3', 'P5', 'P1']	[False, False, True, False, False, True]
57.0	0.75	20	['C3', 'A-3', 'B3', 'F4']	['m6', 'M7', 'P4']	[True, True, True, True]
57.75	0.25	20	['C3', 'G3', 'C4', 'E-4']	['P5', 'P1', 'm3']	[False, True, True, True]
58.0	0.5	20	['C3', 'G3', 'C4', 'E-4']	['P5', 'P1', 'm3']	[False, True, True, True]
