s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.25	0	['B4']	[]	[True]
0.25	0.125	1	['C#3', 'B4', 'E5']	['m7', 'm3']	[True, True, True]
0.375	0.125	1	['C#3', 'B3', 'B4', 'E5']	['m7', 'm7', 'm3']	[False, True, False, False]
0.5	0.125	1	['C#3', 'E4', 'B4', 'E5']	['m3', 'm7', 'm3']	[False, True, False, False]
0.625	0.125	1	['C#3', 'G4', 'B4', 'E5']	['d5', 'm7', 'm3']	[False, True, False, False]
0.75	0.125	1	['C#3', 'B4', 'E5']	['m7', 'm3']	[True, True, True]
0.875	0.125	1	['C#3', 'B3', 'B4', 'E5']	['m7', 'm7', 'm3']	[False, True, False, False]
1.0	0.125	1	['C#3', 'E4', 'B4', 'E5']	['m3', 'm7', 'm3']	[False, True, True, False]
1.125	0.125	1	['C#3', 'G4', 'B4', 'E5']	['d5', 'm7', 'm3']	[False, True, False, False]
1.25	0.125	1	['F#3', 'A#4', 'C#5']	['M3', 'P5']	[True, True, True]
1.375	0.125	1	['F#3', 'A#3', 'A#4', 'C#5']	['M3', 'M3', 'P5']	[False, True, False, False]
1.5	0.125	1	['F#3', 'E4', 'A#4', 'C#5']	['m7', 'M3', 'P5']	[False, True, False, False]
1.625	0.125	1	['F#3', 'F#4', 'A#4', 'C#5']	['P1', 'M3', 'P5']	[False, True, False, False]
1.75	0.125	1	['F#3', 'B4', 'C#5']	['P4', 'P5']	[True, True, True]
1.875	0.125	1	['F#3', 'A#3', 'B4', 'C#5']	['M3', 'P4', 'P5']	[False, True, False, False]
2.0	0.125	1	['F#3', 'E4', 'C#5']	['m7', 'P5']	[False, True, False]
2.125	0.125	1	['F#3', 'F#4', 'C#5']	['P1', 'P5']	[False, True, False]
2.25	0.125	2	['B2', 'D5']	['m3']	[True, True]
2.375	0.125	2	['B2', 'B3', 'D5']	['P1', 'm3']	[False, True, False]
2.5	0.125	2	['B2', 'D4', 'D5']	['m3', 'm3']	[False, True, False]
2.625	0.125	2	['B2', 'F#4', 'D5']	['P5', 'm3']	[False, True, False]
2.75	0.125	2	['B2', 'D5']	['m3']	[True, False]
2.875	0.125	2	['B2', 'B3', 'D5']	['P1', 'm3']	[False, True, False]
3.0	0.125	2	['B2', 'D4', 'D5']	['m3', 'm3']	[False, True, False]
3.125	0.125	2	['B2', 'F#4', 'D5']	['P5', 'm3']	[False, True, False]
3.25	0.125	2	['D3', 'B4']	['M6']	[True, True]
3.375	0.125	2	['D3', 'B3', 'B4']	['M6', 'M6']	[False, True, False]
3.5	0.125	2	['D3', 'D4', 'B4']	['P1', 'M6']	[False, True, False]
3.625	0.125	2	['D3', 'F#4', 'B4']	['M3', 'M6']	[False, True, False]
3.75	0.125	2	['D3', 'B4']	['M6']	[True, True]
3.875	0.125	2	['D3', 'B3', 'B4']	['M6', 'M6']	[False, True, False]
4.0	0.125	2	['D3', 'D4', 'B4']	['P1', 'M6']	[False, True, False]
4.125	0.125	2	['D3', 'F#4', 'B4']	['M3', 'M6']	[False, True, False]
4.25	0.125	3	['C#3', 'B4', 'E5']	['m7', 'm3']	[True, True, True]
4.375	0.125	3	['C#3', 'B3', 'B4', 'E5']	['m7', 'm7', 'm3']	[False, True, False, False]
4.5	0.125	3	['C#3', 'E4', 'B4', 'E5']	['m3', 'm7', 'm3']	[False, True, False, False]
4.625	0.125	3	['C#3', 'G4', 'B4', 'E5']	['d5', 'm7', 'm3']	[False, True, False, False]
4.75	0.125	3	['C#3', 'B4', 'E5']	['m7', 'm3']	[True, False, True]
4.875	0.125	3	['C#3', 'B3', 'B4', 'E5']	['m7', 'm7', 'm3']	[False, True, False, False]
5.0	0.125	3	['C#3', 'E4', 'B4', 'E5']	['m3', 'm7', 'm3']	[False, True, True, False]
5.125	0.125	3	['C#3', 'G4', 'B4', 'E5']	['d5', 'm7', 'm3']	[False, True, False, False]
5.25	0.125	3	['F#3', 'A#4', 'C#5']	['M3', 'P5']	[True, True, True]
5.375	0.125	3	['F#3', 'A#3', 'A#4', 'C#5']	['M3', 'M3', 'P5']	[False, True, False, False]
5.5	0.125	3	['F#3', 'E4', 'A#4', 'C#5']	['m7', 'M3', 'P5']	[False, True, False, False]
5.625	0.125	3	['F#3', 'F#4', 'A#4', 'C#5']	['P1', 'M3', 'P5']	[False, True, False, False]
5.75	0.125	3	['F#3', 'B4', 'C#5']	['P4', 'P5']	[True, True, True]
5.875	0.125	3	['F#3', 'A#3', 'B4', 'C#5']	['M3', 'P4', 'P5']	[False, True, False, False]
6.0	0.125	3	['F#3', 'E4', 'C#5']	['m7', 'P5']	[False, True, False]
6.125	0.125	3	['F#3', 'F#4', 'C#5']	['P1', 'P5']	[False, True, False]
6.25	0.125	4	['B2', 'D5']	['m3']	[True, True]
6.375	0.125	4	['B2', 'B3', 'D5']	['P1', 'm3']	[False, True, False]
6.5	0.125	4	['B2', 'D4', 'D5']	['m3', 'm3']	[False, True, False]
6.625	0.125	4	['B2', 'F#4', 'D5']	['P5', 'm3']	[False, True, False]
6.75	0.125	4	['B2', 'D5']	['m3']	[True, False]
6.875	0.125	4	['B2', 'B3', 'D5']	['P1', 'm3']	[False, True, False]
7.0	0.125	4	['B2', 'D4', 'D5']	['m3', 'm3']	[False, True, False]
7.125	0.125	4	['B2', 'F#4', 'D5']	['P5', 'm3']	[False, True, False]
7.25	0.125	4	['D3', 'B4']	['M6']	[True, True]
7.375	0.125	4	['D3', 'B3', 'B4']	['M6', 'M6']	[False, True, False]
7.5	0.125	4	['D3', 'D4', 'B4']	['P1', 'M6']	[False, True, False]
7.625	0.125	4	['D3', 'F#4', 'B4']	['M3', 'M6']	[False, True, False]
7.75	0.125	4	['D3', 'B4']	['M6']	[True, True]
7.875	0.125	4	['D3', 'B3', 'B4']	['M6', 'M6']	[False, True, False]
8.0	0.125	4	['D3', 'D4', 'B4', 'D5']	['P1', 'M6', 'P1']	[False, True, False, True]
8.125	0.125	4	['D3', 'F#4', 'B4', 'D5']	['M3', 'M6', 'P1']	[False, True, False, False]
8.25	0.125	5	['E3', 'D5', 'G5']	['m7', 'm3']	[True, True, True]
8.375	0.125	5	['E3', 'D4', 'D5', 'G5']	['m7', 'm7', 'm3']	[False, True, False, False]
8.5	0.125	5	['E3', 'G4', 'D5', 'G5']	['m3', 'm7', 'm3']	[False, True, False, False]
8.625	0.125	5	['E3', 'B-4', 'D5', 'G5']	['d5', 'm7', 'm3']	[False, True, False, False]
8.75	0.125	5	['E3', 'D5', 'G5']	['m7', 'm3']	[True, True, True]
8.875	0.125	5	['E3', 'D4', 'D5', 'G5']	['m7', 'm7', 'm3']	[False, True, False, False]
9.0	0.125	5	['E3', 'G4', 'D5', 'G5']	['m3', 'm7', 'm3']	[False, True, True, False]
9.125	0.125	5	['E3', 'B-4', 'D5', 'G5']	['d5', 'm7', 'm3']	[False, True, False, False]
9.25	0.125	5	['A3', 'C#5', 'E5']	['M3', 'P5']	[True, True, True]
9.375	0.125	5	['A3', 'C#4', 'C#5', 'E5']	['M3', 'M3', 'P5']	[False, True, False, False]
9.5	0.125	5	['A3', 'G4', 'C#5', 'E5']	['m7', 'M3', 'P5']	[False, True, False, False]
9.625	0.125	5	['A3', 'A4', 'C#5', 'E5']	['P1', 'M3', 'P5']	[False, True, False, False]
9.75	0.125	5	['A3', 'D5', 'E5']	['P4', 'P5']	[True, True, True]
9.875	0.125	5	['A3', 'C#4', 'D5', 'E5']	['M3', 'P4', 'P5']	[False, True, False, False]
10.0	0.125	5	['A3', 'G4', 'E5']	['m7', 'P5']	[False, True, False]
10.125	0.125	5	['A3', 'A4', 'E5']	['P1', 'P5']	[False, True, False]
