s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	0	['D3', 'F#3', 'A3', 'D4', 'F#4']	['M3', 'P5', 'P1', 'M3']	[True, True, True, True, True]
1.0	1.0	1	['D3', 'F#3', 'A3', 'D4', 'F#4']	['M3', 'P5', 'P1', 'M3']	[True, True, True, True, True]
2.0	1.0	1	['D3', 'F#3', 'A3', 'D4', 'F#4']	['M3', 'P5', 'P1', 'M3']	[False, False, False, False, False]
3.0	1.0	1	['D3', 'F#3', 'A3', 'D4', 'F#4']	['M3', 'P5', 'P1', 'M3']	[False, False, False, False, False]
4.0	2.0	2	['D3', 'F#3', 'A3', 'D4', 'F#4']	['M3', 'P5', 'P1', 'M3']	[False, False, False, False, False]
6.0	1.0	2	['D3', 'F#3', 'A3', 'D4', 'F#4']	['M3', 'P5', 'P1', 'M3']	[False, False, False, False, False]
7.0	3.0	3	['B2', 'F#3', 'B3', 'D4']	['P5', 'P1', 'm3']	[True, True, True, True]
10.0	3.0	4	['B2', 'F#3', 'B3', 'D4']	['P5', 'P1', 'm3']	[False, False, False, False]
13.0	3.0	5	['B2', 'G3', 'D4', 'G4']	['m6', 'm3', 'm6']	[False, True, True, True]
16.0	1.0	6	['C#3', 'A3', 'E4', 'G4']	['m6', 'm3', 'd5']	[True, True, True, True]
17.0	1.0	6	['C#3', 'A3', 'E4', 'G4']	['m6', 'm3', 'd5']	[False, False, False, False]
18.0	1.0	6	['C#3', 'A3', 'E4', 'G4']	['m6', 'm3', 'd5']	[False, False, False, False]
19.0	2.0	7	['D3', 'A3', 'D4', 'G4']	['P5', 'P1', 'P4']	[True, True, True, True]
21.0	1.0	7	['D3', 'A3', 'D4', 'F#4']	['P5', 'P1', 'M3']	[False, False, False, True]
22.0	2.0	8	['D3', 'A3', 'D4', 'F#4']	['P5', 'P1', 'M3']	[False, False, False, False]
24.0	1.0	8	['D3', 'A3', 'F#4']	['P5', 'M3']	[False, False, False]
25.0	3.0	9	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P1', 'M3']	[True, True, True, True, True]
28.0	2.0	10	['B3', 'D4', 'B4', 'D5']	['m3', 'P1', 'm3']	[True, True, True, True]
30.0	1.0	10	['G3', 'B3', 'D4', 'G4', 'B4']	['M3', 'P5', 'P1', 'M3']	[True, True, True, True, True]
31.0	3.0	11	['F#3', 'A3', 'D4', 'A4']	['m3', 'm6', 'm3']	[True, True, True, True]
34.0	3.0	12	['F#3', 'A3', 'D4', 'A4']	['m3', 'm6', 'm3']	[False, False, False, False]
37.0	3.0	13	['E2', 'B2', 'D3', 'G3', 'B3', 'D4', 'G4']	['P5', 'm7', 'm3', 'P5', 'm7', 'm3']	[True, True, True, True, True, True, True]
