s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.25	1	['D3', 'A3', 'F#4', 'A4', 'D5']	['P5', 'M3', 'P5', 'P1']	[True, True, True, True, True]
0.25	0.25	1	['D3', 'A3', 'D5']	['P5', 'P1']	[False, False, False]
0.5	0.25	1	['D3', 'A3', 'F#4', 'A4', 'D5']	['P5', 'M3', 'P5', 'P1']	[True, True, True, True, True]
0.75	0.25	1	['D3', 'A3', 'D5']	['P5', 'P1']	[False, False, False]
1.0	0.25	1	['D3', 'A3', 'E4', 'G4', 'C#5']	['P5', 'M2', 'P4', 'M7']	[True, True, True, True, True]
1.25	0.25	1	['D3', 'A3', 'C#5']	['P5', 'M7']	[False, False, False]
1.5	0.25	1	['D3', 'A3', 'E4', 'G4', 'C#5']	['P5', 'M2', 'P4', 'M7']	[True, True, True, True, True]
1.75	0.25	1	['D3', 'A3', 'C#5']	['P5', 'M7']	[False, False, False]
2.0	0.25	2	['D3', 'A3', 'F#4', 'A4', 'D5']	['P5', 'M3', 'P5', 'P1']	[True, True, True, True, True]
2.25	0.25	2	['D3', 'A3', 'D5']	['P5', 'P1']	[False, False, False]
2.5	0.25	2	['D3', 'A3', 'F#4', 'A4', 'D5']	['P5', 'M3', 'P5', 'P1']	[True, True, True, True, False]
2.75	0.25	2	['D3', 'A3', 'D5']	['P5', 'P1']	[False, False, False]
3.0	0.25	2	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, True]
3.25	0.25	2	['D3', 'A3', 'A4', 'D5']	['P5', 'P5', 'P1']	[False, False, False, True]
3.5	0.25	2	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, True]
3.75	0.25	2	['D3', 'A3', 'A4', 'D5']	['P5', 'P5', 'P1']	[False, False, False, True]
4.0	0.25	3	['D3', 'G3', 'G4', 'B4']	['P4', 'P4', 'M6']	[True, True, True, True]
4.25	0.25	3	['D3', 'G3', 'B4', 'D5']	['P4', 'M6', 'P1']	[False, False, False, True]
4.5	0.25	3	['D3', 'G3', 'G4', 'B4', 'D5']	['P4', 'P4', 'M6', 'P1']	[True, True, True, True, True]
4.75	0.25	3	['D3', 'G3', 'D5']	['P4', 'P1']	[False, False, False]
5.0	0.25	3	['D3', 'G3', 'G4', 'B4']	['P4', 'P4', 'M6']	[True, True, True, True]
5.25	0.25	3	['D3', 'G3', 'B4', 'D5']	['P4', 'M6', 'P1']	[False, False, False, True]
5.5	0.25	3	['D3', 'G3', 'G4', 'B4', 'D5']	['P4', 'P4', 'M6', 'P1']	[True, True, True, True, True]
5.75	0.25	3	['D3', 'G3', 'D5']	['P4', 'P1']	[False, False, False]
6.0	0.25	4	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, True]
6.25	0.25	4	['D3', 'A3', 'A4', 'D5']	['P5', 'P5', 'P1']	[False, False, False, True]
6.5	0.25	4	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, False]
6.75	0.25	4	['D3', 'A3', 'A4', 'D5']	['P5', 'P5', 'P1']	[False, False, False, True]
7.0	0.25	4	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, True]
7.25	0.25	4	['D3', 'A3', 'D5']	['P5', 'P1']	[False, False, True]
7.5	0.25	4	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, True]
7.75	0.25	4	['D3', 'A3', 'A4', 'D5']	['P5', 'P5', 'P1']	[False, False, False, True]
8.0	0.25	5	['D3', 'A3', 'E4', 'G4', 'A4']	['P5', 'M2', 'P4', 'P5']	[True, True, True, True, True]
8.25	0.25	5	['D3', 'A3', 'A4', 'C#5']	['P5', 'P5', 'M7']	[False, False, False, True]
8.5	0.25	5	['D3', 'A3', 'E4', 'G4', 'A4']	['P5', 'M2', 'P4', 'P5']	[True, True, True, True, False]
8.75	0.25	5	['D3', 'A3', 'A4', 'C#5']	['P5', 'P5', 'M7']	[False, False, False, True]
9.0	0.25	5	['D3', 'A3', 'E4', 'G4']	['P5', 'M2', 'P4']	[True, True, True, True]
9.25	0.25	5	['D3', 'A3', 'G4', 'C#5']	['P5', 'P4', 'M7']	[False, False, False, True]
9.5	0.25	5	['D3', 'A3', 'E4', 'G4', 'A4']	['P5', 'M2', 'P4', 'P5']	[True, True, True, True, True]
9.75	0.25	5	['D3', 'A3', 'A4', 'C#5']	['P5', 'P5', 'M7']	[False, False, False, True]
10.0	0.25	6	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, True]
10.25	0.25	6	['D3', 'A3', 'F#4', 'D5']	['P5', 'M3', 'P1']	[False, False, False, True]
10.5	0.25	6	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, True]
10.75	0.25	6	['D3', 'A3', 'A4', 'D5']	['P5', 'P5', 'P1']	[False, False, False, True]
11.0	0.25	6	['D3', 'A3', 'F#4', 'A4']	['P5', 'M3', 'P5']	[True, True, True, True]
