s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['B3', 'B4']	['P1']	[True, True]
0.5	1.0	1	['F#3', 'F#4']	['P1']	[True, True]
1.5	0.5	2	['E3', 'E4']	['P1']	[True, True]
2.0	1.0	2	['B2', 'B3']	['P1']	[True, True]
3.0	0.1667	3	['F#2', 'C#3', 'A#3', 'F#4']	['P5', 'M3', 'P1']	[True, True, True, True]
3.1667	0.1667	3	['F#2', 'C#3', 'A#3', 'F#4']	['P5', 'M3', 'P1']	[False, False, False, True]
3.3333	0.1667	3	['F#2', 'C#3', 'A#3', 'F#4']	['P5', 'M3', 'P1']	[False, False, False, True]
3.5	0.1667	3	['F#2', 'D3', 'B3', 'F#4']	['m6', 'P4', 'P1']	[True, True, True, True]
3.6667	0.1667	3	['F#2', 'D3', 'B3', 'F#4']	['m6', 'P4', 'P1']	[False, False, False, True]
3.8333	0.1667	3	['F#2', 'D3', 'B3', 'F#4']	['m6', 'P4', 'P1']	[False, False, False, True]
4.0	0.1667	3	['F#2', 'E3', 'C#4', 'F#4']	['m7', 'P5', 'P1']	[True, True, True, True]
4.1667	0.1667	3	['F#2', 'E3', 'C#4', 'G#4']	['m7', 'P5', 'M2']	[False, False, False, True]
4.3333	0.1667	3	['F#2', 'E3', 'C#4', 'A#4']	['m7', 'P5', 'M3']	[False, False, False, True]
4.5	0.375	4	['B2', 'D3', 'B3', 'B4']	['m3', 'P1', 'P1']	[True, True, True, True]
4.875	0.125	4	['F#3', 'F#4']	['P1']	[True, True]
5.0	1.0	4	['B3', 'B4']	['P1']	[True, True]
6.0	0.375	5	['B3', 'B4']	['P1']	[True, True]
6.375	0.125	5	['B3', 'B4']	['P1']	[False, False]
6.5	0.75	5	['F#3', 'F#4']	['P1']	[True, True]
7.25	0.25	5	['F#3', 'F#4']	['P1']	[False, False]
7.5	0.375	6	['E3', 'B3', 'E4', 'G4']	['P5', 'P1', 'm3']	[True, True, True, True]
7.875	0.125	6	['E3', 'B3', 'E4', 'G4']	['P5', 'P1', 'm3']	[False, False, False, False]
8.0	0.75	6	['B2', 'B3', 'D4', 'F#4']	['P1', 'm3', 'P5']	[True, False, True, True]
8.75	0.25	6	['B2', 'B3', 'D4', 'F#4']	['P1', 'm3', 'P5']	[False, False, False, False]
9.0	0.1667	7	['F#3', 'C#4', 'F#4', 'A#4', 'F#5']	['P5', 'P1', 'M3', 'P1']	[True, True, True, True, True]
9.1667	0.1667	7	['F#3', 'C#4', 'F#4', 'A#4', 'F#5']	['P5', 'P1', 'M3', 'P1']	[False, False, False, False, True]
9.3333	0.0417	7	['F#3', 'C#4', 'F#4', 'A#4', 'F#5']	['P5', 'P1', 'M3', 'P1']	[False, False, False, False, True]
9.375	0.125	7	['F#3', 'C#4', 'F#4', 'A#4', 'F#5']	['P5', 'P1', 'M3', 'P1']	[False, False, True, False, False]
9.5	0.1667	7	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[True, True, True, True, True]
9.6667	0.1667	7	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[False, False, False, False, True]
9.8333	0.0417	7	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[False, False, False, False, True]
9.875	0.125	7	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[False, False, True, False, False]
10.0	0.1667	7	['F#3', 'E4', 'F#4', 'C#5', 'F#5']	['m7', 'P1', 'P5', 'P1']	[True, True, True, True, True]
10.1667	0.1667	7	['F#3', 'E4', 'G#4', 'C#5', 'G#5']	['m7', 'M2', 'P5', 'M2']	[False, False, True, False, True]
10.3333	0.1667	7	['F#3', 'E4', 'A#4', 'C#5', 'A#5']	['m7', 'M3', 'P5', 'M3']	[False, False, True, False, True]
10.5	0.375	8	['B3', 'D4', 'B4', 'B5']	['m3', 'P1', 'P1']	[True, True, True, True]
10.875	0.125	8	['F#4', 'B4', 'F#5']	['P4', 'P1']	[True, False, True]
11.0	0.5	8	['B4', 'B5']	['P1']	[False, True]
11.5	0.5	8	['B4', 'B5']	['P1']	[False, False]
12.0	0.375	9	['F#3', 'D5']	['m6']	[True, True]
12.375	0.125	9	['F#3', 'D4', 'D5']	['m6', 'm6']	[False, True, False]
12.5	0.25	9	['F#3', 'A#3', 'A#4', 'D5']	['M3', 'M3', 'm6']	[False, True, True, False]
12.75	0.25	9	['F#3', 'A#3', 'A#4']	['M3', 'M3']	[False, False, False]
13.0	0.25	9	['F#3', 'A#3', 'A#4']	['M3', 'M3']	[False, False, False]
13.25	0.25	9	['F#3', 'A#3', 'A#4']	['M3', 'M3']	[False, False, False]
13.5	0.25	10	['G3', 'B4']	['M3']	[True, True]
13.75	0.125	10	['G3', 'D5']	['P5']	[False, True]
13.875	0.125	10	['G3', 'D4', 'D5']	['P5', 'P5']	[False, True, False]
14.0	0.5	10	['G3', 'B3', 'B4', 'C#5']	['M3', 'M3', 'A4']	[False, True, True, True]
14.5	0.5	10	['G3', 'B3', 'B4']	['M3', 'M3']	[False, False, False]
15.0	0.375	11	['B4']	[]	[True]
15.375	0.125	11	['G4']	[]	[True]
15.5	0.375	11	['A2', 'G3', 'A3', 'E4', 'C#5', 'E5', 'C#6']	['m7', 'P1', 'P5', 'M3', 'P5', 'M3']	[True, True, True, True, True, True, True]
15.875	0.125	11	['A2', 'G3', 'A3', 'C#4', 'C#5', 'E5', 'C#6']	['m7', 'P1', 'M3', 'M3', 'P5', 'M3']	[True, True, True, True, True, True, True]
16.0	0.375	11	['A2', 'G3', 'A3', 'C#5', 'E5', 'C#6']	['m7', 'P1', 'M3', 'P5', 'M3']	[True, True, True, True, True, True]
16.375	0.125	11	['A2', 'G3', 'A3', 'C#5', 'E5', 'C#6']	['m7', 'P1', 'M3', 'P5', 'M3']	[True, True, True, True, True, True]
16.5	1.0	12	['D3', 'F#3', 'A3', 'D5', 'F#5', 'D6']	['M3', 'P5', 'P1', 'M3', 'P1']	[True, True, True, True, True, True]
17.5	0.5	12			
18.0	0.125	13	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[True, True, True, True, True]
18.125	0.125	13	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[False, False, False, False, False]
18.25	0.125	13	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[True, True, True, True, True]
18.375	0.125	13	['F#3', 'D4', 'F#4', 'B4', 'C#5', 'F#5']	['m6', 'P1', 'P4', 'P5', 'P1']	[False, False, False, False, True, False]
18.5	0.125	13	['F#3', 'D4', 'F#4', 'B4', 'C#5', 'F#5']	['m6', 'P1', 'P4', 'P5', 'P1']	[True, True, True, True, True, True]
18.625	0.125	13	['F#3', 'D4', 'F#4', 'B4', 'D5', 'F#5']	['m6', 'P1', 'P4', 'm6', 'P1']	[False, False, False, False, True, False]
18.75	0.125	13	['F#3', 'D4', 'F#4', 'B4', 'C#5', 'F#5']	['m6', 'P1', 'P4', 'P5', 'P1']	[True, True, True, True, True, True]
18.875	0.125	13	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[False, False, False, False, False]
19.0	0.1667	13	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, True]
19.1667	0.1667	13	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[False, False, False, False, False, False, False]
19.3333	0.0417	13	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[False, False, False, False, False, False, False]
19.375	0.125	13	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[True, True, True, False, True, True, True]
19.5	1.0	14	['B3', 'D4', 'B4', 'D5', 'F#5', 'B5']	['m3', 'P1', 'm3', 'P5', 'P1']	[True, True, True, True, True, True]
20.5	0.5	14			
21.0	0.125	15	['F#3', 'B3', 'D4', 'F#4']	['P4', 'm6', 'P1']	[True, True, True, True]
21.125	0.125	15	['F#3', 'B3', 'D4', 'D5']	['P4', 'm6', 'm6']	[False, False, False, True]
21.25	0.125	15	['F#3', 'B3', 'D4', 'D5']	['P4', 'm6', 'm6']	[True, True, True, True]
21.375	0.125	15	['F#3', 'B3', 'D4', 'E5']	['P4', 'm6', 'm7']	[False, False, False, True]
21.5	0.125	15	['F#3', 'B3', 'D4', 'E5']	['P4', 'm6', 'm7']	[True, True, True, True]
21.625	0.125	15	['F#3', 'B3', 'D4', 'F#5']	['P4', 'm6', 'P1']	[False, False, False, True]
21.75	0.125	15	['F#3', 'B3', 'D4', 'E5']	['P4', 'm6', 'm7']	[True, True, True, True]
21.875	0.125	15	['F#3', 'B3', 'D4', 'D5']	['P4', 'm6', 'm6']	[False, False, False, True]
22.0	0.375	15	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, True]
22.375	0.125	15	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, True]
22.5	1.0	16	['B3', 'D4', 'B4', 'D5', 'F#5', 'B5']	['m3', 'P1', 'm3', 'P5', 'P1']	[True, True, True, True, True, True]
23.5	0.5	16			
24.0	0.125	17	['B3', 'B4']	['P1']	[True, True]
24.125	0.125	17	['B3', 'B4', 'C#5']	['P1', 'M2']	[False, False, True]
24.25	0.125	17	['B3', 'B4', 'D5']	['P1', 'm3']	[False, False, True]
24.375	0.125	17	['B3', 'B4', 'E5']	['P1', 'P4']	[False, False, True]
24.5	0.75	17	['F#3', 'F#4', 'F#5']	['P1', 'P1']	[True, True, True]
25.25	0.25	17	['F#3', 'F#4']	['P1']	[False, False]
25.5	0.125	18	['E3', 'B3', 'E4', 'G4']	['P5', 'P1', 'm3']	[True, True, True, True]
25.625	0.125	18	['E3', 'B3', 'E4', 'F#4', 'G4']	['P5', 'P1', 'M2', 'm3']	[False, False, False, True, False]
25.75	0.125	18	['E3', 'B3', 'E4', 'G4']	['P5', 'P1', 'm3']	[False, False, False, False]
25.875	0.125	18	['E3', 'B3', 'E4', 'G4', 'A4']	['P5', 'P1', 'm3', 'P4']	[False, False, False, False, True]
26.0	0.5	18	['B2', 'B3', 'D4', 'F#4', 'B4']	['P1', 'm3', 'P5', 'P1']	[True, True, True, True, True]
26.5	0.25	18	['B2', 'B3', 'D4', 'F#4']	['P1', 'm3', 'P5']	[False, False, False, False]
26.75	0.25	18	['B2', 'B3', 'D4', 'F#4']	['P1', 'm3', 'P5']	[False, False, False, False]
27.0	0.1667	19	['F#3', 'C#4', 'F#4', 'A#4', 'F#5']	['P5', 'P1', 'M3', 'P1']	[True, True, True, True, True]
27.1667	0.1667	19	['F#3', 'C#4', 'F#4', 'A#4', 'F#5']	['P5', 'P1', 'M3', 'P1']	[False, False, False, False, True]
27.3333	0.0417	19	['F#3', 'C#4', 'F#4', 'A#4', 'F#5']	['P5', 'P1', 'M3', 'P1']	[False, False, False, False, True]
27.375	0.125	19	['F#3', 'C#4', 'F#4', 'A#4', 'F#5']	['P5', 'P1', 'M3', 'P1']	[False, False, True, False, False]
27.5	0.1667	19	['F#3', 'D4', 'B4', 'D5', 'F#5']	['m6', 'P4', 'm6', 'P1']	[True, True, True, True, True]
27.6667	0.1667	19	['F#3', 'D4', 'B4', 'D5', 'F#5']	['m6', 'P4', 'm6', 'P1']	[False, False, False, False, True]
27.8333	0.0417	19	['F#3', 'D4', 'B4', 'D5', 'F#5']	['m6', 'P4', 'm6', 'P1']	[False, False, False, False, True]
27.875	0.125	19	['F#3', 'D4', 'B4', 'D5', 'F#5']	['m6', 'P4', 'm6', 'P1']	[False, False, False, True, False]
28.0	0.1667	19	['F#3', 'E4', 'C#5', 'F#5']	['m7', 'P5', 'P1']	[True, True, True, True]
28.1667	0.1667	19	['F#3', 'E4', 'B4', 'C#5', 'G#5']	['m7', 'P4', 'P5', 'M2']	[False, False, True, False, True]
28.3333	0.1667	19	['F#3', 'E4', 'A#4', 'C#5', 'A#5']	['m7', 'M3', 'P5', 'M3']	[False, False, True, False, True]
28.5	0.375	20	['B3', 'D4', 'B4', 'B5']	['m3', 'P1', 'P1']	[True, True, True, True]
28.875	0.125	20	['F#4', 'B4', 'F#5']	['P4', 'P1']	[True, False, True]
29.0	0.5	20	['B4', 'B5']	['P1']	[False, True]
29.5	0.375	20	['B4', 'D5', 'B5']	['m3', 'P1']	[False, True, False]
29.875	0.125	20	['B4', 'D5', 'B5']	['m3', 'P1']	[False, True, False]
30.0	0.375	21	['F#3', 'D5']	['m6']	[True, True]
30.375	0.125	21	['F#3', 'D4', 'D5']	['m6', 'm6']	[False, True, False]
30.5	0.25	21	['F#3', 'A#3', 'A#4', 'D5']	['M3', 'M3', 'm6']	[False, True, True, False]
30.75	0.25	21	['F#3', 'A#3', 'A#4']	['M3', 'M3']	[False, False, False]
31.0	0.375	21	['F#3', 'A#3', 'A#4']	['M3', 'M3']	[False, False, False]
31.375	0.125	21	['F#3', 'A#3', 'A#4']	['M3', 'M3']	[False, False, False]
31.5	0.375	22	['G3', 'B4']	['M3']	[True, True]
31.875	0.125	22	['G3', 'D4', 'B4', 'D5']	['P5', 'M3', 'P5']	[False, True, False, True]
32.0	0.5	22	['G3', 'B3', 'B4', 'D5']	['M3', 'M3', 'P5']	[False, True, True, True]
32.5	0.5	22	['G3', 'B3', 'B4']	['M3', 'M3']	[False, False, False]
33.0	0.375	23	['B4']	[]	[True]
33.375	0.125	23	['G4']	[]	[True]
33.5	0.375	23	['A2', 'G3', 'A3', 'E4', 'C#5', 'E5', 'C#6']	['m7', 'P1', 'P5', 'M3', 'P5', 'M3']	[True, True, True, True, True, True, True]
33.875	0.125	23	['A2', 'G3', 'A3', 'C#4', 'C#5', 'E5', 'C#6']	['m7', 'P1', 'M3', 'M3', 'P5', 'M3']	[True, True, True, True, True, True, True]
34.0	0.375	23	['A2', 'G3', 'A3', 'C#5', 'E5', 'C#6']	['m7', 'P1', 'M3', 'P5', 'M3']	[True, True, True, True, True, True]
34.375	0.125	23	['A2', 'G3', 'A3', 'C#5', 'E5', 'C#6']	['m7', 'P1', 'M3', 'P5', 'M3']	[True, True, True, True, True, True]
34.5	1.0	24	['D3', 'F#3', 'A3', 'D5', 'F#5', 'D6']	['M3', 'P5', 'P1', 'M3', 'P1']	[True, True, True, True, True, True]
35.5	0.5	24			
36.0	0.125	25	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[True, True, True, True, True]
36.125	0.125	25	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[False, False, False, False, False]
36.25	0.125	25	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[True, True, True, True, True]
36.375	0.125	25	['F#3', 'D4', 'F#4', 'B4', 'C#5', 'F#5']	['m6', 'P1', 'P4', 'P5', 'P1']	[False, False, False, False, True, False]
36.5	0.125	25	['F#3', 'D4', 'F#4', 'B4', 'C#5', 'F#5']	['m6', 'P1', 'P4', 'P5', 'P1']	[True, True, True, True, True, True]
36.625	0.125	25	['F#3', 'D4', 'F#4', 'B4', 'D5', 'F#5']	['m6', 'P1', 'P4', 'm6', 'P1']	[False, False, False, False, True, False]
36.75	0.125	25	['F#3', 'D4', 'F#4', 'B4', 'C#5', 'F#5']	['m6', 'P1', 'P4', 'P5', 'P1']	[True, True, True, True, True, True]
36.875	0.125	25	['F#3', 'D4', 'F#4', 'B4', 'F#5']	['m6', 'P1', 'P4', 'P1']	[False, False, False, False, False]
37.0	0.1667	25	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, True]
37.1667	0.1667	25	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[False, False, False, False, False, False, False]
37.3333	0.0417	25	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[False, False, False, False, False, False, False]
37.375	0.125	25	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[True, True, True, False, True, True, True]
37.5	1.0	26	['B3', 'D4', 'B4', 'D5', 'F#5', 'B5']	['m3', 'P1', 'm3', 'P5', 'P1']	[True, True, True, True, True, True]
38.5	0.5	26			
39.0	0.125	27	['F#3', 'B3', 'D4', 'F#4']	['P4', 'm6', 'P1']	[True, True, True, True]
39.125	0.125	27	['F#3', 'B3', 'D4', 'D5']	['P4', 'm6', 'm6']	[False, False, False, True]
39.25	0.125	27	['F#3', 'B3', 'D4', 'D5']	['P4', 'm6', 'm6']	[True, True, True, True]
39.375	0.125	27	['F#3', 'B3', 'D4', 'E5']	['P4', 'm6', 'm7']	[False, False, False, True]
39.5	0.125	27	['F#3', 'B3', 'D4', 'E5']	['P4', 'm6', 'm7']	[True, True, True, True]
39.625	0.125	27	['F#3', 'B3', 'D4', 'F#5']	['P4', 'm6', 'P1']	[False, False, False, True]
39.75	0.125	27	['F#3', 'B3', 'D4', 'E5']	['P4', 'm6', 'm7']	[True, True, True, True]
39.875	0.125	27	['F#3', 'B3', 'D4', 'D5']	['P4', 'm6', 'm6']	[False, False, False, True]
40.0	0.375	27	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, True]
40.375	0.125	27	['F#3', 'C#4', 'E4', 'A#4', 'C#5', 'F#5', 'A#5']	['P5', 'm7', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, True]
40.5	0.5	28	['B3', 'D4', 'B4', 'D5', 'F#5', 'B5']	['m3', 'P1', 'm3', 'P5', 'P1']	[True, True, True, True, True, True]
41.0	0.5	28	['B3', 'D4', 'B4', 'D5', 'F#5', 'B5']	['m3', 'P1', 'm3', 'P5', 'P1']	[False, False, False, False, False, False]
41.5	0.25	28	['B4']	[]	[True]
41.75	0.25	28	['B4']	[]	[True]
42.0	0.375	29	['B2', 'B3', 'C5']	['P1', 'm2']	[True, True, True]
42.375	0.125	29	['B2', 'D#3', 'F#3', 'B3', 'D#4', 'F#4', 'C5']	['M3', 'P5', 'P1', 'M3', 'P5', 'm2']	[False, True, True, False, True, True, False]
42.5	0.25	29	['B2', 'D#3', 'F#3', 'B3', 'C4', 'D#4', 'F#4', 'C5']	['M3', 'P5', 'P1', 'm2', 'M3', 'P5', 'm2']	[False, False, False, False, True, False, False, False]
42.75	0.25	29	['B2', 'D#3', 'F#3', 'B3', 'C4', 'D#4', 'F#4', 'C5']	['M3', 'P5', 'P1', 'm2', 'M3', 'P5', 'm2']	[False, False, False, False, False, False, False, False]
43.0	0.25	29	['B2', 'D#3', 'F#3', 'B3', 'C4', 'D#4', 'F#4', 'B4', 'C5']	['M3', 'P5', 'P1', 'm2', 'M3', 'P5', 'P1', 'm2']	[False, False, False, False, False, False, False, True, False]
43.25	0.25	29	['B2', 'D#3', 'F#3', 'B3', 'C4', 'D#4', 'F#4', 'A4', 'C5']	['M3', 'P5', 'P1', 'm2', 'M3', 'P5', 'm7', 'm2']	[False, False, False, False, False, False, False, True, False]
43.5	0.375	30	['B2', 'B3', 'G4']	['P1', 'm6']	[True, True, True]
43.875	0.125	30	['B2', 'E3', 'G3', 'B3', 'E4', 'F#4', 'G4']	['P4', 'm6', 'P1', 'P4', 'P5', 'm6']	[False, True, True, False, True, True, True]
44.0	0.5	30	['B2', 'E3', 'G3', 'B3', 'E4', 'G4', 'B4']	['P4', 'm6', 'P1', 'P4', 'm6', 'P1']	[False, False, False, False, False, False, True]
44.5	0.25	30	['B2', 'E3', 'G3', 'B3', 'E4', 'G4', 'B4']	['P4', 'm6', 'P1', 'P4', 'm6', 'P1']	[False, False, False, False, False, False, False]
44.75	0.25	30	['B2', 'E3', 'G3', 'B3', 'E4', 'F#4', 'G4', 'B4']	['P4', 'm6', 'P1', 'P4', 'P5', 'm6', 'P1']	[False, False, False, False, False, True, False, False]
45.0	0.375	31	['B2', 'B3', 'G4']	['P1', 'm6']	[True, True, True]
45.375	0.125	31	['B2', 'C#3', 'G3', 'B3', 'C#4', 'G4']	['M2', 'm6', 'P1', 'M2', 'm6']	[False, True, True, False, True, False]
45.5	0.25	31	['B2', 'C#3', 'G3', 'A#3', 'B3', 'C#4', 'G4', 'A#4']	['M2', 'm6', 'M7', 'P1', 'M2', 'm6', 'M7']	[False, True, True, True, False, True, False, True]
45.75	0.25	31	['B2', 'C#3', 'G3', 'A#3', 'B3', 'C#4', 'G4', 'A#4']	['M2', 'm6', 'M7', 'P1', 'M2', 'm6', 'M7']	[False, False, False, False, False, False, False, False]
46.0	0.375	31	['B2', 'C#3', 'F#3', 'A#3', 'B3', 'C#4', 'F#4', 'A#4']	['M2', 'P5', 'M7', 'P1', 'M2', 'P5', 'M7']	[False, False, True, False, False, False, True, False]
46.375	0.125	31	['B2', 'C#3', 'F#3', 'A#3', 'B3', 'C#4', 'D#4', 'F#4', 'A#4']	['M2', 'P5', 'M7', 'P1', 'M2', 'M3', 'P5', 'M7']	[False, False, False, False, False, False, True, False, False]
46.5	1.0	32	['B2', 'D#3', 'F#3', 'B3', 'D#4', 'F#4', 'B4']	['M3', 'P5', 'P1', 'M3', 'P5', 'P1']	[True, True, True, True, True, True, True]
47.5	0.25	32	['G2', 'F3', 'G3', 'B3', 'D4', 'G4', 'B4']	['m7', 'P1', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, True]
47.75	0.25	32	['G2', 'F3', 'G3', 'B3', 'D4', 'G4', 'B4']	['m7', 'P1', 'M3', 'P5', 'P1', 'M3']	[False, False, False, False, False, False, False]
