onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	2	0.0	0	0.5	1/2	1	3	4	4	1	0.0	A3	57	True	A	0	0	1.0	True	1	P1-Staff2	6	1	1.0	0	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True	3
0	16	0.0	0	4.0	4	1	3	4	4	1	0.0	F#3	54	True	F	1	0	1.0	True	1	P1-Staff2	6	1	1.0	0	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True	1
2	2	0.5	1/2	0.5	1/2	1	3	4	4	1	0.5	C#5	73	True	C	1	1/8	1.5	False	0	P1-Staff2	6	1	1.0	0	i	False	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True	5
4	1	1.0	1	0.25	1/4	1	3	4	4	1	1.0	D5	74	True	D	0	1/4	2.0	True	2	P1-Staff2	6	1	1.0	1	iv	True	('F#', 'B', 'D')	F#	B	2	minor triad	(2, 6, 11)	f#	f#	4	None	iv	True	6
4	2	1.0	1	0.5	1/2	1	3	4	4	1	1.0	B3	59	True	B	0	1/4	2.0	True	2	P1-Staff2	6	1	1.0	1	iv	True	('F#', 'B', 'D')	F#	B	2	minor triad	(2, 6, 11)	f#	f#	4	None	iv	True	4
5	1	1.25	5/4	0.25	1/4	1	3	4	4	1	1.25	C#5	73	True	C	1	5/16	2.25	False	0	P1-Staff2	6	1	1.0	1	iv	False	('F#', 'B', 'D')	F#	B	2	minor triad	(2, 6, 11)	f#	f#	4	None	iv	True	5
6	1	1.5	3/2	0.25	1/4	1	3	4	4	1	1.5	B4	71	True	B	0	3/8	2.5	False	0	P1-Staff2	6	1	1.0	1	iv	False	('F#', 'B', 'D')	F#	B	2	minor triad	(2, 6, 11)	f#	f#	4	None	iv	True	4
7	1	1.75	7/4	0.25	1/4	1	3	4	4	1	1.75	D5	74	True	D	0	7/16	2.75	False	0	P1-Staff2	6	1	1.0	1	iv	False	('F#', 'B', 'D')	F#	B	2	minor triad	(2, 6, 11)	f#	f#	4	None	iv	True	6
8	1	2.0	2	0.25	1/4	1	3	4	4	1	2.0	C#5	73	True	C	1	1/2	3.0	True	3	P1-Staff2	6	1	1.0	2	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True	5
8	2	2.0	2	0.5	1/2	1	3	4	4	1	2.0	A3	57	True	A	0	1/2	3.0	True	3	P1-Staff2	6	1	1.0	2	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None	i	True	3
