s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.3333	1	['B-2']	[]	[True]
0.3333	0.1667	1	['B-2', 'D4', 'B-4']	['M3', 'P1']	[False, True, True]
0.5	0.1667	1	['D4', 'B-4']	['m6']	[False, False]
0.6667	0.3333	1	['B-3']	[]	[True]
1.0	0.3333	1	['B-2']	[]	[True]
1.3333	0.1667	1	['B-2', 'D4', 'B-4']	['M3', 'P1']	[False, True, True]
1.5	0.1667	1	['D4', 'B-4']	['m6']	[False, False]
1.6667	0.3333	1	['B-3']	[]	[True]
2.0	0.3333	2	['B-2']	[]	[True]
2.3333	0.1667	2	['B-2', 'D4', 'B-4']	['M3', 'P1']	[False, True, True]
2.5	0.1667	2	['D4', 'B-4']	['m6']	[False, False]
2.6667	0.3333	2	['B-3']	[]	[True]
3.0	0.3333	2	['B-2']	[]	[True]
3.3333	0.1667	2	['B-2', 'D4', 'B-4']	['M3', 'P1']	[False, True, True]
3.5	0.1667	2	['D4', 'B-4']	['m6']	[False, False]
3.6667	0.3333	2	['B-3']	[]	[True]
4.0	0.3333	3	['B-2']	[]	[True]
4.3333	0.3333	3	['B-2', 'D4', 'B-4']	['M3', 'P1']	[False, True, True]
4.6667	0.3333	3	['B-2', 'B-3']	['P1']	[False, True]
5.0	0.3333	3	['B-2', 'C3']	['M2']	[True, True]
5.3333	0.3333	3	['B-2', 'C3', 'E-4', 'B-4']	['M2', 'P4', 'P1']	[False, False, True, True]
5.6667	0.3333	3	['B-2', 'C3', 'B-3']	['M2', 'P1']	[False, False, True]
6.0	0.3333	4	['B-2', 'C#3']	['A2']	[True, True]
6.3333	0.3333	4	['B-2', 'C#3', 'E4', 'B-4']	['A2', 'A4', 'P1']	[False, False, True, True]
6.6667	0.3333	4	['B-2', 'C#3', 'B-3']	['A2', 'P1']	[False, False, True]
7.0	0.3333	4	['B-2', 'D3']	['M3']	[True, True]
7.3333	0.3333	4	['B-2', 'D3', 'F4', 'B-4']	['M3', 'P5', 'P1']	[False, False, True, True]
7.6667	0.3333	4	['B-2', 'D3', 'B-3']	['M3', 'P1']	[False, False, True]
8.0	0.3333	5	['B-2', 'D3']	['M3']	[True, True]
8.3333	0.3333	5	['B-2', 'D3', 'F4', 'B-4']	['M3', 'P5', 'P1']	[False, False, True, True]
8.6667	0.3333	5	['B-2', 'D3', 'B-3']	['M3', 'P1']	[False, False, True]
9.0	0.3333	5	['B-2', 'E-3']	['P4']	[True, True]
9.3333	0.3333	5	['B-2', 'E-3', 'F4', 'C5']	['P4', 'P5', 'M2']	[False, False, True, True]
9.6667	0.3333	5	['B-2', 'E-3', 'C4']	['P4', 'M2']	[False, False, True]
