onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	4	0.0	0	1.0	1	1	5	4	4	1	0.0	G#3	56	True	G	1	0	1.0	True	1	P2-Staff2	1	1	4.0	0	i	True	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	1
0	4	0.0	0	1.0	1	1	5	4	4	1	0.0	G#2	44	True	G	1	0	1.0	True	1	P2-Staff2	1	1	4.0	0	i	True	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	1
4	4	1.0	1	1.0	1	1	5	4	4	1	1.0	D#4	63	True	D	1	1/4	2.0	True	2	P2-Staff2	1	1	4.0	0	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	5
4	4	1.0	1	1.0	1	1	5	4	4	1	1.0	D#3	51	True	D	1	1/4	2.0	True	2	P2-Staff2	1	1	4.0	0	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	5
8	4	2.0	2	1.0	1	1	5	4	4	1	2.0	B4	71	True	B	0	1/2	3.0	True	3	P2-Staff2	1	1	4.0	0	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	3
8	4	2.0	2	1.0	1	1	5	4	4	1	2.0	B3	59	True	B	0	1/2	3.0	True	3	P2-Staff2	1	1	4.0	0	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	3
12	4	3.0	3	1.0	1	1	5	4	4	1	3.0	A#4	70	True	A	1	3/4	4.0	True	4	P2-Staff2	1	1	4.0	0	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	2
12	4	3.0	3	1.0	1	1	5	4	4	1	3.0	A#3	58	True	A	1	3/4	4.0	True	4	P2-Staff2	1	1	4.0	0	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	2
16	4	4.0	4	1.0	1	2	5	4	4	2	4.0	G#4	68	True	G	1	0	1.0	True	1	P2-Staff2	1	2	4.0	1	i	True	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	1
16	4	4.0	4	1.0	1	2	5	4	4	2	4.0	G#3	56	True	G	1	0	1.0	True	1	P2-Staff2	1	2	4.0	1	i	True	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	1
20	4	5.0	5	1.0	1	2	5	4	4	2	5.0	F#4	66	True	F	1	1/4	2.0	True	2	P2-Staff2	1	2	4.0	1	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	7
20	4	5.0	5	1.0	1	2	5	4	4	2	5.0	F#3	54	True	F	1	1/4	2.0	True	2	P2-Staff2	1	2	4.0	1	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	7
24	4	6.0	6	1.0	1	2	5	4	4	2	6.0	E4	64	True	E	0	1/2	3.0	True	3	P2-Staff2	1	2	4.0	1	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	6
24	4	6.0	6	1.0	1	2	5	4	4	2	6.0	E3	52	True	E	0	1/2	3.0	True	3	P2-Staff2	1	2	4.0	1	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	6
28	4	7.0	7	1.0	1	2	5	4	4	2	7.0	G#4	68	True	G	1	3/4	4.0	True	4	P2-Staff2	1	2	4.0	1	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	1
28	4	7.0	7	1.0	1	2	5	4	4	2	7.0	D#4	63	True	D	1	3/4	4.0	True	4	P2-Staff2	1	2	4.0	1	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	5
28	4	7.0	7	1.0	1	2	5	4	4	2	7.0	D#3	51	True	D	1	3/4	4.0	True	4	P2-Staff2	1	2	4.0	1	i	False	('G#', 'B', 'D#')	G#	G#	0	minor triad	(3, 8, 11)	g#	g#	1	None	i	True	5
32	8	8.0	8	2.0	2	3	5	4	4	3	8.0	E5	76	True	E	0	0	1.0	True	1	P2-Staff2	1	3	3.0	2	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	3
32	4	8.0	8	1.0	1	3	5	4	4	3	8.0	C#4	61	True	C	1	0	1.0	True	1	P2-Staff2	1	3	3.0	2	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	1
32	4	8.0	8	1.0	1	3	5	4	4	3	8.0	C#3	49	True	C	1	0	1.0	True	1	P2-Staff2	1	3	3.0	2	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	1
36	4	9.0	9	1.0	1	3	5	4	4	3	9.0	G#4	68	True	G	1	1/4	2.0	True	2	P2-Staff2	1	3	3.0	2	i	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	5
36	4	9.0	9	1.0	1	3	5	4	4	3	9.0	G#3	56	True	G	1	1/4	2.0	True	2	P2-Staff2	1	3	3.0	2	i	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	5
40	4	10.0	10	1.0	1	3	5	4	4	3	10.0	E5	76	True	E	0	1/2	3.0	True	3	P2-Staff2	1	3	3.0	2	i	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	3
40	4	10.0	10	1.0	1	3	5	4	4	3	10.0	G#4	68	True	G	1	1/2	3.0	True	3	P2-Staff2	1	3	3.0	2	i	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	5
44	4	11.0	11	1.0	1	3	5	4	4	3	11.0	D#5	75	True	D	1	3/4	4.0	True	4	P2-Staff2	1	3	1.0	3	viio7	True	('F#', 'A', 'B#', 'D#')	F#	B#	2	diminished seventh chord	(0, 3, 6, 9)	c#	c#	#7	None	viio7	True	2
44	4	11.0	11	1.0	1	3	5	4	4	3	11.0	A4	69	True	A	0	3/4	4.0	True	4	P2-Staff2	1	3	1.0	3	viio7	True	('F#', 'A', 'B#', 'D#')	F#	B#	2	diminished seventh chord	(0, 3, 6, 9)	c#	c#	#7	None	viio7	True	6
44	4	11.0	11	1.0	1	3	5	4	4	3	11.0	B#4	72	True	B	1	3/4	4.0	True	4	P2-Staff2	1	3	1.0	3	viio7	True	('F#', 'A', 'B#', 'D#')	F#	B#	2	diminished seventh chord	(0, 3, 6, 9)	c#	c#	#7	None	viio7	True	#7
44	4	11.0	11	1.0	1	3	5	4	4	3	11.0	D#5	75	True	D	1	3/4	4.0	True	4	P2-Staff2	1	3	1.0	3	viio7	True	('F#', 'A', 'B#', 'D#')	F#	B#	2	diminished seventh chord	(0, 3, 6, 9)	c#	c#	#7	None	viio7	True	2
44	4	11.0	11	1.0	1	3	5	4	4	3	11.0	F#4	66	True	F	1	3/4	4.0	True	4	P2-Staff2	1	3	1.0	3	viio7	True	('F#', 'A', 'B#', 'D#')	F#	B#	2	diminished seventh chord	(0, 3, 6, 9)	c#	c#	#7	None	viio7	True	4
48	4	12.0	12	1.0	1	4	5	4	4	4	12.0	C#5	73	True	C	1	0	1.0	True	1	P2-Staff2	1	4	1.0	4	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	1
48	4	12.0	12	1.0	1	4	5	4	4	4	12.0	G#4	68	True	G	1	0	1.0	True	1	P2-Staff2	1	4	1.0	4	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	5
48	4	12.0	12	1.0	1	4	5	4	4	4	12.0	C#5	73	True	C	1	0	1.0	True	1	P2-Staff2	1	4	1.0	4	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	1
48	4	12.0	12	1.0	1	4	5	4	4	4	12.0	E4	64	True	E	0	0	1.0	True	1	P2-Staff2	1	4	1.0	4	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None	i	True	3
52	4	13.0	13	1.0	1	4	5	4	4	4	13.0	B4	71	True	B	0	1/4	2.0	True	2	P2-Staff2	1	4	1.0	5	viio7/VI	True	('D', 'F', 'G#', 'B')	D	G#	2	diminished seventh chord	(2, 5, 8, 11)	c#	A	7	6	viio7	True	7
52	4	13.0	13	1.0	1	4	5	4	4	4	13.0	F4	65	True	F	0	1/4	2.0	True	2	P2-Staff2	1	4	1.0	5	viio7/VI	True	('D', 'F', 'G#', 'B')	D	G#	2	diminished seventh chord	(2, 5, 8, 11)	c#	A	7	6	viio7	True	b4
52	4	13.0	13	1.0	1	4	5	4	4	4	13.0	G#4	68	True	G	1	1/4	2.0	True	2	P2-Staff2	1	4	1.0	5	viio7/VI	True	('D', 'F', 'G#', 'B')	D	G#	2	diminished seventh chord	(2, 5, 8, 11)	c#	A	7	6	viio7	True	5
52	4	13.0	13	1.0	1	4	5	4	4	4	13.0	B4	71	True	B	0	1/4	2.0	True	2	P2-Staff2	1	4	1.0	5	viio7/VI	True	('D', 'F', 'G#', 'B')	D	G#	2	diminished seventh chord	(2, 5, 8, 11)	c#	A	7	6	viio7	True	7
52	4	13.0	13	1.0	1	4	5	4	4	4	13.0	D4	62	True	D	0	1/4	2.0	True	2	P2-Staff2	1	4	1.0	5	viio7/VI	True	('D', 'F', 'G#', 'B')	D	G#	2	diminished seventh chord	(2, 5, 8, 11)	c#	A	7	6	viio7	True	b2
56	4	14.0	14	1.0	1	4	5	4	4	4	14.0	A4	69	True	A	0	1/2	3.0	True	3	P2-Staff2	1	4	1.0	6	VI	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	c#	c#	6	None	VI	True	6
56	4	14.0	14	1.0	1	4	5	4	4	4	14.0	E4	64	True	E	0	1/2	3.0	True	3	P2-Staff2	1	4	1.0	6	VI	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	c#	c#	6	None	VI	True	3
56	4	14.0	14	1.0	1	4	5	4	4	4	14.0	A4	69	True	A	0	1/2	3.0	True	3	P2-Staff2	1	4	1.0	6	VI	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	c#	c#	6	None	VI	True	6
56	4	14.0	14	1.0	1	4	5	4	4	4	14.0	C#4	61	True	C	1	1/2	3.0	True	3	P2-Staff2	1	4	1.0	6	VI	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	c#	c#	6	None	VI	True	1
60	4	15.0	15	1.0	1	4	5	4	4	4	15.0	G#4	68	True	G	1	3/4	4.0	True	4	P2-Staff2	1	4	1.0	7	viio7/iv	True	('B', 'D', 'E#', 'G#')	B	E#	2	diminished seventh chord	(2, 5, 8, 11)	c#	f#	#7	4	viio7	True	5
60	4	15.0	15	1.0	1	4	5	4	4	4	15.0	D4	62	True	D	0	3/4	4.0	True	4	P2-Staff2	1	4	1.0	7	viio7/iv	True	('B', 'D', 'E#', 'G#')	B	E#	2	diminished seventh chord	(2, 5, 8, 11)	c#	f#	#7	4	viio7	True	b2
60	4	15.0	15	1.0	1	4	5	4	4	4	15.0	E#4	65	True	E	1	3/4	4.0	True	4	P2-Staff2	1	4	1.0	7	viio7/iv	True	('B', 'D', 'E#', 'G#')	B	E#	2	diminished seventh chord	(2, 5, 8, 11)	c#	f#	#7	4	viio7	True	#3
60	4	15.0	15	1.0	1	4	5	4	4	4	15.0	G#4	68	True	G	1	3/4	4.0	True	4	P2-Staff2	1	4	1.0	7	viio7/iv	True	('B', 'D', 'E#', 'G#')	B	E#	2	diminished seventh chord	(2, 5, 8, 11)	c#	f#	#7	4	viio7	True	5
60	4	15.0	15	1.0	1	4	5	4	4	4	15.0	B3	59	True	B	0	3/4	4.0	True	4	P2-Staff2	1	4	1.0	7	viio7/iv	True	('B', 'D', 'E#', 'G#')	B	E#	2	diminished seventh chord	(2, 5, 8, 11)	c#	f#	#7	4	viio7	True	7
64	4	16.0	16	1.0	1	5	5	4	4	5	16.0	F#4	66	True	F	1	0	1.0	True	1	P2-Staff2	1	5	3.0	8	iv	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True	4
64	8	16.0	16	2.0	2	5	5	4	4	5	16.0	C#4	61	True	C	1	0	1.0	True	1	P2-Staff2	1	5	3.0	8	iv	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True	1
64	8	16.0	16	2.0	2	5	5	4	4	5	16.0	F#4	66	True	F	1	0	1.0	True	1	P2-Staff2	1	5	3.0	8	iv	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True	4
64	8	16.0	16	2.0	2	5	5	4	4	5	16.0	A3	57	True	A	0	0	1.0	True	1	P2-Staff2	1	5	3.0	8	iv	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True	6
68	8	17.0	17	2.0	2	5	5	4	4	5	17.0	E5	76	True	E	0	1/4	2.0	True	2	P2-Staff2	1	5	3.0	8	iv	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True	3
72	8	18.0	18	2.0	2	5	5	4	4	5	18.0	C#4	61	True	C	1	1/2	3.0	True	3	P2-Staff2	1	5	3.0	8	iv	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True	1
72	8	18.0	18	2.0	2	5	5	4	4	5	18.0	F##4	67	True	F	2	1/2	3.0	True	3	P2-Staff2	1	5	3.0	8	iv	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True	#4
72	8	18.0	18	2.0	2	5	5	4	4	5	18.0	A2	45	True	A	0	1/2	3.0	True	3	P2-Staff2	1	5	3.0	8	iv	False	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	c#	c#	4	None	iv	True	6
