onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	2	0.0	0	0.25	1/4	1	6	12	16	1	0.0	F#4	66	True	F	1	0	1.0	True	1	P1-Staff2	1	1	3.0	0	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
2	2	0.25	1/4	0.25	1/4	1	6	12	16	1	0.33299999999999996	A#4	70	True	A	1	1/16	1.333	False	0	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
4	2	0.5	1/2	0.25	1/4	1	6	12	16	1	0.667	C#5	73	True	C	1	1/8	1.667	False	0	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	5
6	2	0.75	3/4	0.25	1/4	1	6	12	16	1	1.0	A#4	70	True	A	1	3/16	2.0	True	2	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
8	2	1.0	1	0.25	1/4	1	6	12	16	1	1.3330000000000002	F#4	66	True	F	1	1/4	2.333	False	0	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
10	2	1.25	5/4	0.25	1/4	1	6	12	16	1	1.6669999999999998	C#5	73	True	C	1	5/16	2.667	False	0	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	5
12	12	1.5	3/2	1.5	3/2	1	6	12	16	1	2.0	C#5	73	True	C	1	3/8	3.0	True	3	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	5
12	2	1.5	3/2	0.25	1/4	1	6	12	16	1	2.0	F#3	54	True	F	1	3/8	3.0	True	3	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
14	2	1.75	7/4	0.25	1/4	1	6	12	16	1	2.333	A#3	58	True	A	1	7/16	3.333	False	0	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
16	2	2.0	2	0.25	1/4	1	6	12	16	1	2.667	C#4	61	True	C	1	1/2	3.667	False	0	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	5
18	2	2.25	9/4	0.25	1/4	1	6	12	16	1	3.0	A#3	58	True	A	1	9/16	4.0	True	4	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
20	2	2.5	5/2	0.25	1/4	1	6	12	16	1	3.333	F#3	54	True	F	1	5/8	4.333	False	0	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
22	2	2.75	11/4	0.25	1/4	1	6	12	16	1	3.667	D#4	63	True	D	1	11/16	4.667	False	0	P1-Staff2	1	1	3.0	0	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	6
24	2	3.0	3	0.25	1/4	2	6	12	16	2	4.0	C#5	73	False	C	1	0	1.0	True	1	P1-Staff2	1	2	0.75	1	IV	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	5
24	6	3.0	3	0.75	3/4	2	6	12	16	2	4.0	D#4	63	True	D	1	0	1.0	True	1	P1-Staff2	1	2	0.75	1	IV	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	6
26	2	3.25	13/4	0.25	1/4	2	6	12	16	2	4.333	A#4	70	True	A	1	1/16	1.333	False	0	P1-Staff2	1	2	0.75	1	IV	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	3
28	2	3.5	7/2	0.25	1/4	2	6	12	16	2	4.667	B4	71	True	B	0	1/8	1.667	False	0	P1-Staff2	1	2	0.75	1	IV	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	4
30	2	3.75	15/4	0.25	1/4	2	6	12	16	2	5.0	B4	71	False	B	0	3/16	2.0	True	2	P1-Staff2	1	2	0.75	2	iii	True	('C#', 'E#', 'A#')	C#	A#	1	minor triad	(1, 5, 10)	F#	F#	3	None	iii	True	4
30	6	3.75	15/4	0.75	3/4	2	6	12	16	2	5.0	C#4	61	True	C	1	3/16	2.0	True	2	P1-Staff2	1	2	0.75	2	iii	True	('C#', 'E#', 'A#')	C#	A#	1	minor triad	(1, 5, 10)	F#	F#	3	None	iii	True	5
32	2	4.0	4	0.25	1/4	2	6	12	16	2	5.333	C#5	73	True	C	1	1/4	2.333	False	0	P1-Staff2	1	2	0.75	2	iii	False	('C#', 'E#', 'A#')	C#	A#	1	minor triad	(1, 5, 10)	F#	F#	3	None	iii	True	5
34	2	4.25	17/4	0.25	1/4	2	6	12	16	2	5.667	A#4	70	True	A	1	5/16	2.667	False	0	P1-Staff2	1	2	0.75	2	iii	False	('C#', 'E#', 'A#')	C#	A#	1	minor triad	(1, 5, 10)	F#	F#	3	None	iii	True	3
36	2	4.5	9/2	0.25	1/4	2	6	12	16	2	6.0	A#4	70	False	A	1	3/8	3.0	True	3	P1-Staff2	1	2	0.75	3	ii	True	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	F#	F#	2	None	ii	True	3
36	6	4.5	9/2	0.75	3/4	2	6	12	16	2	6.0	B3	59	True	B	0	3/8	3.0	True	3	P1-Staff2	1	2	0.75	3	ii	True	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	F#	F#	2	None	ii	True	4
38	2	4.75	19/4	0.25	1/4	2	6	12	16	2	6.333	D#5	75	True	D	1	7/16	3.333	False	0	P1-Staff2	1	2	0.75	3	ii	False	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	F#	F#	2	None	ii	True	6
40	2	5.0	5	0.25	1/4	2	6	12	16	2	6.667	G#4	68	True	G	1	1/2	3.667	False	0	P1-Staff2	1	2	0.75	3	ii	False	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	F#	F#	2	None	ii	True	2
42	2	5.25	21/4	0.25	1/4	2	6	12	16	2	7.0	G#4	68	False	G	1	9/16	4.0	True	4	P1-Staff2	1	2	0.75	4	I	True	('A#', 'C#', 'F#')	A#	F#	1	major triad	(1, 6, 10)	F#	F#	1	None	I	True	2
42	6	5.25	21/4	0.75	3/4	2	6	12	16	2	7.0	A#3	58	True	A	1	9/16	4.0	True	4	P1-Staff2	1	2	0.75	4	I	True	('A#', 'C#', 'F#')	A#	F#	1	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
44	2	5.5	11/2	0.25	1/4	2	6	12	16	2	7.333	A#4	70	True	A	1	5/8	4.333	False	0	P1-Staff2	1	2	0.75	4	I	False	('A#', 'C#', 'F#')	A#	F#	1	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
46	2	5.75	23/4	0.25	1/4	2	6	12	16	2	7.667	F#4	66	True	F	1	11/16	4.667	False	0	P1-Staff2	1	2	0.75	4	I	False	('A#', 'C#', 'F#')	A#	F#	1	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
48	2	6.0	6	0.25	1/4	3	6	12	16	3	8.0	F#4	66	False	F	1	0	1.0	True	1	P1-Staff2	1	3	0.75	5	viio	True	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	1
48	6	6.0	6	0.75	3/4	3	6	12	16	3	8.0	G#3	56	True	G	1	0	1.0	True	1	P1-Staff2	1	3	0.75	5	viio	True	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	2
50	2	6.25	25/4	0.25	1/4	3	6	12	16	3	8.333	B4	71	True	B	0	1/16	1.333	False	0	P1-Staff2	1	3	0.75	5	viio	False	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	4
52	2	6.5	13/2	0.25	1/4	3	6	12	16	3	8.667	E#4	65	True	E	1	1/8	1.667	False	0	P1-Staff2	1	3	0.75	5	viio	False	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	F#	F#	7	None	viio	True	7
54	2	6.75	27/4	0.25	1/4	3	6	12	16	3	9.0	E#4	65	False	E	1	3/16	2.0	True	2	P1-Staff2	1	3	0.75	6	IV	True	('F#', 'B', 'D#')	F#	B	2	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	7
54	6	6.75	27/4	0.75	3/4	3	6	12	16	3	9.0	F#3	54	True	F	1	3/16	2.0	True	2	P1-Staff2	1	3	0.75	6	IV	True	('F#', 'B', 'D#')	F#	B	2	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	1
56	2	7.0	7	0.25	1/4	3	6	12	16	3	9.333	B4	71	True	B	0	1/4	2.333	False	0	P1-Staff2	1	3	0.75	6	IV	False	('F#', 'B', 'D#')	F#	B	2	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	4
58	2	7.25	29/4	0.25	1/4	3	6	12	16	3	9.667	D#4	63	True	D	1	5/16	2.667	False	0	P1-Staff2	1	3	0.75	6	IV	False	('F#', 'B', 'D#')	F#	B	2	major triad	(3, 6, 11)	F#	F#	4	None	IV	True	6
60	2	7.5	15/2	0.25	1/4	3	6	12	16	3	10.0	D#4	63	False	D	1	3/8	3.0	True	3	P1-Staff2	1	3	0.75	7	V7	True	('E#', 'G#', 'B', 'C#')	E#	C#	1	dominant seventh chord	(1, 5, 8, 11)	F#	F#	5	None	V7	True	6
60	6	7.5	15/2	0.75	3/4	3	6	12	16	3	10.0	E#3	53	True	E	1	3/8	3.0	True	3	P1-Staff2	1	3	0.75	7	V7	True	('E#', 'G#', 'B', 'C#')	E#	C#	1	dominant seventh chord	(1, 5, 8, 11)	F#	F#	5	None	V7	True	7
62	2	7.75	31/4	0.25	1/4	3	6	12	16	3	10.333	B4	71	True	B	0	7/16	3.333	False	0	P1-Staff2	1	3	0.75	7	V7	False	('E#', 'G#', 'B', 'C#')	E#	C#	1	dominant seventh chord	(1, 5, 8, 11)	F#	F#	5	None	V7	True	4
64	2	8.0	8	0.25	1/4	3	6	12	16	3	10.667	C#4	61	True	C	1	1/2	3.667	False	0	P1-Staff2	1	3	0.75	7	V7	False	('E#', 'G#', 'B', 'C#')	E#	C#	1	dominant seventh chord	(1, 5, 8, 11)	F#	F#	5	None	V7	True	5
66	2	8.25	33/4	0.25	1/4	3	6	12	16	3	11.0	E#4	65	True	E	1	9/16	4.0	True	4	P1-Staff2	1	3	0.75	8	V7	True	('C#', 'E#', 'G#', 'B')	C#	C#	0	dominant seventh chord	(1, 5, 8, 11)	F#	F#	5	None	V7	True	7
66	6	8.25	33/4	0.75	3/4	3	6	12	16	3	11.0	C#3	49	True	C	1	9/16	4.0	True	4	P1-Staff2	1	3	0.75	8	V7	True	('C#', 'E#', 'G#', 'B')	C#	C#	0	dominant seventh chord	(1, 5, 8, 11)	F#	F#	5	None	V7	True	5
68	2	8.5	17/2	0.25	1/4	3	6	12	16	3	11.333	G#4	68	True	G	1	5/8	4.333	False	0	P1-Staff2	1	3	0.75	8	V7	False	('C#', 'E#', 'G#', 'B')	C#	C#	0	dominant seventh chord	(1, 5, 8, 11)	F#	F#	5	None	V7	True	2
70	2	8.75	35/4	0.25	1/4	3	6	12	16	3	11.667	B4	71	True	B	0	11/16	4.667	False	0	P1-Staff2	1	3	0.75	8	V7	False	('C#', 'E#', 'G#', 'B')	C#	C#	0	dominant seventh chord	(1, 5, 8, 11)	F#	F#	5	None	V7	True	4
72	2	9.0	9	0.25	1/4	4	6	12	16	4	12.0	A#4	70	True	A	1	0	1.0	True	1	P1-Staff2	1	4	0.75	9	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	3
72	6	9.0	9	0.75	3/4	4	6	12	16	4	12.0	F#3	54	True	F	1	0	1.0	True	1	P1-Staff2	1	4	0.75	9	I	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
74	2	9.25	37/4	0.25	1/4	4	6	12	16	4	12.333	F#4	66	True	F	1	1/16	1.333	False	0	P1-Staff2	1	4	0.75	9	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	1
76	2	9.5	19/2	0.25	1/4	4	6	12	16	4	12.667	B#4	72	True	B	1	1/8	1.667	False	0	P1-Staff2	1	4	0.75	9	I	False	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	F#	F#	1	None	I	True	#4
78	2	9.75	39/4	0.25	1/4	4	6	12	16	4	13.0	B#4	72	False	B	1	3/16	2.0	True	2	P1-Staff2	1	4	0.75	10	V7	True	('G#', 'B#', 'D#', 'F#')	G#	G#	0	dominant seventh chord	(0, 3, 6, 8)	C#	C#	5	None	V7	True	7
78	6	9.75	39/4	0.75	3/4	4	6	12	16	4	13.0	G#3	56	True	G	1	3/16	2.0	True	2	P1-Staff2	1	4	0.75	10	V7	True	('G#', 'B#', 'D#', 'F#')	G#	G#	0	dominant seventh chord	(0, 3, 6, 8)	C#	C#	5	None	V7	True	5
