s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	1	['D3', 'D4', 'D5']	['P1', 'P1']	[True, True, True]
1.0	0.875	1	['D3', 'D4', 'D5']	['P1', 'P1']	[True, True, True]
1.875	0.125	1	['D3', 'D4', 'D5']	['P1', 'P1']	[True, True, True]
2.0	2.0	1	['A3', 'A4', 'A5']	['P1', 'P1']	[True, True, True]
4.0	1.0	2	['D3', 'D4', 'D5']	['P1', 'P1']	[True, True, True]
5.0	0.875	2	['D3', 'D4', 'D5']	['P1', 'P1']	[True, True, True]
5.875	0.125	2	['D3', 'D4', 'D5']	['P1', 'P1']	[True, True, True]
6.0	2.0	2	['A2', 'A3', 'A4']	['P1', 'P1']	[True, True, True]
8.0	1.0	3	['F3', 'A3', 'D4']	['M3', 'M6']	[True, True, True]
9.0	0.875	3	['F3', 'A3', 'D4']	['M3', 'M6']	[True, True, True]
9.875	0.125	3	['G3', 'A3', 'E4']	['M2', 'M6']	[True, True, True]
10.0	0.5	3	['G3', 'A3', 'E4']	['M2', 'M6']	[True, True, True]
10.5	0.375	3	['G3', 'A3', 'E4', 'D5']	['M2', 'M6', 'P5']	[False, False, False, True]
10.875	0.125	3	['G3', 'A3', 'E4', 'C#5']	['M2', 'M6', 'A4']	[False, False, False, True]
11.0	0.5	3	['G3', 'A3', 'E4', 'C#5']	['M2', 'M6', 'A4']	[False, False, False, True]
11.5	0.5	3	['G3', 'A3', 'E4', 'C#5']	['M2', 'M6', 'A4']	[False, False, False, True]
12.0	1.0	4	['F3', 'A3', 'D4']	['M3', 'M6']	[True, True, True]
13.0	0.875	4	['F3', 'A3', 'D4']	['M3', 'M6']	[True, True, True]
13.875	0.125	4	['G3', 'A3', 'E4']	['M2', 'M6']	[True, True, True]
14.0	0.5	4	['G3', 'A3', 'E4']	['M2', 'M6']	[True, True, True]
14.5	0.375	4	['G3', 'A3', 'E4', 'D5']	['M2', 'M6', 'P5']	[False, False, False, True]
14.875	0.125	4	['G3', 'A3', 'E4', 'C#5']	['M2', 'M6', 'A4']	[False, False, False, True]
15.0	0.5	4	['G3', 'A3', 'E4', 'C#5']	['M2', 'M6', 'A4']	[False, False, False, True]
15.5	0.5	4	['G3', 'A3', 'E4', 'C#5']	['M2', 'M6', 'A4']	[False, False, False, True]
16.0	1.0	5	['F3', 'A3', 'D4']	['M3', 'M6']	[True, True, True]
17.0	0.875	5	['F3', 'A3', 'D4']	['M3', 'M6']	[True, True, True]
17.875	0.125	5	['G3', 'B-3', 'E4']	['m3', 'M6']	[True, True, True]
18.0	0.5	5	['G3', 'B-3', 'E4']	['m3', 'M6']	[True, True, True]
18.5	0.375	5	['G3', 'B-3', 'E4', 'D5']	['m3', 'M6', 'P5']	[False, False, False, True]
18.875	0.125	5	['G3', 'B-3', 'E4', 'C5']	['m3', 'M6', 'P4']	[False, False, False, True]
19.0	0.5	5	['G3', 'B-3', 'E4', 'C5']	['m3', 'M6', 'P4']	[False, False, False, True]
19.5	0.5	5	['G3', 'B-3', 'E4', 'C5']	['m3', 'M6', 'P4']	[False, False, False, True]
20.0	0.5	6	['A2', 'E4', 'G4', 'C5']	['P5', 'm7', 'm3']	[True, True, True, True]
20.5	0.375	6	['A2', 'E4', 'G4', 'B-4', 'C5']	['P5', 'm7', 'm2', 'm3']	[False, True, True, True, False]
20.875	0.125	6	['A2', 'F4', 'A4', 'C5']	['m6', 'P1', 'm3']	[False, True, True, False]
21.0	0.5	6	['A2', 'F4', 'A4', 'C5']	['m6', 'P1', 'm3']	[False, True, True, False]
21.5	0.375	6	['B-2', 'D4', 'G4', 'B-4']	['M3', 'M6', 'P1']	[True, True, True, True]
21.875	0.125	6	['C3', 'C4', 'F4', 'A4']	['P1', 'P4', 'M6']	[True, True, True, True]
22.0	0.5	6	['C3', 'C4', 'F4', 'A4']	['P1', 'P4', 'M6']	[True, True, True, True]
22.5	0.5	6			
23.0	0.5	6	['C3', 'B-3', 'E4', 'G4']	['m7', 'M3', 'P5']	[True, True, True, True]
23.5	0.5	6			
24.0	1.0	7	['F3', 'F4', 'F5']	['P1', 'P1']	[True, True, True]
25.0	0.875	7	['F3', 'F4', 'F5']	['P1', 'P1']	[True, True, True]
25.875	0.125	7	['F3', 'F4', 'F5']	['P1', 'P1']	[True, True, True]
26.0	2.0	7	['C4', 'C5', 'C6']	['P1', 'P1']	[True, True, True]
28.0	1.0	8	['F3', 'F4', 'F5']	['P1', 'P1']	[True, True, True]
29.0	0.875	8	['F3', 'F4', 'F5']	['P1', 'P1']	[True, True, True]
29.875	0.125	8	['F3', 'F4', 'F5']	['P1', 'P1']	[True, True, True]
30.0	2.0	8	['C3', 'C4', 'C5']	['P1', 'P1']	[True, True, True]
32.0	1.0	9	['A3', 'C4', 'E-4']	['m3', 'd5']	[True, True, True]
33.0	0.875	9	['A3', 'C4', 'E-4']	['m3', 'd5']	[True, True, True]
33.875	0.125	9	['A3', 'C4', 'D4']	['m3', 'P4']	[False, False, True]
34.0	0.5	9	['A3', 'C4', 'D4']	['m3', 'P4']	[True, True, True]
34.5	0.375	9	['A3', 'C4', 'D4', 'G5']	['m3', 'P4', 'm7']	[False, False, False, True]
34.875	0.125	9	['A3', 'C4', 'D4', 'F#5']	['m3', 'P4', 'M6']	[False, False, False, True]
35.0	0.5	9	['A3', 'C4', 'D4', 'F#5']	['m3', 'P4', 'M6']	[False, False, False, True]
35.5	0.5	9	['A3', 'C4', 'D4', 'F#5']	['m3', 'P4', 'M6']	[False, False, False, True]
36.0	1.0	10	['B3', 'D4', 'F4']	['m3', 'd5']	[True, True, True]
37.0	0.875	10	['B3', 'D4', 'F4']	['m3', 'd5']	[True, True, True]
37.875	0.125	10	['B3', 'D4', 'E4']	['m3', 'P4']	[False, False, True]
38.0	0.5	10	['B3', 'D4', 'E4']	['m3', 'P4']	[True, True, True]
38.5	0.375	10	['B3', 'D4', 'E4', 'A5']	['m3', 'P4', 'm7']	[False, False, False, True]
38.875	0.125	10	['B3', 'D4', 'E4', 'G#5']	['m3', 'P4', 'M6']	[False, False, False, True]
39.0	0.5	10	['B3', 'D4', 'E4', 'G#5']	['m3', 'P4', 'M6']	[False, False, False, True]
39.5	0.5	10	['B3', 'D4', 'E4', 'G#5']	['m3', 'P4', 'M6']	[False, False, False, True]
40.0	0.5	11	['C#4', 'E4', 'G4']	['m3', 'd5']	[True, True, True]
40.5	0.375	11	['C#4', 'E4', 'G4', 'B-5']	['m3', 'd5', 'd7']	[False, False, False, True]
40.875	0.125	11	['C#4', 'E4', 'G4', 'A5']	['m3', 'd5', 'm6']	[False, False, False, True]
41.0	0.5	11	['C#4', 'E4', 'G4', 'A5']	['m3', 'd5', 'm6']	[True, True, True, True]
41.5	0.375	11	['C#4', 'E4', 'G4', 'A5']	['m3', 'd5', 'm6']	[False, False, False, True]
41.875	0.125	11	['C#4', 'E4', 'F4', 'A5']	['m3', 'd4', 'm6']	[False, False, True, False]
42.0	0.5	11	['D4', 'F4']	['m3']	[True, True]
42.5	0.375	11	['D4', 'F4', 'B-5']	['m3', 'm6']	[False, False, True]
42.875	0.125	11	['D4', 'F4', 'A5']	['m3', 'P5']	[False, False, True]
43.0	0.5	11	['D4', 'F4', 'A5']	['m3', 'P5']	[True, True, True]
43.5	0.5	11	['D4', 'F4', 'A5']	['m3', 'P5']	[False, False, True]
44.0	0.5	12	['E5', 'G5', 'D6']	['m3', 'm7']	[True, True, True]
44.5	0.375	12	['B-3', 'E5', 'G5', 'D6']	['A4', 'M6', 'M3']	[True, False, False, False]
44.875	0.125	12	['A3', 'E5', 'G5', 'D6']	['P5', 'm7', 'P4']	[True, False, False, False]
45.0	0.5	12	['A3', 'E5', 'G5', 'C#6']	['P5', 'm7', 'M3']	[True, False, False, True]
45.5	0.5	12	['A3', 'E5', 'G5', 'C#6']	['P5', 'm7', 'M3']	[True, False, False, False]
46.0	0.5	12	['E-5', 'A5', 'C6']	['A4', 'M6']	[True, True, True]
46.5	0.375	12	['G4', 'E-5', 'A5', 'C6']	['m6', 'M2', 'P4']	[True, False, False, False]
46.875	0.125	12	['F#4', 'E-5', 'A5', 'C6']	['d7', 'm3', 'd5']	[True, False, False, False]
47.0	0.5	12	['F#4', 'D5', 'A5', 'C6']	['m6', 'm3', 'd5']	[True, True, False, False]
47.5	0.5	12	['F#4', 'D5', 'A5', 'C6']	['m6', 'm3', 'd5']	[True, False, False, False]
48.0	0.5	13	['D5', 'A5', 'B-5']	['P5', 'm6']	[True, False, True]
48.5	0.375	13	['F#2', 'F#3', 'D5', 'A5', 'B-5']	['P1', 'm6', 'm3', 'd4']	[True, True, False, False, False]
48.875	0.125	13	['G2', 'G3', 'D5', 'A5', 'B-5']	['P1', 'P5', 'M2', 'm3']	[True, True, False, False, False]
49.0	0.5	13	['G2', 'G3', 'D5', 'G5', 'B-5']	['P1', 'P5', 'P1', 'm3']	[True, True, False, True, False]
49.5	0.375	13	['B-2', 'B-3', 'G4', 'E5', 'G5']	['P1', 'M6', 'A4', 'M6']	[True, True, True, True, True]
