s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	1	['F2', 'C3', 'A3', 'C4', 'A4']	['P5', 'M3', 'P5', 'M3']	[True, True, True, True, True]
1.0	0.5	1	['F2', 'B-2', 'C3', 'G3', 'C4', 'G4']	['P4', 'P5', 'M2', 'P5', 'M2']	[True, True, True, True, True, True]
1.5	0.5	1	['F2', 'A2', 'C3', 'F3', 'C4', 'F4']	['M3', 'P5', 'P1', 'P5', 'P1']	[True, True, True, True, True, True]
2.0	1.0	1	['F2', 'C3', 'A3', 'C4', 'A4']	['P5', 'M3', 'P5', 'M3']	[True, True, True, True, True]
3.0	0.5	1	['F2', 'B-2', 'C3', 'G3', 'C4', 'G4']	['P4', 'P5', 'M2', 'P5', 'M2']	[True, True, True, True, True, True]
3.5	0.5	1	['F2', 'A2', 'C3', 'F3', 'C4', 'F4']	['M3', 'P5', 'P1', 'P5', 'P1']	[True, True, True, True, True, True]
4.0	1.0	2	['C2', 'G2', 'C3', 'E3', 'C4', 'E4']	['P5', 'P1', 'M3', 'P1', 'M3']	[True, True, True, True, True, True]
5.0	0.5	2	['C2', 'A2', 'C3', 'F3', 'C4', 'F4']	['M6', 'P1', 'P4', 'P1', 'P4']	[True, True, True, True, True, True]
5.5	0.5	2	['C2', 'F2', 'C3', 'A3', 'C4', 'F4', 'A4']	['P4', 'P1', 'M6', 'P1', 'P4', 'M6']	[True, True, True, True, True, True, True]
6.0	1.0	2	['C2', 'C3', 'A3', 'C4', 'F4', 'A4']	['P1', 'M6', 'P1', 'P4', 'M6']	[True, True, True, True, True, True]
7.0	0.5	2	['C2', 'C3', 'G3', 'C4', 'E4', 'G4']	['P1', 'P5', 'P1', 'M3', 'P5']	[False, False, True, True, True, True]
7.5	0.5	2			
8.0	1.0	3	['F2', 'C3', 'A3', 'C4', 'A4']	['P5', 'M3', 'P5', 'M3']	[True, True, True, True, True]
9.0	0.5	3	['F2', 'B-2', 'C3', 'G3', 'C4', 'G4']	['P4', 'P5', 'M2', 'P5', 'M2']	[True, True, True, True, True, True]
9.5	0.5	3	['F2', 'A2', 'C3', 'F3', 'C4', 'F4']	['M3', 'P5', 'P1', 'P5', 'P1']	[True, True, True, True, True, True]
10.0	1.0	3	['F2', 'C3', 'E-3', 'F3', 'C4', 'E-4', 'A4']	['P5', 'm7', 'P1', 'P5', 'm7', 'M3']	[True, True, True, True, True, True, True]
11.0	0.5	3	['F2', 'C3', 'E-3', 'F3', 'B-3', 'E-4', 'G4']	['P5', 'm7', 'P1', 'P4', 'm7', 'M2']	[True, True, True, True, True, True, True]
11.5	0.5	3	['F2', 'C3', 'E-3', 'F3', 'A3', 'E-4', 'F4']	['P5', 'm7', 'P1', 'M3', 'm7', 'P1']	[True, True, True, True, True, True, True]
12.0	0.5	4	['B-2', 'E-3', 'F3', 'B-3', 'E-4', 'F4']	['P4', 'P5', 'P1', 'P4', 'P5']	[True, True, True, True, True, True]
12.5	0.5	4	['B-2', 'D3', 'F3', 'D4', 'F4', 'B-4']	['M3', 'P5', 'M3', 'P5', 'P1']	[False, True, False, True, True, True]
13.0	0.5	4	['B-2', 'E-3', 'F#3', 'C4', 'E-4', 'F#4', 'A4']	['P4', 'A5', 'M2', 'P4', 'A5', 'M7']	[False, True, True, True, True, True, True]
