s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['D3', 'A3', 'F4']	['P5', 'm3']	[True, True, True]
0.5	0.5	1	['D3', 'A3', 'F4']	['P5', 'm3']	[True, True, True]
1.0	0.5	1	['D3', 'A3', 'F4']	['P5', 'm3']	[True, True, True]
1.5	0.5	1	['D3', 'A3', 'F4', 'F5']	['P5', 'm3', 'm3']	[True, True, True, True]
2.0	0.5	2	['D3', 'A3', 'F4', 'E5']	['P5', 'm3', 'M2']	[True, True, True, True]
2.5	0.5	2	['D3', 'A3', 'F4', 'D5']	['P5', 'm3', 'P1']	[True, True, True, True]
3.0	0.5	2	['D3', 'A3', 'F4', 'A4']	['P5', 'm3', 'P5']	[True, True, True, True]
3.5	0.375	2	['D3', 'G3', 'B-3', 'C#4', 'F4']	['P4', 'm6', 'M7', 'm3']	[True, True, True, True, True]
3.875	0.125	2	['D3', 'G3', 'B-3', 'C#4', 'E4']	['P4', 'm6', 'M7', 'M2']	[False, False, False, False, True]
4.0	0.5	3	['D3', 'F3', 'A3', 'D4']	['m3', 'P5', 'P1']	[True, True, True, True]
4.5	0.5	3	['D3', 'F3', 'A3', 'D4']	['m3', 'P5', 'P1']	[True, True, False, False]
5.0	0.5	3	['D3', 'F3', 'A3']	['m3', 'P5']	[True, True, True]
5.5	0.5	3	['D3', 'G3', 'B-3', 'C#4', 'E4']	['P4', 'm6', 'M7', 'M2']	[True, True, True, True, True]
6.0	0.5	4	['D3', 'F3', 'A3', 'D4']	['m3', 'P5', 'P1']	[True, True, True, True]
6.5	0.5	4	['D3', 'F3', 'A3', 'D4']	['m3', 'P5', 'P1']	[True, True, False, False]
7.0	0.5	4	['D3', 'F3', 'A3']	['m3', 'P5']	[True, True, True]
7.5	0.5	4	['G2', 'D3', 'G3', 'D4', 'B-4', 'D5']	['P5', 'P1', 'P5', 'm3', 'P5']	[True, True, True, True, True, True]
8.0	0.5	5	['A2', 'D3', 'F3', 'A3', 'D4', 'F4', 'A4']	['P4', 'm6', 'P1', 'P4', 'm6', 'P1']	[True, True, True, True, True, True, True]
