onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	48	0.0	0	4.0	4	1	2	2	2	1	0.0	A4	69	True	A	0	0	1.0	True	1	Violoncello	1	1	4.0	0	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	5
48	48	4.0	4	4.0	4	2	2	2	2	2	2.0	G5	79	True	G	0	0	1.0	True	1	Violoncello	1	2	4.0	1	V7	True	('A', 'C#', 'E', 'G')	A	A	0	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True	4
96	6	8.0	8	0.5	1/2	3	2	2	2	3	4.0	G5	79	False	G	0	0	1.0	True	1	Violoncello	1	3	4.0	2	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	4
96	48	8.0	8	4.0	4	3	2	2	2	3	4.0	F#4	66	True	F	1	0	1.0	True	1	Violoncello	1	3	4.0	2	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	3
96	48	8.0	8	4.0	4	3	2	2	2	3	4.0	A3	57	True	A	0	0	1.0	True	1	Violoncello	1	3	4.0	2	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	5
96	48	8.0	8	4.0	4	3	2	2	2	3	4.0	D3	50	True	D	0	0	1.0	True	1	Violoncello	1	3	4.0	2	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	1
102	6	8.5	17/2	0.5	1/2	3	2	2	2	3	4.25	F#5	78	True	F	1	1/8	1.25	False	0	Violoncello	1	3	4.0	2	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	3
108	6	9.0	9	0.5	1/2	3	2	2	2	3	4.5	E5	76	True	E	0	1/4	1.5	False	0	Violoncello	1	3	4.0	2	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	2
114	6	9.5	19/2	0.5	1/2	3	2	2	2	3	4.75	D5	74	True	D	0	3/8	1.75	False	0	Violoncello	1	3	4.0	2	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	1
120	6	10.0	10	0.5	1/2	3	2	2	2	3	5.0	C#5	73	True	C	1	1/2	2.0	True	2	Violoncello	1	3	4.0	2	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	7
126	6	10.5	21/2	0.5	1/2	3	2	2	2	3	5.25	D5	74	True	D	0	5/8	2.25	False	0	Violoncello	1	3	4.0	2	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	1
132	6	11.0	11	0.5	1/2	3	2	2	2	3	5.5	F#5	78	True	F	1	3/4	2.5	False	0	Violoncello	1	3	4.0	2	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	3
138	6	11.5	23/2	0.5	1/2	3	2	2	2	3	5.75	D5	74	True	D	0	7/8	2.75	False	0	Violoncello	1	3	4.0	2	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True	1
144	48	12.0	12	4.0	4	4	2	2	2	4	6.0	C#5	73	True	C	1	0	1.0	True	1	Violoncello	1	4	4.0	3	V7	True	('E', 'G', 'A', 'C#')	E	A	2	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True	7
144	48	12.0	12	4.0	4	4	2	2	2	4	6.0	G4	67	True	G	0	0	1.0	True	1	Violoncello	1	4	4.0	3	V7	True	('E', 'G', 'A', 'C#')	E	A	2	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True	4
144	48	12.0	12	4.0	4	4	2	2	2	4	6.0	A3	57	False	A	0	0	1.0	True	1	Violoncello	1	4	4.0	3	V7	True	('E', 'G', 'A', 'C#')	E	A	2	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True	5
144	48	12.0	12	4.0	4	4	2	2	2	4	6.0	E3	52	True	E	0	0	1.0	True	1	Violoncello	1	4	4.0	3	V7	True	('E', 'G', 'A', 'C#')	E	A	2	dominant seventh chord	(1, 4, 7, 9)	D	D	5	None	V7	True	2
192	6	16.0	16	0.5	1/2	5	2	2	2	5	8.0	E5	76	True	E	0	0	1.0	True	1	Violoncello	1	5	4.0	4	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True	2
192	48	16.0	16	4.0	4	5	2	2	2	5	8.0	A4	69	True	A	0	0	1.0	True	1	Violoncello	1	5	4.0	4	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True	5
