s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
0.5	0.5	1	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
1.0	0.5	1	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
1.5	0.5	1	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
2.0	0.5	1	['E-3', 'F3', 'C-4', 'E-4', 'A-4']	['M2', 'm6', 'P1', 'P4']	[True, True, True, True, True]
2.5	0.5	1	['E-3', 'G-3', 'C4', 'E-4', 'A4']	['m3', 'M6', 'P1', 'A4']	[True, True, True, True, True]
3.0	0.5	2	['D3', 'F3', 'C4', 'F4', 'C5']	['m3', 'm7', 'm3', 'm7']	[True, True, True, True, True]
3.5	0.5	2	['D3', 'F3', 'C4', 'F4', 'C5']	['m3', 'm7', 'm3', 'm7']	[True, True, True, True, False]
4.0	0.5	2	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, True]
4.5	0.5	2	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, False]
5.0	0.5	2	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, False]
5.5	0.5	2	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, True]
6.0	0.5	3	['C3', 'A-3', 'E-4', 'A-4', 'E-5']	['m6', 'm3', 'm6', 'm3']	[True, True, True, True, True]
6.5	0.5	3	['C3', 'A-3', 'E-4', 'A-4', 'E-5']	['m6', 'm3', 'm6', 'm3']	[True, True, True, True, False]
7.0	0.5	3	['C3', 'A-3', 'E-4', 'A-4', 'E-5']	['m6', 'm3', 'm6', 'm3']	[True, True, True, True, False]
7.5	0.25	3	['C3', 'A-3', 'E-4', 'A-4', 'D5']	['m6', 'm3', 'm6', 'M2']	[True, True, True, True, True]
7.75	0.25	3	['C3', 'A-3', 'E-4', 'A-4', 'C5']	['m6', 'm3', 'm6', 'P1']	[False, False, False, False, True]
8.0	0.5	3	['D3', 'B-3', 'F4', 'B-4']	['m6', 'm3', 'm6']	[True, True, True, True]
8.5	0.5	3	['D3', 'B-3', 'F4', 'A-4']	['m6', 'm3', 'd5']	[True, True, True, True]
9.0	0.5	4	['E-3', 'B-3', 'G4']	['P5', 'M3']	[True, True, True]
9.5	0.5	4	['E-3', 'B-3', 'G5']	['P5', 'M3']	[False, False, True]
10.0	0.2	4	['F3', 'B-3', 'A-4', 'D5']	['P4', 'm3', 'M6']	[True, True, True, True]
10.2	0.2	4	['F3', 'B-3', 'A-4', 'E-5']	['P4', 'm3', 'm7']	[False, False, False, True]
10.4	0.2	4	['F3', 'B-3', 'A-4', 'D5']	['P4', 'm3', 'M6']	[False, False, False, True]
10.6	0.2	4	['F3', 'B-3', 'A-4', 'C#5']	['P4', 'm3', 'A5']	[False, False, False, True]
10.8	0.2	4	['F3', 'B-3', 'A-4', 'D5']	['P4', 'm3', 'M6']	[False, False, False, True]
11.0	0.5	4	['F#3', 'B-3', 'A4', 'F5']	['d4', 'm3', 'd1']	[True, True, True, True]
11.5	0.5	4	['F#3', 'B-3', 'A4', 'E-5']	['d4', 'm3', 'd7']	[False, False, False, True]
12.0	0.5	5	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm3']	[True, True, True, True]
12.5	0.5	5	['G3', 'B-3', 'E-4', 'B4']	['m3', 'm6', 'M3']	[False, False, False, True]
13.0	0.5	5	['A-2', 'F3', 'E-4', 'D5']	['M6', 'P5', 'A4']	[True, True, True, True]
13.5	0.5	5	['A-2', 'F3', 'E-4', 'C5']	['M6', 'P5', 'M3']	[False, False, False, True]
14.0	0.5	5	['B-2', 'A-3', 'D4', 'G4']	['m7', 'M3', 'M6']	[True, True, True, True]
14.5	0.5	5	['B-2', 'A-3', 'D4', 'F4']	['m7', 'M3', 'P5']	[False, False, False, True]
15.0	0.5	6	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
15.5	0.5	6	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, False]
16.0	0.5	6	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, False]
16.5	0.5	6	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
17.0	0.5	6	['E-3', 'F3', 'C-4', 'E-4', 'A-4']	['M2', 'm6', 'P1', 'P4']	[True, True, True, True, True]
17.5	0.5	6	['E-3', 'G-3', 'C4', 'E-4', 'A4']	['m3', 'M6', 'P1', 'A4']	[True, True, True, True, True]
18.0	0.5	7	['D3', 'F3', 'C4', 'F4', 'C5']	['m3', 'm7', 'm3', 'm7']	[True, True, True, True, True]
18.5	0.5	7	['D3', 'F3', 'C4', 'F4', 'C5']	['m3', 'm7', 'm3', 'm7']	[True, True, True, True, False]
19.0	0.5	7	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, True]
19.5	0.5	7	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, False]
20.0	0.5	7	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, False]
20.5	0.5	7	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, True]
21.0	0.5	8	['C3', 'A-3', 'E-4', 'A-4', 'E-5']	['m6', 'm3', 'm6', 'm3']	[True, True, True, True, True]
21.5	0.5	8	['C3', 'A-3', 'E-4', 'A-4', 'E-5']	['m6', 'm3', 'm6', 'm3']	[True, True, True, False, False]
22.0	0.5	8	['C3', 'A-3', 'E-4', 'A-4', 'E-5']	['m6', 'm3', 'm6', 'm3']	[True, True, True, False, False]
22.5	0.25	8	['C3', 'A-3', 'E-4', 'A-4', 'B-4', 'D5']	['m6', 'm3', 'm6', 'm7', 'M2']	[True, True, True, True, True, True]
22.75	0.25	8	['C3', 'A-3', 'E-4', 'A-4', 'C5']	['m6', 'm3', 'm6', 'P1']	[False, False, False, False, True]
23.0	0.5	8	['D3', 'B-3', 'F4', 'B-4']	['m6', 'm3', 'm6']	[True, True, True, True]
23.5	0.5	8	['D3', 'B-3', 'F4', 'A-4']	['m6', 'm3', 'd5']	[True, True, True, True]
24.0	0.5	9	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
24.5	0.5	9	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, False]
25.0	0.5	9	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
25.5	0.5	9	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
26.0	0.5	9	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
26.5	0.5	9	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, False]
27.0	0.5	10	['E-3', 'F3', 'A3', 'C4', 'F4']	['M2', 'A4', 'M6', 'M2']	[True, True, True, True, True]
27.5	0.5	10	['E-3', 'F3', 'A3', 'C4', 'F4']	['M2', 'A4', 'M6', 'M2']	[True, True, True, True, True]
28.0	0.5	10	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, True]
28.5	0.5	10	['D3', 'F3', 'B-3', 'F4', 'B-4']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, False]
29.0	0.5	10	['A2', 'F3', 'E-4', 'C5']	['m6', 'd5', 'm3']	[True, True, True, True]
29.5	0.5	10	['A2', 'F3', 'E-4', 'C5']	['m6', 'd5', 'm3']	[True, True, True, False]
30.0	0.5	11	['B-2', 'F3', 'E-4', 'A4', 'C#5']	['P5', 'P4', 'M7', 'A2']	[True, True, True, True, True]
30.5	0.5	11	['B-2', 'F3', 'E-4', 'A4', 'C#5']	['P5', 'P4', 'M7', 'A2']	[True, True, True, True, False]
31.0	0.5	11	['B-2', 'F3', 'E-4', 'A4', 'C#5']	['P5', 'P4', 'M7', 'A2']	[True, True, True, True, False]
31.5	0.5	11	['B-2', 'F3', 'E-4', 'A4', 'C#5']	['P5', 'P4', 'M7', 'A2']	[True, True, True, True, False]
32.0	0.5	11	['B-2', 'F3', 'D4', 'B-4', 'D5']	['P5', 'M3', 'P1', 'M3']	[True, True, True, True, True]
32.5	0.5	11	['B-2', 'F3', 'D4', 'B-4', 'D5']	['P5', 'M3', 'P1', 'M3']	[True, True, True, True, False]
33.0	0.5	12	['E-3', 'B3', 'G4', 'D5', 'F5']	['A5', 'M3', 'M7', 'M2']	[True, True, True, True, True]
33.5	0.25	12	['E-3', 'C4', 'G4', 'C5', 'E-5']	['M6', 'M3', 'M6', 'P1']	[True, True, True, True, True]
33.75	0.25	12	['E-3', 'C4', 'G4', 'C5', 'D5', 'E-5']	['M6', 'M3', 'M6', 'M7', 'P1']	[False, False, False, False, True, False]
34.0	0.5	12	['F3', 'E-4', 'F4', 'G4', 'D5']	['m7', 'P1', 'M2', 'M6']	[True, True, True, True, True]
34.5	0.5	12	['F3', 'E-4', 'F4', 'G4', 'D5']	['m7', 'P1', 'M2', 'M6']	[True, True, True, True, False]
35.0	0.5	12	['F3', 'E-4', 'F4', 'A4', 'C5']	['m7', 'P1', 'M3', 'P5']	[True, True, True, True, True]
35.5	0.5	12	['B-3', 'D4', 'F4', 'B-4']	['M3', 'P5', 'P1']	[True, True, True, True]
36.0	0.5	13	['B-3', 'D4', 'F4', 'B-4']	['M3', 'P5', 'P1']	[True, True, True, True]
36.5	0.5	13	['B-3', 'D4', 'F4', 'B-4']	['M3', 'P5', 'P1']	[True, True, True, False]
37.0	0.5	13	['B-3', 'D4', 'F4', 'B-4']	['M3', 'P5', 'P1']	[True, True, True, False]
37.5	0.5	13	['B-3', 'D4', 'F4', 'B-4']	['M3', 'P5', 'P1']	[True, True, True, False]
38.0	0.5	13	['A-3', 'B-3', 'D4', 'F4', 'B-4']	['M2', 'A4', 'M6', 'M2']	[True, True, True, True, True]
38.5	0.5	13	['A-3', 'B-3', 'D4', 'F4', 'B-4']	['M2', 'A4', 'M6', 'M2']	[True, True, True, True, False]
39.0	0.5	14	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm3']	[True, True, True, False]
39.5	0.5	14	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm3']	[True, True, True, False]
40.0	0.5	14	['F3', 'B-3', 'D4', 'A-4']	['P4', 'M6', 'm3']	[True, True, True, True]
40.5	0.5	14	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, True]
41.0	0.5	14	['D3', 'F3', 'B-3', 'F4']	['m3', 'm6', 'm3']	[True, True, True, True]
41.5	0.25	14	['C3', 'F3', 'A3', 'F4']	['P4', 'M6', 'P4']	[True, True, True, False]
41.75	0.25	14	['C3', 'F3', 'A3', 'E-4']	['P4', 'M6', 'm3']	[False, False, False, True]
42.0	0.5	15	['B-2', 'F3', 'A3', 'E-4']	['P5', 'M7', 'P4']	[True, True, True, True]
42.5	0.5	15	['B-2', 'F3', 'A3', 'E-4']	['P5', 'M7', 'P4']	[True, True, True, False]
43.0	0.5	15	['B-2', 'F3', 'B-3', 'D4']	['P5', 'P1', 'M3']	[True, True, True, True]
43.5	0.5	15	['B-2', 'F3', 'B-3', 'D4']	['P5', 'P1', 'M3']	[True, True, True, False]
44.0	0.5	15	['A-2', 'B-2', 'A-3', 'B-3', 'D4', 'B-4']	['M2', 'P1', 'M2', 'A4', 'M2']	[True, True, True, True, True, True]
44.5	0.5	15	['A-2', 'B-2', 'A-3', 'B-3', 'D4', 'B-4']	['M2', 'P1', 'M2', 'A4', 'M2']	[True, True, True, True, True, False]
45.0	0.5	16	['G2', 'B-2', 'G3', 'B-3', 'E-4', 'B-4']	['m3', 'P1', 'm3', 'm6', 'm3']	[True, True, True, True, True, False]
45.5	0.5	16	['G2', 'B-2', 'G3', 'B-3', 'E-4', 'B-4']	['m3', 'P1', 'm3', 'm6', 'm3']	[True, True, True, True, True, False]
46.0	0.5	16	['F2', 'B-2', 'F3', 'A-3', 'B-3', 'D4', 'A-4']	['P4', 'P1', 'm3', 'P4', 'M6', 'm3']	[True, True, True, True, True, True, True]
46.5	0.5	16	['E-2', 'B-2', 'E-3', 'G3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True, True]
47.0	0.5	16	['D2', 'F2', 'D3', 'F3', 'B-3', 'F4']	['m3', 'P1', 'm3', 'm6', 'm3']	[True, True, True, True, True, True]
47.5	0.5	16	['C2', 'F2', 'C3', 'E-3', 'F3', 'A3', 'E-4']	['P4', 'P1', 'm3', 'P4', 'M6', 'm3']	[True, True, True, True, True, True, True]
48.0	0.5	17	['B-1', 'F2', 'E-3', 'F3', 'B-3', 'E-4']	['P5', 'P4', 'P5', 'P1', 'P4']	[True, True, True, True, True, True]
48.5	0.5	17	['B-1', 'F2', 'E-3', 'F3', 'B-3', 'E-4']	['P5', 'P4', 'P5', 'P1', 'P4']	[True, True, True, True, True, False]
49.0	0.5	17	['B-1', 'F2', 'D3', 'F3', 'B-3', 'D4']	['P5', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, True]
49.5	0.5	17	['B-1', 'F2', 'D3', 'F3', 'B-3', 'D4']	['P5', 'M3', 'P5', 'P1', 'M3']	[True, True, True, True, True, False]
50.0	0.5	17	['A-3', 'B-3', 'D4', 'B-4']	['M2', 'A4', 'M2']	[True, True, True, True]
50.5	0.5	17	['A-3', 'B-3', 'D4', 'B-4']	['M2', 'A4', 'M2']	[True, True, True, True]
51.0	0.5	18	['G3', 'B-3', 'E-4', 'B-4', 'E-5']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, True]
51.5	0.5	18	['G3', 'B-3', 'E-4', 'B-4', 'E-5']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, False]
52.0	0.5	18	['G3', 'B-3', 'E-4', 'B-4', 'E-5']	['m3', 'm6', 'm3', 'm6']	[True, True, True, True, False]
52.5	0.25	18	['A-3', 'C4', 'E-4', 'C5', 'D5']	['M3', 'P5', 'M3', 'A4']	[True, True, True, True, True]
52.75	0.25	18	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M3']	[False, False, False, False]
53.0	0.5	18	['D3', 'B-3', 'F4', 'B-4']	['m6', 'm3', 'm6']	[True, True, True, True]
53.5	0.5	18	['D3', 'B-3', 'F4', 'A-4']	['m6', 'm3', 'd5']	[True, True, True, True]
54.0	0.5	19	['E-3', 'B-3', 'F4', 'G4']	['P5', 'M2', 'M3']	[True, True, True, True]
54.5	0.5	19	['E-3', 'B-3', 'F4', 'G4']	['P5', 'M2', 'M3']	[True, True, True, False]
55.0	0.5	19	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, False]
55.5	0.5	19	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P1', 'M3']	[True, True, True, False]
56.0	0.5	19	['E-3', 'B-3', 'D4', 'G4']	['P5', 'M7', 'M3']	[True, True, True, True]
56.5	0.5	19	['E-3', 'B-3', 'D4', 'G4']	['P5', 'M7', 'M3']	[True, True, True, False]
57.0	0.5	20	['E-3', 'G3', 'C4', 'G4']	['M3', 'M6', 'M3']	[True, True, True, True]
57.5	0.5	20	['E-3', 'G3', 'C4', 'G4']	['M3', 'M6', 'M3']	[True, True, True, False]
58.0	0.5	20	['E-3', 'G3', 'C4', 'G4']	['M3', 'M6', 'M3']	[True, True, True, False]
58.5	0.5	20	['E-3', 'G3', 'C4', 'G4']	['M3', 'M6', 'M3']	[True, True, True, True]
59.0	0.5	20	['E-3', 'A3', 'C4', 'F#4']	['A4', 'M6', 'A2']	[True, True, True, True]
59.5	0.5	20	['E-3', 'G3', 'C4', 'G4']	['M3', 'M6', 'M3']	[True, True, True, True]
60.0	0.5	21	['D3', 'F#3', 'C4', 'B-4']	['M3', 'm7', 'm6']	[True, True, True, True]
60.5	0.5	21	['D3', 'F#3', 'C4', 'B-4']	['M3', 'm7', 'm6']	[True, True, True, False]
61.0	0.5	21	['D3', 'F#3', 'C4', 'A4']	['M3', 'm7', 'P5']	[True, True, True, True]
61.5	0.5	21	['D3', 'F#3', 'C4', 'A4']	['M3', 'm7', 'P5']	[True, True, True, False]
62.0	0.5	21	['D3', 'F#3', 'C4', 'A4']	['M3', 'm7', 'P5']	[True, True, True, False]
62.5	0.5	21	['D3', 'F#3', 'C4', 'A4']	['M3', 'm7', 'P5']	[True, True, True, True]
63.0	0.5	22	['E-3', 'G3', 'C4', 'G4', 'C5']	['M3', 'M6', 'M3', 'M6']	[True, True, True, True, True]
63.5	0.5	22	['E-3', 'G3', 'C4', 'G4', 'C5']	['M3', 'M6', 'M3', 'M6']	[True, True, True, False, False]
64.0	0.5	22	['E-3', 'G3', 'C4', 'G4', 'C5']	['M3', 'M6', 'M3', 'M6']	[True, True, True, False, True]
64.5	0.5	22	['E-3', 'G3', 'C4', 'G4']	['M3', 'M6', 'M3']	[True, True, True, True]
65.0	0.5	22	['E-3', 'G3', 'C4', 'F#4']	['M3', 'M6', 'A2']	[True, True, True, True]
65.5	0.5	22	['E-3', 'G3', 'C4', 'G4']	['M3', 'M6', 'M3']	[True, True, True, True]
66.0	0.5	23	['E-3', 'F#3', 'C4', 'A4']	['A2', 'M6', 'A4']	[True, True, True, True]
66.5	0.5	23	['E-3', 'F#3', 'C4', 'A4']	['A2', 'M6', 'A4']	[True, True, True, False]
67.0	0.5	23	['E-3', 'F#3', 'C4', 'A4']	['A2', 'M6', 'A4']	[True, True, True, False]
67.5	0.5	23	['E-3', 'F#3', 'C4', 'A4']	['A2', 'M6', 'A4']	[True, True, True, False]
68.0	0.5	23	['E-3', 'G3', 'D-4', 'B-4']	['M3', 'm7', 'P5']	[True, True, True, True]
68.5	0.5	23	['E-3', 'G3', 'D-4', 'B-4']	['M3', 'm7', 'P5']	[True, True, True, False]
