s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	0	['A3', 'E4', 'A4', 'C#5']	['P5', 'P1', 'M3']	[True, True, True, True]
0.5	0.5	0	['A3', 'E4', 'E5']	['P5', 'P5']	[False, False, True]
1.0	0.5	1	['G#3', 'E4', 'B4', 'D5']	['m6', 'm3', 'd5']	[True, True, True, True]
1.5	0.5	1	['G#3', 'E4', 'E5']	['m6', 'm6']	[False, False, True]
2.0	0.5	1	['A3', 'E4', 'A4', 'C#5']	['P5', 'P1', 'M3']	[True, True, True, True]
2.5	0.5	1	['A3', 'E4', 'E5']	['P5', 'P5']	[False, False, True]
3.0	0.5	2	['E3', 'E4', 'G#4', 'B4']	['P1', 'M3', 'P5']	[True, True, True, True]
3.5	0.5	2	['E3', 'E4', 'E5']	['P1', 'P1']	[False, False, True]
4.0	0.5	2	['D3', 'E4', 'G#4', 'B4']	['M2', 'A4', 'M6']	[True, True, True, True]
4.5	0.5	2	['D3', 'E4', 'C#5']	['M2', 'M7']	[False, False, True]
5.0	0.5	3	['C#3', 'A4']	['m6']	[True, True]
5.5	0.5	3	['C#3', 'E4', 'A4']	['m3', 'm6']	[False, True, False]
6.0	0.5	3	['A2', 'E4', 'A4']	['P5', 'P1']	[True, False, True]
6.5	0.25	3	['A2', 'E4', 'B4']	['P5', 'M2']	[False, False, True]
6.75	0.25	3	['A2', 'E4', 'C#5']	['P5', 'M3']	[False, False, True]
7.0	0.5	4	['G#2', 'E4', 'D5']	['m6', 'd5']	[True, False, True]
7.5	0.25	4	['G#2', 'E4', 'B4']	['m6', 'm3']	[False, False, True]
7.75	0.25	4	['G#2', 'E4', 'D5']	['m6', 'd5']	[False, False, True]
8.0	0.5	4	['A2', 'E4', 'C#5']	['P5', 'M3']	[True, False, True]
8.5	0.25	4	['A2', 'E4', 'A4']	['P5', 'P1']	[False, False, True]
8.75	0.25	4	['A2', 'E4', 'C#5']	['P5', 'M3']	[False, False, True]
9.0	1.0	5	['E2', 'G#4', 'B4']	['M3', 'P5']	[True, True, True]
10.0	0.5	5	['A3', 'A4', 'C#5']	['P1', 'M3']	[True, True, True]
10.5	0.5	5	['A3', 'E4', 'E5']	['P5', 'P5']	[False, True, True]
11.0	0.5	6	['G#3', 'B4', 'D5']	['m3', 'd5']	[True, True, True]
11.5	0.5	6	['G#3', 'E4', 'E5']	['m6', 'm6']	[False, True, True]
12.0	0.5	6	['A3', 'A4', 'C#5']	['P1', 'M3']	[True, True, True]
12.5	0.5	6	['A3', 'E4', 'E5']	['P5', 'P5']	[False, True, True]
13.0	0.5	7	['E3', 'G#4', 'B4']	['M3', 'P5']	[True, True, True]
13.5	0.5	7	['E3', 'E4', 'E5']	['P1', 'P1']	[False, True, True]
14.0	0.5	7	['D3', 'G#4', 'B4']	['A4', 'M6']	[True, True, True]
14.5	0.5	7	['D3', 'E4', 'C#5']	['M2', 'M7']	[False, True, True]
15.0	0.5	8	['C#3', 'A4']	['m6']	[True, True]
15.5	0.5	8	['C#3', 'E4', 'A4']	['m3', 'm6']	[False, True, False]
16.0	0.5	8	['A2', 'E4', 'A4']	['P5', 'P1']	[True, False, True]
16.5	0.25	8	['A2', 'E4', 'C#5']	['P5', 'M3']	[False, False, True]
16.75	0.25	8	['A2', 'E4', 'E5']	['P5', 'P5']	[False, False, True]
17.0	0.5	9	['D3', 'F#4', 'D5']	['M3', 'P1']	[True, True, True]
17.5	0.5	9	['D3', 'F#4', 'C#5']	['M3', 'M7']	[False, False, True]
18.0	1.0	9	['E3', 'G#4', 'B4']	['M3', 'P5']	[True, True, True]
19.0	1.0	10	['A2', 'A4']	['P1']	[True, True]
20.0	0.5	10	['A3', 'E4', 'A4', 'C#5']	['P5', 'P1', 'M3']	[True, True, True, True]
20.5	0.5	10	['A3', 'E4', 'A4', 'E5']	['P5', 'P1', 'P5']	[False, False, False, True]
21.0	0.5	11	['G#3', 'E4', 'B4', 'D5']	['m6', 'm3', 'd5']	[True, True, True, True]
21.5	0.25	11	['G#3', 'E4', 'B4', 'E5']	['m6', 'm3', 'm6']	[False, False, False, True]
21.75	0.25	11	['G#3', 'E4', 'B4', 'D5']	['m6', 'm3', 'd5']	[False, False, False, True]
22.0	0.5	11	['A3', 'E4', 'A4', 'C#5']	['P5', 'P1', 'M3']	[True, True, True, True]
22.5	0.5	11	['A3', 'E4', 'A4', 'A5']	['P5', 'P1', 'P1']	[False, False, False, True]
23.0	0.5	12	['E3', 'E4', 'G#4', 'B4']	['P1', 'M3', 'P5']	[True, True, True, True]
23.5	0.5	12	['E3', 'E4', 'G#4', 'E5']	['P1', 'M3', 'P1']	[False, False, False, True]
24.0	0.5	12	['A3', 'E4', 'A4', 'C#5']	['P5', 'P1', 'M3']	[True, True, True, True]
24.5	0.5	12	['A3', 'E4', 'A4', 'E5']	['P5', 'P1', 'P5']	[False, False, False, True]
25.0	0.5	13	['G#3', 'E4', 'B4', 'D5']	['m6', 'm3', 'd5']	[True, True, True, True]
25.5	0.25	13	['G#3', 'E4', 'B4', 'E5']	['m6', 'm3', 'm6']	[False, False, False, True]
25.75	0.25	13	['G#3', 'E4', 'B4', 'D5']	['m6', 'm3', 'd5']	[False, False, False, True]
26.0	0.5	13	['A3', 'E4', 'A4', 'C#5']	['P5', 'P1', 'M3']	[True, True, True, True]
26.5	0.5	13	['A3', 'E4', 'A4', 'A5']	['P5', 'P1', 'P1']	[False, False, False, True]
27.0	1.0	14	['E3', 'E4', 'G#4', 'B4']	['P1', 'M3', 'P5']	[True, True, True, True]
