s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['E-2', 'E-3']	['P1']	[True, True]
0.5	0.5	1	['E-2', 'E-3', 'G3', 'B-3', 'E-4']	['P1', 'M3', 'P5', 'P1']	[False, False, True, True, True]
1.0	0.5	1	['E-2', 'E-3', 'B-3', 'E-4', 'G4']	['P1', 'P5', 'P1', 'M3']	[False, False, True, True, True]
1.5	0.5	1	['E-4', 'G4', 'B-4']	['M3', 'P5']	[True, True, True]
2.0	0.5	1	['B-3', 'E-4', 'G4']	['P4', 'M6']	[True, True, True]
2.5	0.5	1	['G3', 'B-3', 'E-4']	['m3', 'm6']	[True, True, True]
3.0	0.5	2	['E-2', 'E-3']	['P1']	[True, True]
3.5	0.5	2	['E-2', 'E-3', 'F3', 'A-3', 'D4']	['P1', 'M2', 'P4', 'M7']	[False, False, True, True, True]
4.0	0.5	2	['E-2', 'E-3', 'A-3', 'D4', 'F4']	['P1', 'P4', 'M7', 'M2']	[False, False, True, True, True]
4.5	0.5	2	['D4', 'F4', 'B-4']	['m3', 'm6']	[True, True, True]
5.0	0.5	2	['A-3', 'D4', 'F4']	['A4', 'M6']	[True, True, True]
5.5	0.5	2	['F3', 'A-3', 'D4']	['m3', 'M6']	[True, True, True]
6.0	0.5	3	['E-2', 'E-3', 'B-4']	['P1', 'P5']	[True, True, True]
6.5	0.25	3	['E-2', 'E-3', 'G3', 'B-3', 'E-4', 'B-4']	['P1', 'M3', 'P5', 'P1', 'P5']	[False, False, True, True, True, False]
6.75	0.25	3	['E-2', 'E-3', 'G3', 'B-3', 'E-4', 'A4']	['P1', 'M3', 'P5', 'P1', 'A4']	[False, False, False, False, False, True]
7.0	0.5	3	['E-2', 'E-3', 'B-3', 'E-4', 'G4', 'B-4']	['P1', 'P5', 'P1', 'M3', 'P5']	[False, False, True, True, True, True]
7.5	0.5	3	['E-4', 'G4', 'B-4', 'E-5']	['M3', 'P5', 'P1']	[True, True, True, True]
8.0	0.5	3	['B-3', 'E-4', 'G4', 'E-5']	['P4', 'M6', 'P4']	[True, True, True, False]
8.5	0.5	3	['G3', 'B-3', 'E-4', 'B-4']	['m3', 'm6', 'm3']	[True, True, True, True]
9.0	0.5	4	['E-2', 'E-3', 'G4']	['P1', 'M3']	[True, True, True]
9.5	0.5	4	['E-2', 'E-3', 'B-3', 'D-4', 'E-4', 'G4']	['P1', 'P5', 'm7', 'P1', 'M3']	[False, False, True, True, True, False]
10.0	0.5	4	['E-2', 'E-3', 'D-4', 'E-4', 'G4']	['P1', 'm7', 'P1', 'M3']	[False, False, True, True, True]
10.5	0.5	4	['E-4', 'F4', 'G4', 'D-5']	['M2', 'M3', 'm7']	[True, True, True, True]
11.0	0.5	4	['D-4', 'E-4', 'F4', 'G4']	['M2', 'M3', 'A4']	[True, True, False, True]
11.5	0.5	4	['G3', 'D-4', 'E-4']	['d5', 'm6']	[True, True, True]
12.0	0.5	5	['E-2', 'E-3', 'B-4']	['P1', 'P5']	[True, True, True]
12.5	0.5	5	['E-2', 'E-3', 'C4', 'E-4', 'A-4', 'B-4']	['P1', 'M6', 'P1', 'P4', 'P5']	[False, False, True, True, True, False]
