s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['G2']	[]	[True]
0.5	0.5	1	['G2', 'D3', 'B-3', 'D4']	['P5', 'm3', 'P5']	[False, True, True, True]
1.0	0.5	1	['G2', 'D4', 'B-4']	['P5', 'm3']	[False, True, True]
1.5	1.0	1	['G2', 'C4', 'D4', 'F#4', 'B-4']	['P4', 'P5', 'M7', 'm3']	[False, True, True, True, True]
2.5	0.5	1	['G2', 'C4', 'D4', 'F#4', 'A4']	['P4', 'P5', 'M7', 'M2']	[False, False, False, False, True]
3.0	0.5	2	['G2']	[]	[True]
3.5	0.5	2	['G2', 'A3', 'C4', 'F#4']	['M2', 'P4', 'M7']	[False, True, True, True]
4.0	0.5	2	['G2', 'C4', 'F#4', 'E-5']	['P4', 'M7', 'm6']	[False, True, True, True]
4.5	1.0	2	['G2', 'A3', 'C4', 'F#4', 'E-5']	['M2', 'P4', 'M7', 'm6']	[False, True, True, True, True]
5.5	0.5	2	['G2', 'B-3', 'D4', 'G4', 'D5']	['m3', 'P5', 'P1', 'P5']	[False, True, True, True, True]
6.0	0.5	3	['G2']	[]	[True]
6.5	0.5	3	['B3', 'F4', 'A-4', 'D5']	['d5', 'd7', 'm3']	[True, True, True, True]
7.0	0.5	3	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm3']	[True, True, True, True]
7.5	0.5	3	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm3']	[True, True, True, True]
8.0	0.5	3	['E-4', 'B4', 'D5', 'G5']	['A5', 'M7', 'M3']	[True, False, False, True]
8.5	0.5	3	['D4', 'B4', 'D5', 'F5']	['M6', 'P1', 'm3']	[True, False, False, True]
9.0	0.5	4	['C3', 'C4', 'G4', 'E-5']	['P1', 'P5', 'm3']	[True, True, True, True]
9.5	0.5	4	['C3', 'D4', 'D5']	['M2', 'M2']	[False, True, True]
10.0	0.5	4	['A2', 'E-4', 'G4', 'C5']	['d5', 'm7', 'm3']	[True, True, True, True]
10.5	1.0	4	['D3', 'C4', 'F#4', 'B-4']	['m7', 'M3', 'm6']	[True, True, True, True]
11.5	0.5	4	['D3', 'C4', 'D4', 'F#4', 'A4']	['m7', 'P1', 'M3', 'P5']	[False, False, True, False, True]
12.0	0.5	5	['G2', 'G4']	['P1']	[True, True]
12.5	0.5	5	['G2', 'D3', 'B-3', 'D4', 'G4']	['P5', 'm3', 'P5', 'P1']	[False, True, True, True, True]
13.0	0.5	5	['G2', 'D4', 'B-4']	['P5', 'm3']	[False, True, True]
13.5	1.0	5	['G2', 'C4', 'D4', 'F#4', 'B-4']	['P4', 'P5', 'M7', 'm3']	[False, True, True, True, True]
14.5	0.5	5	['G2', 'C4', 'D4', 'F#4', 'A4']	['P4', 'P5', 'M7', 'M2']	[False, False, False, False, True]
15.0	0.5	6	['G2']	[]	[True]
15.5	0.5	6	['G2', 'A3', 'C4', 'F#4']	['M2', 'P4', 'M7']	[False, True, True, True]
16.0	0.5	6	['G2', 'C4', 'F#4', 'E-5']	['P4', 'M7', 'm6']	[False, True, True, True]
16.5	1.0	6	['G2', 'A3', 'C4', 'F#4', 'E-5']	['M2', 'P4', 'M7', 'm6']	[False, True, True, True, True]
17.5	0.5	6	['G2', 'B-3', 'D4', 'G4', 'D5']	['m3', 'P5', 'P1', 'P5']	[False, True, True, True, True]
18.0	0.5	7	['G2']	[]	[True]
18.5	0.5	7	['B3', 'F4', 'A-4', 'D5']	['d5', 'd7', 'm3']	[True, True, True, True]
19.0	0.5	7	['F4', 'B4', 'D5', 'A-5']	['A4', 'M6', 'm3']	[True, True, True, True]
19.5	0.5	7	['C3', 'E-4', 'G4', 'E-5', 'G5']	['m3', 'P5', 'm3', 'P5']	[True, True, True, True, True]
