s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	0	['G4']	[]	[True]
0.5	1.0	1	['C2', 'C3', 'C4', 'E-4', 'G4']	['P1', 'P1', 'm3', 'P5']	[True, True, True, True, True]
1.5	0.5	1	['G4']	[]	[True]
2.0	0.5	2	['D2', 'D3', 'B3', 'F4', 'G4']	['P1', 'M6', 'm3', 'P4']	[True, True, True, True, True]
2.5	0.5	2	['D2', 'D3', 'B3', 'F4', 'G4']	['P1', 'M6', 'm3', 'P4']	[False, False, False, False, False]
3.0	0.5	2	['G4']	[]	[True]
3.5	1.0	3	['E-2', 'E-3', 'C4', 'E-4', 'G4', 'C5']	['P1', 'M6', 'P1', 'M3', 'M6']	[True, True, True, True, True, True]
4.5	0.5	3	['G4']	[]	[True]
5.0	0.5	4	['E2', 'E3', 'C4', 'G4', 'B-4']	['P1', 'm6', 'm3', 'd5']	[True, True, True, True, True]
5.5	0.5	4	['E2', 'E3', 'C4', 'G4', 'B-4']	['P1', 'm6', 'm3', 'd5']	[False, False, False, False, False]
6.0	0.5	4	['G4']	[]	[True]
6.5	1.0	5	['F2', 'F3', 'C4', 'F4', 'A-4']	['P1', 'P5', 'P1', 'm3']	[True, True, True, True, True]
7.5	0.5	5	['A-4']	[]	[True]
8.0	0.5	6	['G2', 'G3', 'C4', 'E-4', 'G4']	['P1', 'P4', 'm6', 'P1']	[True, True, True, True, True]
8.5	0.5	6	['G2', 'G3', 'C4', 'E-4', 'G4']	['P1', 'P4', 'm6', 'P1']	[False, False, False, False, False]
9.0	0.25	6	['G4']	[]	[False]
9.25	0.25	6	['G4']	[]	[True]
9.5	1.5	7	['A2', 'A3', 'C4', 'E-4', 'F#4']	['P1', 'm3', 'd5', 'M6']	[True, True, True, True, True]
11.0	0.5	8	['A2', 'A3', 'C4', 'E-4', 'F#4']	['P1', 'm3', 'd5', 'M6']	[False, False, False, False, False]
11.5	0.5	8	['A2', 'A3', 'C4', 'E-4', 'F#4']	['P1', 'm3', 'd5', 'M6']	[False, False, False, False, False]
