onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	is_downbeat	downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label	note_degree
0	2	0.0	0	1.0	1	0	3	3	4	0	0.0	C#5	73	True	C	1	0	1.0	True	1	Violoncello	1	0	1.0	0	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
2	6	1.0	1	3.0	3	1	3	3	4	1	1.0	E5	76	True	E	0	0	1.0	True	1	Violoncello	1	1	3.0	1	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
4	2	2.0	2	1.0	1	1	3	3	4	1	2.0	C#5	73	True	C	1	1/4	2.0	True	2	Violoncello	1	1	3.0	1	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
6	2	3.0	3	1.0	1	1	3	3	4	1	7.0	A4	69	True	A	0	3/4	4.0	True	4	Violoncello	1	1	3.0	1	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
8	6	4.0	4	3.0	3	2	3	3	4	2	7.0	B4	71	True	B	0	0	1.0	True	1	Violoncello	1	2	3.0	2	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	2
10	2	5.0	5	1.0	1	2	3	3	4	2	8.0	G#4	68	True	G	1	1/4	2.0	True	2	Violoncello	1	2	3.0	2	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	7
12	2	6.0	6	1.0	1	2	3	3	4	2	13.0	E4	64	True	E	0	3/4	4.0	True	4	Violoncello	1	2	3.0	2	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	5
14	1	7.0	7	0.5	1/2	3	3	3	4	3	13.0	D5	74	True	D	0	0	1.0	True	1	Violoncello	1	3	3.0	3	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	4
15	1	7.5	15/2	0.5	1/2	3	3	3	4	3	13.5	C#5	73	True	C	1	1/8	1.5	False	0	Violoncello	1	3	3.0	3	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
16	1	8.0	8	0.5	1/2	3	3	3	4	3	14.0	B4	71	True	B	0	1/4	2.0	True	2	Violoncello	1	3	3.0	3	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	2
16	2	8.0	8	1.0	1	3	3	3	4	3	14.0	C#4	61	True	C	1	1/4	2.0	True	2	Violoncello	1	3	3.0	3	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
17	1	8.5	17/2	0.5	1/2	3	3	3	4	3	14.5	A4	69	True	A	0	3/8	2.5	False	0	Violoncello	1	3	3.0	3	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
18	1	9.0	9	0.5	1/2	3	3	3	4	3	19.0	G#4	68	True	G	1	3/4	4.0	True	4	Violoncello	1	3	3.0	3	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	7
18	2	9.0	9	1.0	1	3	3	3	4	3	19.0	A3	57	True	A	0	3/4	4.0	True	4	Violoncello	1	3	3.0	3	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
19	1	9.5	19/2	0.5	1/2	3	3	3	4	3	19.5	A4	69	True	A	0	7/8	4.5	False	0	Violoncello	1	3	3.0	3	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
20	2	10.0	10	1.0	1	4	3	3	4	4	19.0	C#5	73	True	C	1	0	1.0	True	1	Violoncello	1	4	1.0	4	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	3
20	2	10.0	10	1.0	1	4	3	3	4	4	19.0	E4	64	True	E	0	0	1.0	True	1	Violoncello	1	4	1.0	4	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	5
22	2	11.0	11	1.0	1	4	3	3	4	4	20.0	B4	71	True	B	0	1/4	2.0	True	2	Violoncello	1	4	2.0	5	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	2
24	2	12.0	12	1.0	1	4	3	3	4	4	25.0	C#5	73	True	C	1	3/4	4.0	True	4	Violoncello	1	4	2.0	5	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V	True	3
26	6	13.0	13	3.0	3	5	3	3	4	5	25.0	E5	76	True	E	0	0	1.0	True	1	Violoncello	1	5	3.0	6	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	5
28	2	14.0	14	1.0	1	5	3	3	4	5	26.0	C#5	73	True	C	1	1/4	2.0	True	2	Violoncello	1	5	3.0	6	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
30	2	15.0	15	1.0	1	5	3	3	4	5	31.0	A4	69	True	A	0	3/4	4.0	True	4	Violoncello	1	5	3.0	6	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
32	4	16.0	16	2.0	2	6	3	3	4	6	31.0	C#5	73	True	C	1	0	1.0	True	1	Violoncello	1	6	2.0	7	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	3
34	2	17.0	17	1.0	1	6	3	3	4	6	32.0	A4	69	True	A	0	1/4	2.0	True	2	Violoncello	1	6	2.0	7	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I	True	1
36	2	18.0	18	1.0	1	6	3	3	4	6	37.0	C#5	73	True	C	1	3/4	4.0	True	4	Violoncello	1	6	1.0	8	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	3
36	2	18.0	18	1.0	1	6	3	3	4	6	37.0	F#4	66	True	F	1	3/4	4.0	True	4	Violoncello	1	6	1.0	8	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi	True	6
38	6	19.0	19	3.0	3	7	3	3	4	7	37.0	A5	81	True	A	0	0	1.0	True	1	Violoncello	1	7	3.0	9	viio/V	True	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio	True	1
40	2	20.0	20	1.0	1	7	3	3	4	7	38.0	F#5	78	True	F	1	1/4	2.0	True	2	Violoncello	1	7	3.0	9	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio	True	6
42	2	21.0	21	1.0	1	7	3	3	4	7	43.0	D#5	75	True	D	1	3/4	4.0	True	4	Violoncello	1	7	3.0	9	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio	True	#4
