s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	1.0	0	['A4']	[]	[True]
1.0	1.0	1	['D4', 'D5']	['P1']	[True, True]
2.0	0.5	1	['D3', 'D5']	['P1']	[True, True]
2.5	0.5	1	['D3', 'E5']	['M2']	[False, True]
3.0	1.0	1	['D5']	[]	[True]
4.0	1.0	1	['D3', 'D5']	['P1']	[True, True]
5.0	0.5	2	['A2', 'E5', 'F#5']	['P5', 'M6']	[True, True, True]
5.5	0.5	2	['A2', 'D5']	['P4']	[False, True]
6.0	0.5	2	['A3', 'E5']	['P5']	[True, True]
6.5	0.5	2	['A3', 'F#5']	['M6']	[False, True]
7.0	1.0	2	['E5']	[]	[True]
8.0	0.5	2	['C#3', 'A5']	['m6']	[True, True]
8.5	0.5	2	['C#3', 'G5']	['d5']	[False, True]
9.0	0.5	3	['D3', 'G5']	['P4']	[True, True]
9.5	0.5	3	['E3', 'G5']	['m3']	[True, False]
10.0	0.5	3	['F#3', 'F#5']	['P1']	[True, True]
10.5	0.5	3	['G3', 'F#5']	['M7']	[True, False]
11.0	1.0	3	['A3', 'E5', 'F#5']	['P5', 'M6']	[True, True, True]
12.0	1.0	3	['A2', 'A5']	['P1']	[True, True]
13.0	1.0	4	['B2', 'A5']	['m7']	[True, True]
14.0	1.0	4	['C#3', 'G5']	['d5']	[True, True]
15.0	1.0	4	['D3', 'F#5', 'G5']	['M3', 'P4']	[True, True, True]
16.0	0.5	4	['E3', 'F#5']	['M2']	[True, False]
16.5	0.5	4	['F#3', 'F#5']	['P1']	[True, False]
17.0	1.0	5	['G3', 'E5']	['M6']	[True, True]
18.0	1.0	5	['F#3', 'D5']	['m6']	[True, True]
19.0	0.5	5	['G3', 'E5']	['M6']	[True, True]
19.5	0.5	5	['G3', 'G5']	['P1']	[False, True]
20.0	0.5	5	['A3', 'F#5']	['M6']	[True, True]
20.5	0.5	5	['A3', 'E5']	['P5']	[False, True]
21.0	1.0	6	['D4', 'D5']	['P1']	[True, True]
22.0	1.0	6	['A3', 'D5']	['P4']	[True, False]
23.0	1.0	6	['D3', 'D5']	['P1']	[True, False]
24.0	1.0	6	['A4']	[]	[True]
25.0	1.0	7	['D5']	[]	[True]
26.0	0.5	7	['A2', 'D5']	['P4']	[True, False]
26.5	0.5	7	['A2', 'E5']	['P5']	[False, True]
27.0	1.0	7	['D3', 'F#5']	['M3']	[True, True]
28.0	1.0	7	['E3', 'G5']	['m3']	[True, True]
29.0	1.5	8	['F#3', 'A5']	['m3']	[True, True]
