s_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset
0.0	0.5	1	['D2', 'D3', 'F#4', 'A4']	['P1', 'M3', 'P5']	[True, True, True, True]
0.5	0.5	1	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
1.0	0.5	1	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
1.5	0.5	1	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
2.0	0.5	2	['D2', 'D3', 'F#4', 'A4']	['P1', 'M3', 'P5']	[True, True, True, True]
2.5	0.5	2	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
3.0	0.5	2	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
3.5	0.5	2	['D3', 'D5', 'F#5']	['P1', 'M3']	[True, True, True]
4.0	0.25	3	['D2', 'D3', 'C#5', 'E5']	['P1', 'M7', 'M2']	[True, True, True, True]
4.25	0.25	3	['D2', 'D3', 'B4', 'D5']	['P1', 'M6', 'P1']	[False, False, True, True]
4.5	0.25	3	['D3', 'A4', 'C#5']	['P5', 'M7']	[True, True, True]
4.75	0.25	3	['D3', 'G4', 'B4']	['P4', 'M6']	[False, True, True]
5.0	0.5	3	['D3', 'F#4', 'A4']	['M3', 'P5']	[True, True, True]
5.5	0.5	3	['D3', 'E4', 'G4']	['M2', 'P4']	[True, True, True]
6.0	0.5	4	['D2', 'D3', 'D4', 'F#4']	['P1', 'P1', 'M3']	[True, True, True, True]
6.5	0.5	4	['D3', 'E4', 'G4']	['M2', 'P4']	[True, True, True]
7.0	0.5	4	['D3', 'F#4', 'A4']	['M3', 'P5']	[True, True, True]
7.5	0.5	4	['D3', 'F#4', 'A4']	['M3', 'P5']	[True, False, False]
8.0	0.5	5	['D2', 'D3', 'F#4', 'A4']	['P1', 'M3', 'P5']	[True, True, True, True]
8.5	0.5	5	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
9.0	0.5	5	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
9.5	0.5	5	['D3', 'D4', 'F#4']	['P1', 'M3']	[True, True, True]
