onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	24	0.0	59	5	B	0	2.0	2	True	2	4	2	1	1/4	True	2	1	1	0	0a	3	0	True	True			{	False	0	b.i{		b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		5	5	5	5	5	B	B	B	B	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
0	6	0.0	74	2	D	0	2.0	2	True	2	4	1	1	1/16	True	2	1	1	0	0a	5	0	True	True			{	False	0	b.i{		b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		5	5	5	5	5	B	B	B	B	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
6	6	0.25	76	4	E	0	2.25	0	False	2	4	1	1	1/16	True	2	1	1	0	0a	5	1/4	False	False				False	0	b.i{		b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		5	5	5	5	5	B	B	B	B	minor triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
12	6	0.5	79	1	G	0	2.5	0	False	2	4	1	1	1/16	True	2	1	1	0	0a	5	1/2	False	False				False	0	b.i{		b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		5	5	5	5	5	B	B	B	B	minor triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
18	6	0.75	78	6	F	1	2.75	0	False	2	4	1	1	1/16	True	2	1	1	0	0a	5	3/4	False	False				False	0	b.i{		b	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		5	5	5	5	5	B	B	B	B	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
24	24	1.0	58	10	A	1	1.0	1	True	2	4	2	1	1/4	True	2	2	2	1	1a	3	1	False	True				False	1	V6		b	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		5	5	5	6	10	F#	A#	B	B	major triad	1	True	True	True	True	True	5	5	5	#7	True	False	True
24	6	1.0	78	6	F	1	1.0	1	True	2	4	1	1	1/16	True	2	2	2	1	1a	5	1	False	True				False	1	V6		b	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		5	5	5	6	10	F#	A#	B	B	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
30	6	1.25	73	7	C	1	1.25	0	False	2	4	1	1	1/16	True	2	2	2	1	1a	5	5/4	False	False				False	1	V6		b	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		5	5	5	6	10	F#	A#	B	B	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
36	12	1.5	73	7	C	1	1.5	0	False	2	4	1	1	1/8	True	2	2	2	1	1a	5	3/2	False	False				False	1	V6		b	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		5	5	5	6	10	F#	A#	B	B	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
48	24	2.0	57	3	A	0	2.0	2	True	2	4	2	1	1/4	True	2	2	2	1	1a	3	2	False	True				False	2	vii%43/IV		b	i		vii%43/IV	vii	%	43		IV	%7	True	True	(-2, 2, 4, 1)	()	4	-2	minor	minor	i	i, minor	vii/IV	IV	IV/i	IV	False	vii%43/IV	vii%43/IV, minor		vii%43/IV, minor	IV	IV	vii%7	7	4	5	5	4	9	3	D#	A	B	E	half-diminished seventh chord	2	True	True	True	True	True	-2	-2	-1	7	True	False	True
48	6	2.0	73	7	C	1	2.0	2	True	2	4	1	1	1/16	False	2	2	2	1	1a	5	2	False	True				False	2	vii%43/IV		b	i		vii%43/IV	vii	%	43		IV	%7	True	True	(-2, 2, 4, 1)	()	4	-2	minor	minor	i	i, minor	vii/IV	IV	IV/i	IV	False	vii%43/IV	vii%43/IV, minor		vii%43/IV, minor	IV	IV	vii%7	7	4	5	5	4	9	3	D#	A	B	E	half-diminished seventh chord	2	True	True	True	True	True	2	2	3	2	True	False	False
54	6	2.25	75	9	D	1	2.25	0	False	2	4	1	1	1/16	True	2	2	2	1	1a	5	9/4	False	False				False	2	vii%43/IV		b	i		vii%43/IV	vii	%	43		IV	%7	True	True	(-2, 2, 4, 1)	()	4	-2	minor	minor	i	i, minor	vii/IV	IV	IV/i	IV	False	vii%43/IV	vii%43/IV, minor		vii%43/IV, minor	IV	IV	vii%7	7	4	5	5	4	9	3	D#	A	B	E	half-diminished seventh chord	2	True	True	True	True	True	4	4	5	#3	True	True	False
