quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0.0	0	5/8	0.5	0	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
0.5	1	0	1.0	1	IV64	IV	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	E	E	4	None	IV	True
1.5	1	1/4	0.5	2	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
2.0	1	3/8	1.5	3	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
3.5	2	0	1.5	4	IV	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	E	E	4	None	IV	True
5.0	2	3/8	1.5	5	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
6.5	3	0	1.5	6	ii7	ii7	True	('F#', 'A', 'C#', 'E')	F#	F#	0	minor seventh chord	(1, 4, 6, 9)	E	E	E	E	2	None	ii7	True
8.0	3	3/8	1.5	7	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
9.5	4	0	3.0	8	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
12.5	5	0	3.0	9	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
15.5	6	0	2.5	10	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
18.0	6	5/8	0.5	11	V6	V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
18.5	7	0	1.0	12	V6	V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
19.5	7	1/4	0.5	13	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
20.0	7	3/8	1.0	14	V64	V	True	('F#', 'B', 'D#')	F#	B	2	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
21.0	7	5/8	0.5	15	V/V	V/V	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	E	E	E	B	5	5	V	True
21.5	8	0	2.5	16	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
24.0	8	5/8	0.5	17	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
24.5	9	0	1.0	18	IV64	IV	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	E	E	4	None	IV	True
25.5	9	1/4	0.5	19	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
26.0	9	3/8	1.5	20	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
27.5	10	0	1.5	21	IV	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	E	E	4	None	IV	True
29.0	10	3/8	1.5	22	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
30.5	11	0	1.5	23	ii7	ii7	True	('F#', 'A', 'C#', 'E')	F#	F#	0	minor seventh chord	(1, 4, 6, 9)	E	E	E	E	2	None	ii7	True
32.0	11	3/8	1.5	24	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
33.5	12	0	3.0	25	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
36.5	13	0	3.0	26	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
39.5	14	0	3.0	27	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
42.5	15	0	1.0	28	V6	V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
43.5	15	1/4	0.5	29	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
44.0	15	3/8	1.0	30	V64	V	True	('F#', 'B', 'D#')	F#	B	2	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
45.0	15	5/8	0.5	31	V/V	V/V	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	E	E	E	B	5	5	V	True
45.5	16	0	3.0	32	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
48.5	17	0	1.5	33	V6	V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
50.0	17	3/8	1.5	34	V65/ii	V7/ii	True	('E#', 'G#', 'B', 'C#')	E#	C#	1	dominant seventh chord	(1, 5, 8, 11)	E	E	E	f#	5	2	V7	True
51.5	18	0	1.5	35	ii	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	E	E	2	None	ii	True
53.0	18	3/8	1.5	36	V65	V7	True	('D#', 'F#', 'A', 'B')	D#	B	1	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
54.5	19	0	1.5	37	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
56.0	19	3/8	1.5	38	viio7/V	viio7/V	True	('A#', 'C#', 'E', 'G')	A#	A#	0	diminished seventh chord	(1, 4, 7, 10)	E	E	E	B	7	5	viio7	True
57.5	20	0	3.0	39	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
60.5	21	0	1.5	40	V6	V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
62.0	21	3/8	1.5	41	V65/ii	V7/ii	True	('E#', 'G#', 'B', 'C#')	E#	C#	1	dominant seventh chord	(1, 5, 8, 11)	E	E	E	f#	5	2	V7	True
63.5	22	0	1.5	42	ii	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	E	E	2	None	ii	True
65.0	22	3/8	1.5	43	V65	V7	True	('D#', 'F#', 'A', 'B')	D#	B	1	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
66.5	23	0	1.5	44	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
68.0	23	3/8	1.5	45	viio7/V	viio7/V	True	('A#', 'C#', 'E', 'G')	A#	A#	0	diminished seventh chord	(1, 4, 7, 10)	E	E	E	B	7	5	viio7	True
69.5	24	0	2.5	46	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
72.0	24	5/8	0.5	47	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	E	G	1	None	I	True
72.5	25	0	1.0	48	IV64	IV	True	('G', 'C', 'E')	G	C	2	major triad	(0, 4, 7)	G	G	E	G	4	None	IV	True
73.5	25	1/4	0.5	49	V7	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	E	G	5	None	V7	True
74.0	25	3/8	1.5	50	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	E	G	1	None	I	True
75.5	26	0	1.5	51	IV	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	E	G	4	None	IV	True
77.0	26	3/8	1.5	52	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	E	G	1	None	I	True
78.5	27	0	1.5	53	ii7	ii7	True	('A', 'C', 'E', 'G')	A	A	0	minor seventh chord	(0, 4, 7, 9)	G	G	E	G	2	None	ii7	True
80.0	27	3/8	1.5	54	V	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	E	G	5	None	V	True
81.5	28	0	3.0	55	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	E	G	1	None	I	True
84.5	29	0	3.0	56	V9	V9	True	('D', 'F#', 'A', 'C', 'E')	D	D	0	dominant-ninth	(0, 2, 4, 6, 9)	G	G	E	G	5	None	V9	True
87.5	30	0	1.0	57	I6	I	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	G	G	E	G	1	None	I	True
88.5	30	1/4	2.0	58	I64	Cad	True	('D', 'G', 'B')	D	D	0	major triad	(2, 7, 11)	G	G	E	G	5	None	Cad	True
90.5	31	0	3.0	59	V9	V9	True	('D', 'F#', 'A', 'C', 'E')	D	D	0	dominant-ninth	(0, 2, 4, 6, 9)	G	G	E	G	5	None	V9	True
93.5	32	0	1.0	60	I6	I	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	G	G	E	G	1	None	I	True
94.5	32	1/4	1.5	61	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	E	G	1	None	I	True
96.0	32	5/8	0.5	62	I64	Cad	True	('F#', 'B', 'D#')	F#	F#	0	major triad	(3, 6, 11)	B	B	E	B	5	None	Cad	True
96.5	33	0	3.0	63	V9	V9	True	('F#', 'A#', 'C#', 'E', 'G#')	F#	F#	0	dominant-ninth	(1, 4, 6, 8, 10)	B	B	E	B	5	None	V9	True
99.5	34	0	1.0	64	I6	I	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
100.5	34	1/4	2.0	65	I64	Cad	True	('F#', 'B', 'D#')	F#	F#	0	major triad	(3, 6, 11)	B	B	E	B	5	None	Cad	True
102.5	35	0	3.0	66	V9	V9	True	('F#', 'A#', 'C#', 'E', 'G#')	F#	F#	0	dominant-ninth	(1, 4, 6, 8, 10)	B	B	E	B	5	None	V9	True
105.5	36	0	1.0	67	I6	I	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
106.5	36	1/4	1.5	68	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
108.0	36	5/8	0.5	69	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
108.5	37	0	1.0	70	V65/V	V7/V	True	('A#', 'C#', 'E', 'F#')	A#	F#	1	dominant seventh chord	(1, 4, 6, 10)	E	E	E	B	5	5	V7	True
109.5	37	1/4	0.5	71	V42	V7	True	('A', 'B', 'D#', 'F#')	A	B	3	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
110.0	37	3/8	1.0	72	I6	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
111.0	37	5/8	0.5	73	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
111.5	38	0	1.5	74	IV	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	E	E	4	None	IV	True
113.0	38	3/8	1.5	75	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
114.5	39	0	1.5	76	ii7	ii7	True	('F#', 'A', 'C#', 'E')	F#	F#	0	minor seventh chord	(1, 4, 6, 9)	E	E	E	E	2	None	ii7	True
116.0	39	3/8	1.5	77	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
117.5	40	0	2.5	78	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
120.0	40	5/8	0.5	79	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
120.5	41	0	1.0	80	IV64	IV	True	('B', 'E', 'G#')	B	E	2	major triad	(4, 8, 11)	B	B	E	B	4	None	IV	True
121.5	41	1/4	0.5	81	V7	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0	dominant seventh chord	(1, 4, 6, 10)	B	B	E	B	5	None	V7	True
122.0	41	3/8	1.5	82	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
123.5	42	0	1.5	83	IV	IV	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	B	B	E	B	4	None	IV	True
125.0	42	3/8	1.5	84	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
126.5	43	0	1.5	85	ii7	ii7	True	('C#', 'E', 'G#', 'B')	C#	C#	0	minor seventh chord	(1, 4, 8, 11)	B	B	E	B	2	None	ii7	True
128.0	43	3/8	1.5	86	V	V	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	B	B	E	B	5	None	V	True
129.5	44	0	3.0	87	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
132.5	45	0	3.0	88	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
135.5	46	0	3.0	89	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
138.5	47	0	1.0	90	V6	V	True	('A#', 'C#', 'F#')	A#	F#	1	major triad	(1, 6, 10)	B	B	E	B	5	None	V	True
139.5	47	1/4	0.5	91	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
140.0	47	3/8	1.0	92	V64	V	True	('C#', 'F#', 'A#')	C#	F#	2	major triad	(1, 6, 10)	B	B	E	B	5	None	V	True
141.0	47	5/8	0.5	93	V/V	V/V	True	('C#', 'E#', 'G#')	C#	C#	0	major triad	(1, 5, 8)	B	B	E	F#	5	5	V	True
141.5	48	0	3.0	94	V	V	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	B	B	E	B	5	None	V	True
144.5	49	0	1.5	95	V6	V	True	('A#', 'C#', 'F#')	A#	F#	1	major triad	(1, 6, 10)	B	B	E	B	5	None	V	True
146.0	49	3/8	1.5	96	V65/ii	V7/ii	True	('B#', 'D#', 'F#', 'G#')	B#	G#	1	dominant seventh chord	(0, 3, 6, 8)	B	B	E	c#	5	2	V7	True
147.5	50	0	1.5	97	ii	ii	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	B	B	E	B	2	None	ii	True
