quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0.0	0	3/8	0.5	0	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	G	G	1	None	I	True
0.5	1	0	1.0	1	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	G	G	1	None	I	True
1.5	1	1/4	1.0	2	V7	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	G	G	5	None	V7	True
2.5	2	0	2.0	3	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	G	G	1	None	I	True
4.5	3	0	1.0	4	Cad64/V	V	True	('A', 'D', 'F#')	A	A	0	major triad	(2, 6, 9)	G	G	G	D	5	5	V	True
5.5	3	1/4	1.0	5	V7/V	V7/V	True	('A', 'C#', 'E', 'G')	A	A	0	dominant seventh chord	(1, 4, 7, 9)	G	G	G	D	5	5	V7	True
6.5	4	0	1.5	6	V	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	G	G	5	None	V	True
8.0	4	3/8	0.5	7	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	G	G	1	None	I	True
8.5	5	0	2.0	8	V7/IV	V7/IV	True	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	G	G	G	C	5	4	V7	True
10.5	6	0	1.0	9	IV	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	G	G	G	G	4	None	IV	True
11.5	6	1/4	1.0	10	I6	I	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	G	G	G	G	1	None	I	True
12.5	7	0	1.0	11	ii64	ii	True	('E', 'A', 'C')	E	A	2	minor triad	(0, 4, 9)	G	G	G	G	2	None	ii	True
13.5	7	1/4	0.5	12	V	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	G	G	G	G	5	None	V	True
14.0	7	3/8	0.5	13	V7	V7	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	G	G	G	G	5	None	V7	True
14.5	8	0	1.5	14	I	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	G	G	1	None	I	True
16.0	8	3/8	0.5	15	V/vi	V/vi	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	G	G	G	e	5	6	V	True
