quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0.0	1	0	2.0	0	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
2.0	2	0	2.0	1	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
4.0	3	0	2.0	2	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
6.0	4	0	2.0	3	iiø65	iiø7	True	('A', 'C', 'E', 'F#')	A	F#	1	half-diminished seventh chord	(0, 4, 6, 9)	e	e	e	e	2	None	ii%7	True
8.0	5	0	1.0	4	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
9.0	5	1/4	1.0	5	iiø43	iiø7	True	('C', 'E', 'F#', 'A')	C	F#	2	half-diminished seventh chord	(0, 4, 6, 9)	e	e	e	e	2	None	ii%7	True
10.0	6	0	2.0	6	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	e	e	e	e	5	None	V	True
12.0	7	0	2.0	7	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
14.0	8	0	2.0	8	V43	V7	True	('F#', 'A', 'B', 'D#')	F#	B	2	dominant seventh chord	(3, 6, 9, 11)	e	e	e	e	5	None	V7	True
16.0	9	0	2.0	9	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	e	e	e	e	5	None	V7	True
18.0	10	0	2.0	10	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
20.0	11	0	2.0	11	i6	i	True	('G', 'B', 'E')	G	E	1	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
22.0	12	0	2.0	12	iiø65	iiø7	True	('A', 'C', 'E', 'F#')	A	F#	1	half-diminished seventh chord	(0, 4, 6, 9)	e	e	e	e	2	None	ii%7	True
24.0	13	0	1.0	13	i54	i54	True	('E', 'A', 'B')	E	E	0	quartal trichord	(4, 9, 11)	e	e	e	e	1	None	i	True
25.0	13	1/4	1.0	14	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	e	e	e	e	5	None	V	True
26.0	14	0	2.0	15	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
28.0	15	0	2.0	16	V65/IV	V7/IV	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	e	e	e	A	5	4	V7	True
30.0	16	0	2.0	17	IV/64	IV/	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	e	e	e	e	4	None	IV	True
32.0	17	0	2.0	18	iv	iv	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	e	e	e	e	4	None	iv	True
34.0	18	0	2.0	19	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	e	e	e	e	1	None	I	True
36.0	19	0	2.0	20	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
38.0	20	0	2.0	21	iiø65	iiø7	True	('A', 'C', 'E', 'F#')	A	F#	1	half-diminished seventh chord	(0, 4, 6, 9)	e	e	e	e	2	None	ii%7	True
40.0	21	0	1.0	22	i54	i54	True	('E', 'A', 'B')	E	E	0	quartal trichord	(4, 9, 11)	e	e	e	e	1	None	i	True
41.0	21	1/4	1.0	23	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	e	e	e	e	5	None	V	True
42.0	22	0	2.0	24	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	e	e	1	None	i	True
44.0	23	0	2.0	25	iv7	iv7	True	('A', 'C', 'E', 'G')	A	A	0	minor seventh chord	(0, 4, 7, 9)	e	e	e	e	4	None	iv7	True
46.0	24	0	1.0	26	viiø7/V	viiø7/V	True	('A#', 'C#', 'E', 'G#')	A#	A#	0	half-diminished seventh chord	(1, 4, 8, 10)	e	e	e	B	7	5	vii%7	True
47.0	24	1/4	1.0	27	V65/V	V7/V	True	('A#', 'C#', 'E', 'F#')	A#	F#	1	dominant seventh chord	(1, 4, 6, 10)	e	e	e	B	5	5	V7	True
48.0	25	0	2.0	28	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	e	e	e	e	5	None	V	True
50.0	26	0	2.0	29	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	e	e	e	e	5	None	V	True
52.0	27	0	2.0	30	i64	V	True	('B', 'E', 'G')	B	B	0	major triad	(4, 7, 11)	e	e	e	e	5	None	V	True
