quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0.0	1	0	2.0	0	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
2.0	1	1/2	2.0	1	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
4.0	2	0	2.0	2	ii	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	E	E	2	None	ii	True
6.0	2	1/2	2.0	3	vi	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi	True
8.0	3	0	2.0	4	viio2	viio7	True	('C', 'D#', 'F#', 'A')	C	D#	3	diminished seventh chord	(0, 3, 6, 9)	E	E	E	E	7	None	viio7	True
10.0	3	1/2	1.0	5	I6/4	I	True	('B', 'E', 'G#')	B	E	2	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
11.0	3	3/4	1.0	6	ii6	ii	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	E	E	E	E	2	None	ii	True
12.0	4	0	2.0	7	I6/4	V	True	('B', 'E', 'G#')	B	B	0	major triad	(4, 8, 11)	E	E	E	E	5	None	V	True
14.0	4	1/2	2.0	8	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
16.0	5	0	2.0	9	v6	v	True	('D', 'F#', 'B')	D	B	1	minor triad	(2, 6, 11)	E	E	E	E	5	None	v	True
18.0	5	1/2	2.0	10	IV	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	E	E	4	None	IV	True
20.0	6	0	2.0	11	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
22.0	6	1/2	2.0	12	V6/vi	V/vi	True	('B#', 'D#', 'G#')	B#	G#	1	major triad	(0, 3, 8)	E	E	E	c#	5	6	V	True
24.0	7	0	2.0	13	viio6/V	viio/V	True	('C#', 'E', 'A#')	C#	A#	1	diminished triad	(1, 4, 10)	E	E	E	B	7	5	viio	True
26.0	7	1/2	2.0	14	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
28.0	8	0	2.0	15	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
30.0	8	1/2	1.0	16	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
31.0	8	3/4	1.0	17	V2	V7	True	('A', 'B', 'D#', 'F#')	A	B	3	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
32.0	9	0	2.0	18	I6	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
34.0	9	1/2	2.0	19	viio6	viio	True	('F#', 'A', 'D#')	F#	D#	1	diminished triad	(3, 6, 9)	E	E	E	E	7	None	viio	True
36.0	10	0	2.0	20	viio6/4	viio	True	('A', 'D#', 'F#')	A	D#	2	diminished triad	(3, 6, 9)	E	E	E	E	7	None	viio	True
38.0	10	1/2	2.0	21	vi6/4	vi	True	('G#', 'C#', 'E')	G#	C#	2	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi	True
40.0	11	0	1.0	22	viio7/vi	viio7/vi	True	('B#', 'D#', 'F#', 'A')	B#	B#	0	diminished seventh chord	(0, 3, 6, 9)	E	E	E	c#	#7	6	viio7	True
41.0	11	1/4	0.75	23	viio7	viio7	True	('D#', 'F#', 'A', 'C')	D#	D#	0	diminished seventh chord	(0, 3, 6, 9)	E	E	E	E	7	None	viio7	True
41.75	11	7/16	0.25	24	viio7/vi	viio7/vi	True	('B#', 'D#', 'F#', 'A')	B#	B#	0	diminished seventh chord	(0, 3, 6, 9)	E	E	E	c#	#7	6	viio7	True
42.0	11	1/2	1.0	25	vi	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi	True
43.0	11	3/4	1.0	26	IV6	IV	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	E	E	E	E	4	None	IV	True
44.0	12	0	2.0	27	I6/4	V	True	('B', 'E', 'G#')	B	B	0	major triad	(4, 8, 11)	E	E	E	E	5	None	V	True
46.0	12	1/2	2.0	28	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
48.0	13	0	2.0	29	viio/ii	viio/ii	True	('E#', 'G#', 'B')	E#	E#	0	diminished triad	(5, 8, 11)	E	E	E	f#	#7	2	viio	True
50.0	13	1/2	1.0	30	ii	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	E	E	2	None	ii	True
51.0	13	3/4	1.0	31	ii7	ii7	True	('F#', 'A', 'C#', 'E')	F#	F#	0	minor seventh chord	(1, 4, 6, 9)	E	E	E	E	2	None	ii7	True
52.0	14	0	2.0	32	V6/5/vi	V7/vi	True	('B#', 'D#', 'F#', 'G#')	B#	G#	1	dominant seventh chord	(0, 3, 6, 8)	E	E	E	c#	5	6	V7	True
54.0	14	1/2	2.0	33	V6/vi	V/vi	True	('B#', 'D#', 'G#')	B#	G#	1	major triad	(0, 3, 8)	E	E	E	c#	5	6	V	True
56.0	15	0	1.0	34	vi	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi	True
57.0	15	1/4	1.0	35	vi7	vi7	True	('C#', 'E', 'G#', 'B')	C#	C#	0	minor seventh chord	(1, 4, 8, 11)	E	E	E	E	6	None	vi7	True
58.0	15	1/2	2.0	36	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
60.0	16	0	4.0	37	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
64.0	17	0	4.0	38	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
68.0	18	0	2.0	39	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
70.0	18	1/2	2.0	40	I6	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
72.0	19	0	2.0	41	V	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	E	E	5	None	V	True
74.0	19	1/2	2.0	42	V6/5	V7	True	('D#', 'F#', 'A', 'B')	D#	B	1	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7	True
76.0	20	0	2.0	43	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I	True
78.0	20	1/2	2.0	44	vi6	vi	True	('E', 'G#', 'C#')	E	C#	1	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi	True
80.0	21	0	2.0	45	V6/5/vi	V7/vi	True	('B#', 'D#', 'F#', 'G#')	B#	G#	1	dominant seventh chord	(0, 3, 6, 8)	E	E	E	c#	5	6	V7	True
82.0	21	1/2	2.0	46	V7/vi	V7/vi	True	('G#', 'B#', 'D#', 'F#')	G#	G#	0	dominant seventh chord	(0, 3, 6, 8)	E	E	E	c#	5	6	V7	True
84.0	22	0	2.0	47	vi	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi	True
86.0	22	1/2	2.0	48	i6/4	i	True	('B', 'E', 'G')	B	E	2	minor triad	(4, 7, 11)	E	E	E	E	1	None	i	True
88.0	23	0	2.0	49	V6/5	V7	True	('A#', 'C#', 'E', 'F#')	A#	F#	1	dominant seventh chord	(1, 4, 6, 10)	B	B	E	B	5	None	V7	True
90.0	23	1/2	0.75	50	I	I	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	B	B	E	B	1	None	I	True
90.75	23	11/16	1.25	51	V7/V	V7/V	True	('C#', 'E#', 'G#', 'B')	C#	C#	0	dominant seventh chord	(1, 5, 8, 11)	B	B	E	F#	5	5	V7	True
