quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0.0	1	0	1.0	0	i	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	g	g	1	None	i	True
1.0	1	1/4	1.0	1	VII	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	g	g	7	None	VII	True
2.0	1	1/2	1.0	2	VI	VI	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	g	g	6	None	VI	True
3.0	1	3/4	1.0	3	ii6	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	g	g	2	None	ii	True
4.0	2	0	2.0	4	ii6	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	g	g	2	None	ii	True
6.0	2	1/2	2.0	5	V	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	g	g	5	None	V	True
8.0	3	0	2.0	6	V	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	g	g	5	None	V	True
10.0	3	1/2	1.0	7	v	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	g	g	5	None	v	True
11.0	3	3/4	1.0	8	IV	IV	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	g	g	g	g	4	None	IV	True
12.0	4	0	1.0	9	III	III	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	g	g	g	g	3	None	III	True
13.0	4	1/4	2.0	10	ii6/V	ii/V	True	('G', 'B', 'E')	G	E	1	minor triad	(4, 7, 11)	g	g	g	D	2	5	ii	True
15.0	4	3/4	1.0	11	IV/V	IV/V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	g	g	g	D	4	5	IV	True
16.0	5	0	4.0	12	V/v	V/v	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	g	g	g	d	5	5	V	True
20.0	6	0	0.5	13	V/v	V/v	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	g	g	g	d	5	5	V	True
20.5	6	1/8	1.5	14	v6	v	True	('F', 'A', 'D')	F	D	1	minor triad	(2, 5, 9)	g	g	g	g	5	None	v	True
22.0	6	1/2	2.0	15	III	III	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	g	g	g	g	3	None	III	True
24.0	7	0	1.0	16	III	III	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	g	g	g	g	3	None	III	True
25.0	7	1/4	2.0	17	v	v	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	g	g	g	g	5	None	v	True
