quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0.0	0	3/4	1.0	0	V	V	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	b	b	b	b	5	None	V	True
1.0	1	0	1.0	1	i	i	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	b	b	1	None	i	True
2.0	1	1/4	1.0	2	v6	v	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	b	b	b	b	5	None	v	True
3.0	1	1/2	1.0	3	iv6	iv	True	('G', 'B', 'E')	G	E	1	minor triad	(4, 7, 11)	b	b	b	b	4	None	iv	True
4.0	1	3/4	1.0	4	v	v	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	b	b	b	b	5	None	v	True
5.0	2	0	0.5	5	iv	iv	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	b	b	b	b	4	None	iv	True
5.5	2	1/8	0.5	6	viio6/III	viio/III	True	('E', 'G', 'C#')	E	C#	1	diminished triad	(1, 4, 7)	b	b	b	D	7	3	viio	True
6.0	2	1/4	1.0	7	III	III	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	b	b	b	b	3	None	III	True
7.0	2	1/2	1.0	8	viio6	viio	True	('C#', 'E', 'A#')	C#	A#	1	diminished triad	(1, 4, 10)	b	b	b	b	#7	None	viio	True
8.0	2	3/4	1.0	9	i	i	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	b	b	1	None	i	True
9.0	3	0	3.0	10	V	V	True	('F#', 'A#', 'C#')	F#	F#	0	major triad	(1, 6, 10)	b	b	b	b	5	None	V	True
12.0	3	3/4	1.0	11	V6/5	V7	True	('A#', 'C#', 'E', 'F#')	A#	F#	1	dominant seventh chord	(1, 4, 6, 10)	b	b	b	b	5	None	V7	True
13.0	4	0	1.0	12	i	i	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	b	b	1	None	i	True
14.0	4	1/4	1.0	13	iio6	iio	True	('E', 'G', 'C#')	E	C#	1	diminished triad	(1, 4, 7)	b	b	b	b	2	None	iio	True
15.0	4	1/2	1.0	14	I6	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	b	D	1	None	I	True
