onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	cadence_subtype	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	0.0	60	0	C	0	2.833	0	False	6	4	2	1	1/8	True	-2	1	1	0	0a	4	0	True	True				{	False	0		c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		0	0	0	0	0	C	C	C	C	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
0	4	0.0	67	1	G	0	2.833	0	False	6	4	1	1	1/8	True	-2	1	1	0	0a	4	0	True	True				{	False	0		c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		0	0	0	0	0	C	C	C	C	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
4	12	0.167	60	0	C	0	1.0	1	True	6	4	2	1	3/8	True	-2	2	2	1	1a	4	1/2	False	False					False	0		c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		0	0	0	0	0	C	C	C	C	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
4	12	0.167	67	1	G	0	1.0	1	True	6	4	1	1	3/8	True	-2	2	2	1	1a	4	1/2	False	False					False	0		c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		0	0	0	0	0	C	C	C	C	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
16	4	0.667	60	0	C	0	1.5	0	False	6	4	2	1	1/8	True	-2	2	2	1	1a	4	2	False	False					False	0		c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		0	0	0	0	0	C	C	C	C	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
16	4	0.667	67	1	G	0	1.5	0	False	6	4	1	1	1/8	True	-2	2	2	1	1a	4	2	False	False					False	0		c.i{	c	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		0	0	0	0	0	C	C	C	C	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
20	8	0.8340000000000001	53	-1	F	0	1.667	0	False	6	4	2	1	1/4	True	-2	2	2	1	1a	3	5/2	False	True					False	1		ii%65	c	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	ii%7	2		0	0	0	2	-1	D	F	C	C	half-diminished seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
20	8	0.8340000000000001	68	-4	A	-1	1.667	0	False	6	4	1	1	1/4	True	-2	2	2	1	1a	4	5/2	False	True					False	1		ii%65	c	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	ii%7	2		0	0	0	2	-1	D	F	C	C	half-diminished seventh chord	1	True	True	True	True	True	-4	-4	-4	6	True	False	False
28	8	1.167	55	1	G	0	2.0	2	True	6	4	2	1	1/4	True	-2	2	2	1	1a	3	7/2	False	True					False	2		i64	c	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	i	1		0	0	0	0	1	C	G	C	C	minor triad	2	True	True	True	True	True	1	1	1	5	True	False	True
28	8	1.167	67	1	G	0	2.0	2	True	6	4	1	1	1/4	True	-2	2	2	1	1a	4	7/2	False	True					False	2		i64	c	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	i	1		0	0	0	0	1	C	G	C	C	minor triad	2	True	True	True	True	True	1	1	1	5	True	False	True
36	8	1.5	56	-4	A	-1	2.333	0	False	6	4	2	1	1/4	True	-2	2	2	1	1a	3	9/2	False	True					False	3		ii%43	c	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	ii%7	2		0	0	0	2	-4	D	Ab	C	C	half-diminished seventh chord	2	True	True	True	True	True	-4	-4	-4	6	True	False	True
36	12	1.5	72	0	C	0	2.333	0	False	6	4	1	1	3/8	True	-2	2	2	1	1a	5	9/2	False	True					False	3		ii%43	c	i		ii%43	ii	%	43			%7	True	True	(-4, 0, 2, -1)	()	2	-4	minor	minor	i	i, minor	ii		i	i	True	ii%43	ii%43, minor		ii%43, minor		ii	ii%7	2		0	0	0	2	-4	D	Ab	C	C	half-diminished seventh chord	2	True	True	True	True	True	0	0	0	1	True	False	False
44	8	1.834	53	-1	F	0	2.667	0	False	6	4	2	1	1/4	True	-2	2	2	1	1a	3	11/2	False	True					False	4		ii%65	c	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	ii%7	2		0	0	0	2	-1	D	F	C	C	half-diminished seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
48	4	2.0	74	2	D	0	2.833	0	False	6	4	1	1	1/8	True	-2	2	2	1	1a	5	6	False	False					False	4		ii%65	c	i		ii%65	ii	%	65			%7	True	True	(-1, -4, 0, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	ii%65	ii%65, minor		ii%65, minor		ii	ii%7	2		0	0	0	2	-1	D	F	C	C	half-diminished seventh chord	1	True	True	True	True	True	2	2	2	2	True	True	False
52	8	2.167	55	1	G	0	1.0	1	True	6	4	2	1	1/4	True	-2	3	3	2	2a	3	13/2	False	True					False	5		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
52	12	2.167	71	5	B	0	1.0	1	True	6	4	1	1	3/8	True	-2	3	3	2	2a	4	13/2	False	True					False	5		V	c	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	5	5	5	#7	True	False	False
60	8	2.5	53	-1	F	0	1.333	0	False	6	4	2	1	1/4	True	-2	3	3	2	2a	3	15/2	False	True					False	6		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	V7	5		0	0	0	1	-1	G	F	C	C	dominant seventh chord	3	True	True	True	True	True	-1	-1	-1	4	True	False	True
64	4	2.667	67	1	G	0	1.5	0	False	6	4	1	1	1/8	True	-2	3	3	2	2a	4	8	False	False					False	6		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	V7	5		0	0	0	1	-1	G	F	C	C	dominant seventh chord	3	True	True	True	True	True	1	1	1	5	True	True	False
68	8	2.8339999999999996	51	-3	E	-1	1.667	0	False	6	4	2	1	1/4	True	-2	3	3	2	2a	3	17/2	False	True					False	7		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		0	0	0	0	-3	C	Eb	C	C	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
68	8	2.8339999999999996	72	0	C	0	1.667	0	False	6	4	1	1	1/4	True	-2	3	3	2	2a	5	17/2	False	True					False	7		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		0	0	0	0	-3	C	Eb	C	C	minor triad	1	True	True	True	True	True	0	0	0	1	True	True	False
76	8	3.167	53	-1	F	0	2.0	2	True	6	4	2	1	1/4	True	-2	3	3	2	2a	3	19/2	False	True					False	8		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	V7	5		0	0	0	1	-1	G	F	C	C	dominant seventh chord	3	True	True	True	True	True	-1	-1	-1	4	True	False	True
76	8	3.167	71	5	B	0	2.0	2	True	6	4	1	1	1/4	True	-2	3	3	2	2a	4	19/2	False	True					False	8		V2	c	i		V2	V		2			Mm7	True	True	(-1, 1, 5, 2)	()	1	-1	minor	minor	i	i, minor	V		i	i	True	V2	V2, minor		V2, minor		V	V7	5		0	0	0	1	-1	G	F	C	C	dominant seventh chord	3	True	True	True	True	True	5	5	5	#7	True	False	False
84	0	3.5	71	5	B	0	2.333	0	False	6	4	1	1	0	True	-2	3	3	2	2a	4	21/2	False	True					False	9		i6	c	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		0	0	0	0	-3	C	Eb	C	C	minor triad	1	True	True	True	True	True	5	5	5	#7	False	False	False
