onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	16	0.0	50	2	D	0	1.0	1	True	4	4	2	1	1	True	0	1	1	1	1a	3	0	True	True				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
0	3	0.0	74	2	D	0	1.0	1	True	4	4	1	1	3/16	True	0	1	1	1	1a	5	0	True	True				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
3	1	0.75	74	2	D	0	1.75	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	5	3/4	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
4	4	1.0	74	2	D	0	2.0	2	True	4	4	1	1	1/4	True	0	1	1	1	1a	5	1	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
8	4	2.0	74	2	D	0	3.0	3	True	4	4	1	1	1/4	True	0	1	1	1	1a	5	2	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
12	2	3.0	74	2	D	0	4.0	4	True	4	4	1	1	1/8	True	0	1	1	1	1a	5	3	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
14	2	3.5	73	7	C	1	4.5	0	False	4	4	1	1	1/8	True	0	1	1	1	1a	5	7/2	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	5	5	5	#7	False	False	False
16	16	4.0	50	2	D	0	1.0	1	True	4	4	2	1	1	True	0	2	2	2	2a	3	4	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
16	4	4.0	74	2	D	0	1.0	1	True	4	4	1	1	1/4	True	0	2	2	2	2a	5	4	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
20	4	5.0	74	2	D	0	2.0	2	True	4	4	1	1	1/4	True	0	2	2	2	2a	5	5	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
28	4	7.0	74	2	D	0	4.0	4	True	4	4	1	1	1/4	True	0	2	2	2	2a	5	7	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
32	16	8.0	50	2	D	0	1.0	1	True	4	4	2	1	1	True	0	3	3	3	3a	3	8	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
32	4	8.0	74	2	D	0	1.0	1	True	4	4	1	1	1/4	False	0	3	3	3	3a	5	8	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
36	2	9.0	74	2	D	0	2.0	2	True	4	4	1	1	1/8	True	0	3	3	3	3a	5	9	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
38	2	9.5	73	7	C	1	2.5	0	False	4	4	1	1	1/8	True	0	3	3	3	3a	5	19/2	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	5	5	5	#7	False	False	False
40	4	10.0	74	2	D	0	3.0	3	True	4	4	1	1	1/4	True	0	3	3	3	3a	5	10	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
44	4	11.0	74	2	D	0	4.0	4	True	4	4	1	1	1/4	True	0	3	3	3	3a	5	11	False	False				False	0	d.i		d	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
48	16	12.0	45	3	A	0	1.0	1	True	4	4	2	1	1	True	0	4	4	4	4a	2	12	False	True				False	1	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	v	5		2	2	2	3	3	A	A	D	D	minor triad	0	True	False	True	True	True	1	1	1	5	True	True	True
52	4	13.0	72	0	C	0	2.0	2	True	4	4	1	1	1/4	True	0	4	4	4	4a	5	13	False	False				False	1	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	v	5		2	2	2	3	3	A	A	D	D	minor triad	0	True	False	True	True	True	-2	-2	-2	7	True	False	False
56	4	14.0	72	0	C	0	3.0	3	True	4	4	1	1	1/4	True	0	4	4	4	4a	5	14	False	False				False	1	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	v	5		2	2	2	3	3	A	A	D	D	minor triad	0	True	False	True	True	True	-2	-2	-2	7	True	False	False
60	2	15.0	72	0	C	0	4.0	4	True	4	4	1	1	1/8	True	0	4	4	4	4a	5	15	False	False				False	1	v		d	i		v	v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	v	5		2	2	2	3	3	A	A	D	D	minor triad	0	True	False	True	True	True	-2	-2	-2	7	True	False	False
