onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	6	0.0	43	1	G	0	1.0	1	True	4	4	3	1	3/4	True	0	1	1	1	1a	2	0	True	True				False	0	G.I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
0	8	0.0	62	2	D	0	1.0	1	True	4	4	1	1	1	True	0	1	1	1	1a	4	0	True	True				False	0	G.I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	1	1	1	5	True	False	False
6	2	3.0	45	3	A	0	4.0	4	True	4	4	3	1	1/4	True	0	1	1	1	1a	2	3	False	False				False	0	G.I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	2	2	2	2	False	False	False
8	4	4.0	47	5	B	0	1.0	1	True	4	4	3	1	1/2	True	0	2	2	2	2a	2	4	False	True				False	1	I6		G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	False	True	True	True	4	4	4	3	True	False	True
8	4	4.0	62	2	D	0	1.0	1	True	4	4	1	1	1/2	False	0	2	2	2	2a	4	4	False	True				False	1	I6		G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	False	True	True	True	1	1	1	5	True	False	False
12	4	6.0	43	1	G	0	3.0	3	True	4	4	3	1	1/2	True	0	2	2	2	2a	2	6	False	True				False	2	I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
12	2	6.0	59	5	B	0	3.0	3	True	4	4	1	1	1/4	True	0	2	2	2	2a	3	6	False	True				False	2	I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	4	4	4	3	True	False	False
14	2	7.0	59	5	B	0	4.0	4	True	4	4	1	1	1/4	True	0	2	2	2	2a	3	7	False	False				False	2	I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	4	4	4	3	True	False	False
16	4	8.0	50	2	D	0	1.0	1	True	4	4	3	1	1/2	True	0	3	3	3	3a	3	8	False	True				False	3	V(4)		G	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	False	True	True	True	1	1	1	5	True	True	True
16	8	8.0	57	3	A	0	1.0	1	True	4	4	1	1	1	True	0	3	3	3	3a	3	8	False	True				False	3	V(4)		G	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	False	True	True	True	2	2	2	2	True	False	False
20	4	10.0	50	2	D	0	3.0	3	True	4	4	3	1	1/2	False	0	3	3	3	3a	3	10	False	True				False	4	V		G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	False	True	True	True	1	1	1	5	True	True	True
24	4	12.0	52	4	E	0	1.0	1	True	4	4	3	1	1/2	True	0	4	4	4	4a	3	12	False	True				False	5	vi		G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		1	1	1	4	4	E	E	G	G	minor triad	0	True	False	True	True	True	3	3	3	6	True	True	True
24	4	12.0	55	1	G	0	1.0	1	True	4	4	1	1	1/2	True	0	4	4	4	4a	3	12	False	True				False	5	vi		G	I		vi	vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		1	1	1	4	4	E	E	G	G	minor triad	0	True	False	True	True	True	0	0	0	1	True	False	False
28	4	14.0	48	0	C	0	3.0	3	True	4	4	3	1	1/2	True	0	4	4	4	4a	3	14	False	True				False	6	IV		G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	False	True	True	True	-1	-1	-1	4	True	True	True
28	2	14.0	60	0	C	0	3.0	3	True	4	4	1	1	1/4	True	0	4	4	4	4a	4	14	False	True				False	6	IV		G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	False	True	True	True	-1	-1	-1	4	True	True	True
30	2	15.0	62	2	D	0	4.0	4	True	4	4	1	1	1/4	True	0	4	4	4	4a	4	15	False	False				False	6	IV		G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	False	True	True	True	1	1	1	5	False	False	False
32	4	16.0	48	0	C	0	1.0	1	True	4	4	3	1	1/2	False	0	5	5	5	5a	3	16	False	False				False	6	IV		G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	False	True	True	True	-1	-1	-1	4	True	True	True
32	2	16.0	64	4	E	0	1.0	1	True	4	4	1	1	1/4	True	0	5	5	5	5a	4	16	False	False				False	6	IV		G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	False	True	True	True	3	3	3	6	True	False	False
34	2	17.0	65	-1	F	0	2.0	2	True	4	4	1	1	1/4	True	0	5	5	5	5a	4	17	False	False				False	6	IV		G	I		IV	IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	False	True	True	True	-2	-2	-2	b7	False	False	False
36	4	18.0	47	5	B	0	3.0	3	True	4	4	3	1	1/2	True	0	5	5	5	5a	2	18	False	True				False	7	I6		G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	False	True	True	True	4	4	4	3	True	False	True
36	4	18.0	67	1	G	0	3.0	3	True	4	4	1	1	1/2	True	0	5	5	5	5a	4	18	False	True				False	7	I6		G	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	False	True	True	True	0	0	0	1	True	True	False
40	4	20.0	50	2	D	0	1.0	1	True	4	4	3	1	1/2	True	0	6	6	6	6a	3	20	False	True				False	8	V(4)		G	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	False	True	True	True	1	1	1	5	True	True	True
40	8	20.0	62	2	D	0	1.0	1	True	4	4	2	1	1	True	0	6	6	6	6a	4	20	False	True				False	8	V(4)		G	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	False	True	True	True	1	1	1	5	True	True	True
40	4	20.0	67	1	G	0	1.0	1	True	4	4	1	1	1/2	False	0	6	6	6	6a	4	20	False	True				False	8	V(4)		G	I		V(4)	V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	False	True	True	True	0	0	0	1	True	False	False
44	4	22.0	50	2	D	0	3.0	3	True	4	4	3	1	1/2	False	0	6	6	6	6a	3	22	False	True				False	9	V		G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	False	True	True	True	1	1	1	5	True	True	True
44	4	22.0	66	6	F	1	3.0	3	True	4	4	1	1	1/2	True	0	6	6	6	6a	4	22	False	True				False	9	V		G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	False	True	True	True	5	5	5	7	True	False	False
48	4	24.0	43	1	G	0	1.0	1	True	4	4	3	1	1/2	True	0	7	7	7	7a	2	24	False	True			\\	True	10	I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
48	4	24.0	62	2	D	0	1.0	1	True	4	4	2	1	1/2	False	0	7	7	7	7a	4	24	False	True			\\	True	10	I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	1	1	1	5	True	False	False
48	8	24.0	67	1	G	0	1.0	1	True	4	4	1	1	1	True	0	7	7	7	7a	4	24	False	True			\\	True	10	I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
52	4	26.0	55	1	G	0	3.0	3	True	4	4	3	1	1/2	True	0	7	7	7	7a	3	26	False	False				False	10	I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
52	2	26.0	59	5	B	0	3.0	3	True	4	4	2	1	1/4	True	0	7	7	7	7a	3	26	False	False				False	10	I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	4	4	4	3	True	False	False
54	2	27.0	59	5	B	0	4.0	4	True	4	4	2	1	1/4	True	0	7	7	7	7a	3	27	False	False				False	10	I\\		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	False	True	True	True	4	4	4	3	True	False	False
