onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	1320	0.0	45	3	A	0	1.0	1	True	4	4	2	1	1/16	True	3	1	1	1	1a	2	0	True	True			{	False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
1320	1320	0.25	49	7	C	1	1.25	0	False	4	4	2	1	1/16	True	3	1	1	1	1a	3	1/4	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
2640	1320	0.5	52	4	E	0	1.5	0	False	4	4	2	1	1/16	True	3	1	1	1	1a	3	1/2	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
3960	1320	0.75	57	3	A	0	1.75	0	False	4	4	2	1	1/16	True	3	1	1	1	1a	3	3/4	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
5280	880	1.0	61	7	C	1	2.0	2	True	4	4	1	1	1/24	True	3	1	1	1	1a	4	1	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
6160	880	1.167	64	4	E	0	2.167	0	False	4	4	1	1	1/24	True	3	1	1	1	1a	4	7/6	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
7040	880	1.333	69	3	A	0	2.333	0	False	4	4	1	1	1/24	True	3	1	1	1	1a	4	4/3	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
7920	660	1.5	73	7	C	1	2.5	0	False	4	4	1	1	1/32	True	3	1	1	1	1a	5	3/2	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
8580	660	1.625	76	4	E	0	2.625	0	False	4	4	1	1	1/32	True	3	1	1	1	1a	5	13/8	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
9240	660	1.75	81	3	A	0	2.75	0	False	4	4	1	1	1/32	True	3	1	1	1	1a	5	7/4	False	False				False	0		A.I{	A	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
